date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA
2004-06-08,13.6,13.83,13.13,13.19,709553,13.678,12.957999999999998,13.201694530401364,13.39741441442986,-0.19571988402849705,-0.48021910315586447
2004-06-09,13.16,13.42,12.82,12.88,593849,13.474,13.067000000000002,13.15220306418577,13.35908742076839,-0.20688435658261994,-0.4255521538412156
2004-06-10,12.8,12.98,11.93,12.0,1116353,13.124,13.078999999999999,12.974941054311035,13.25841427848925,-0.2834732241782145,-0.3971363679086154
2004-06-11,12.0,12.82,12.0,12.36,866727,12.806000000000001,13.081,12.880334738263183,13.191865072675231,-0.3115303344120477,-0.38001516120930184
2004-06-14,12.3,12.41,11.91,12.17,605135,12.52,13.068000000000001,12.771052470838079,13.116171363588178,-0.345118892750099,-0.3730359075174613
2004-06-15,12.15,12.55,12.02,12.5,409744,12.382,13.030000000000001,12.729352090709144,13.070529040359425,-0.341176949650281,-0.36666411594402526
2004-06-16,12.38,12.68,12.35,12.58,646959,12.322,12.898,12.70637484598466,13.034193555888356,-0.32781870990369555,-0.3588950347359593
2004-06-17,12.51,12.73,12.1,12.19,423087,12.360000000000001,12.741999999999999,12.62693256198702,12.971660699896626,-0.34472813790960544,-0.3560616553706885
2004-06-18,12.0,12.43,11.92,12.18,426037,12.324,12.565000000000001,12.55817370629671,12.91301916657095,-0.35484546027423924,-0.35581841635139866
2004-06-21,12.16,13.16,12.15,13.1,1008111,12.51,12.514999999999999,12.641531597635678,12.926869598676804,-0.2853380010411257,-0.3417223332893441
2004-06-22,13.15,13.3,12.88,13.01,1133119,12.612,12.497,12.698219044153266,12.933027406182227,-0.23480836202896072,-0.3203395390372674
2004-06-23,13.1,13.11,12.52,12.9,704985,12.676,12.499,12.729262268129686,12.93058093165021,-0.2013186635205244,-0.2965353639339188
2004-06-24,12.8,13.38,12.8,13.19,1138822,12.876,12.618,12.800144996109735,12.94979715893538,-0.14965216282564597,-0.26715872371226423
2004-06-25,13.0,13.27,12.0,12.3,883207,12.9,12.612,12.723199612092852,12.901664036051278,-0.17846442395842566,-0.24941986376149652
2004-06-28,12.1,12.3,11.55,11.58,749405,12.596,12.553,12.547322748693952,12.803762996343776,-0.25644024764982376,-0.25082394053916196
2004-06-29,11.38,11.77,10.94,11.53,583696,12.3,12.456,12.39081155658719,12.709410181799793,-0.3185986252126032,-0.2643788774738502
