date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA
2011-04-20,34.33,34.39,34.1,34.33,272758,34.438,34.576,34.47211382659572,34.68109481515942,-0.2089809885637024,-0.2403250610004627
2011-04-21,34.31,34.64,34.3,34.54,396963,34.43,34.543,34.4825578532733,34.67064334736983,-0.18808549409653352,-0.22987714761967687
2011-04-22,34.5,34.99,34.4,34.71,311917,34.396,34.535000000000004,34.517548952769715,34.67355865497207,-0.1560097022023541,-0.21510365853621233
2011-04-25,34.58,34.75,33.9,33.93,300144,34.342,34.465999999999994,34.42715680618976,34.61848023608525,-0.19132342989549045,-0.21034761280806796
2011-04-26,33.93,34.12,33.25,33.4,268447,34.181999999999995,34.356,34.26913268216056,34.528222440819675,-0.25908975865911543,-0.22009604197827745
2011-04-27,33.66,33.7,33.06,33.15,187246,33.946,34.192,34.09695842336663,34.42613188964785,-0.3291734662812189,-0.24191152683886574
2011-04-28,33.18,33.3,31.85,31.97,334311,33.432,33.931,33.769734050541,34.24419619411838,-0.4744621435773837,-0.28842165018656934
2011-04-29,32.02,32.65,32.02,32.39,123932,32.968,33.682,33.55746727353469,34.10684832788739,-0.5493810543527005,-0.3406135310197956
2011-05-03,32.41,32.5,32.02,32.3,132325,32.641999999999996,33.492000000000004,33.36401076991397,33.973007711006844,-0.6089969410928759,-0.39429021303441164
2011-05-04,32.16,32.33,32.05,32.12,159951,32.386,33.284000000000006,33.17262449761951,33.83574788056189,-0.6631233829423806,-0.44805684701600546
2011-05-05,32.05,32.39,32.05,32.38,93853,32.232,33.089,33.05068226721651,33.72791470422397,-0.6772324370074614,-0.49389196501429666
2011-05-06,32.26,32.5,32.02,32.46,103735,32.33,32.881,32.959808072260124,33.633995096503675,-0.674187024243551,-0.5299509768601476
2011-05-09,32.46,32.68,32.46,32.57,88801,32.366,32.667,32.89983759960472,33.55518064491081,-0.6553430453060898,-0.555029390549336
2011-05-10,32.55,32.78,32.32,32.75,92800,32.456,32.549,32.876785661203996,33.49553763417668,-0.6187519729726816,-0.5677739070340051
