date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA
2007-06-12,19.6,19.6,18.69,19.26,1247154,19.168,19.686,19.63199794615249,19.842748417552553,-0.2107504714000612,0.00755815490122163
2007-06-13,19.35,20.2,19.35,20.13,1574370,19.468,19.508,19.708613646744414,19.86402631254866,-0.15541266580424562,-0.025036009239871822
2007-06-14,20.19,20.23,19.6,19.92,1122026,19.574,19.498,19.74113462416835,19.86817251161913,-0.12703788745077915,-0.04543638488205329
2007-06-15,19.91,20.6,19.7,20.5,1492939,19.836000000000002,19.475,19.857883143527065,19.914974547795488,-0.05709140426842296,-0.04776738875932722
2007-06-18,20.45,21.4,20.45,20.99,2089636,20.16,19.586000000000002,20.032054967599823,19.9946060627736,0.037448904826224094,-0.030724130042216958
2007-06-19,20.9,21.5,20.76,20.98,1546255,20.503999999999998,19.836000000000002,20.17789266489216,20.06759820627185,0.1102944586203094,-0.002520412309711683
2007-06-20,20.9,20.97,20.0,20.09,1301889,20.496000000000002,19.982000000000003,20.164370716447213,20.06925759839986,0.09511311804735101,0.017006293761700857
2007-06-21,20.0,20.72,19.51,20.72,1176062,20.656,20.115000000000002,20.249852144686102,20.11746073925913,0.13239140542697214,0.040083316094755114
2007-06-22,20.6,21.14,19.5,19.95,1382596,20.546,20.191,20.203721045503624,20.10505624005475,0.09866480544887324,0.051799613965578736
2007-06-25,19.92,20.01,18.66,18.89,745499,20.125999999999998,20.143,20.001610115426143,20.015052074124768,-0.013441958698624745,0.03875129943273804
2007-06-26,18.51,19.41,18.3,19.24,556287,19.778,20.141,19.884439328437505,19.957640809374784,-0.07320148093727852,0.01636074335873473
2007-06-27,19.25,19.57,19.03,19.47,522431,19.654,20.074999999999996,19.82067943175481,19.921519267939615,-0.10083983618480374,-0.007079372549972967
2007-06-28,19.48,19.48,18.51,18.59,700341,19.227999999999998,19.942,19.631344134561765,19.8228882110552,-0.19154407649343597,-0.04397231333866557
2007-06-29,18.33,18.68,18.01,18.14,578812,18.866000000000003,19.706,19.401906575398417,19.69822982505111,-0.2963232496526942,-0.09444250060147129
2007-07-02,18.01,18.6,17.91,18.47,405396,18.782,19.454,19.25853633302943,19.60724983801029,-0.34871350498086073,-0.1452967014773492
2007-07-03,18.43,18.6,18.05,18.44,384939,18.622,19.2,19.132607666409516,19.520786887046565,-0.3881792206370491,-0.19387320530928917
2007-07-04,18.55,18.6,18.1,18.18,288222,18.363999999999997,19.009,18.98605264080805,19.421469339857932,-0.4354166990498811,-0.24218190405740755
2007-07-05,18.06,18.25,16.36,16.36,790349,17.918,18.573,18.582044542222196,19.19469383320179,-0.6126492909795935,-0.31627538144184475
2007-07-06,16.37,17.15,16.02,17.07,680610,17.704,18.285,18.349422304957244,19.037309104816472,-0.6878867998592284,-0.39059766512532146
2007-07-10,17.35,17.46,16.66,16.7,620900,17.35,18.066,18.095665027271515,18.86417509705229,-0.7685100697807741,-0.466180146056412
2007-07-11,16.68,16.79,16.2,16.75,368247,17.012,17.817,17.888639638460514,18.707569534307677,-0.8189298958471625,-0.5367300960145621
2007-07-12,16.76,17.27,16.76,17.08,381343,16.792,17.578,17.764233540235818,18.587008828062665,-0.8227752878268468,-0.5939391343770191
2007-07-13,17.08,17.09,16.46,16.68,193000,16.856,17.387,17.59742838019954,18.445748914872837,-0.8483205346732987,-0.644815414436275
