date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA
1998-12-14,8.47,8.47,8.25,8.25,650800,8.418000000000001,8.617999999999999,8.59315598339298,8.644245771662318,-0.05108978826933708,0.06983747746856316
1998-12-15,8.25,8.42,8.0,8.38,1473390,8.388000000000002,8.568999999999999,8.560362755178677,8.624672010798442,-0.06430925561976508,0.043008130850897504
1998-12-16,8.37,8.4,8.2,8.21,557400,8.324000000000002,8.478,8.506460792843496,8.593955565554113,-0.08749477271061679,0.016907550138594647
1998-12-17,8.1,8.2,8.05,8.09,669440,8.282,8.393,8.442389901636805,8.556625523661216,-0.1142356220244114,-0.009321084294006566
1998-12-18,8.07,8.2,8.02,8.06,595231,8.198,8.322999999999999,8.383560686000374,8.51983844783446,-0.13627776183408535,-0.03471241980202232
1998-12-21,8.11,8.19,8.03,8.1,417945,8.168000000000001,8.293000000000001,8.33993596507724,8.488739303550425,-0.1488033384731846,-0.057530603536254776
1998-12-22,8.1,8.48,8.1,8.44,1468063,8.18,8.284,8.355330431988433,8.485128984768911,-0.12979855278047836,-0.0719841933850995
1998-12-23,8.42,8.44,8.25,8.26,844010,8.19,8.257000000000001,8.34066421168252,8.468452763674918,-0.12778855199239736,-0.08314506510655907
1998-12-24,8.2,8.26,8.08,8.25,1265538,8.222,8.252,8.326715871423671,8.452271077476777,-0.12555520605310555,-0.09162709329586836
1998-12-25,8.26,8.4,8.2,8.23,664320,8.256,8.227,8.31183650658926,8.435806553219237,-0.12397004662997624,-0.09809568396268994
1998-12-28,8.27,8.38,8.18,8.21,579348,8.278,8.223,8.296169351729375,8.419080141869664,-0.12291079014028838,-0.10305870519820963
1998-12-29,8.15,8.21,7.98,8.0,1405400,8.190000000000001,8.185,8.250604836078702,8.388037168397837,-0.13743233231913443,-0.10993343062239459
1998-12-30,8.0,8.1,7.7,8.06,1956155,8.15,8.17,8.221281015143518,8.363738118886886,-0.14245710374336795,-0.11643816524658926
1998-12-31,8.08,8.1,7.83,7.91,763262,8.082,8.152,8.173391628198361,8.330127887858227,-0.1567362596598656,-0.12449778412924453
1999-01-04,7.8,7.89,7.75,7.77,604237,7.99,8.123000000000001,8.111331377706305,8.288636933202062,-0.17730555549575655,-0.13505933840254694
1999-01-05,7.71,7.87,7.51,7.7,758857,7.888,8.083,8.04804962728995,8.245034197409316,-0.19698457011936554,-0.14744438474591065
1999-01-06,7.68,7.85,7.53,7.74,774570,7.836,8.013,8.000657376937651,8.207624256860477,-0.2069668799228257,-0.15934888378129367
1999-01-07,7.74,7.85,7.61,7.75,594870,7.773999999999999,7.961999999999999,7.962094703562628,8.173726163759701,-0.21163146019707302,-0.16980539906444952
1999-01-08,7.8,8.14,7.8,8.09,1770155,7.81,7.946,7.98177244147607,8.167524225703428,-0.1857517842273575,-0.17299467609703112
1999-01-11,8.12,8.2,7.98,8.16,1305315,7.888,7.939000000000002,8.009192065864367,8.166966875651323,-0.15777480978695557,-0.169950702835016
1999-01-12,8.16,8.2,7.98,8.02,1033393,7.952000000000001,7.92,8.010854824962157,8.156080440417892,-0.1452256154557343,-0.16500568535915966
1999-01-13,7.95,8.08,7.85,7.94,872118,7.992,7.914,7.999954082660287,8.140074481868417,-0.14012039920813013,-0.16002862812895374
1999-01-14,7.9,8.02,7.86,7.91,446200,8.024,7.898999999999999,7.9861149930202435,8.123031927655942,-0.13691693463569887,-0.15540628943030277
1999-01-15,7.91,7.98,7.75,7.76,792722,7.958000000000001,7.884,7.951328071017129,8.096140673755503,-0.14481260273837382,-0.15328755209191697
1999-01-18,7.7,7.98,7.52,7.97,978596,7.92,7.904000000000001,7.954200675476033,8.086796920143984,-0.13259624466795117,-0.1491492906071238
1999-01-19,8.72,8.72,8.08,8.12,1784948,7.94,7.946000000000001,7.979708263864335,8.089256407540725,-0.1095481436763901,-0.14122906122097706
1999-01-20,8.12,8.12,7.78,7.8,1291518,7.911999999999999,7.952000000000001,7.952060838654438,8.067830006982152,-0.11576916832771467,-0.13613708264232458
1999-01-21,7.9,8.07,7.75,8.05,1113719,7.94,7.982000000000001,7.96712840193837,8.066509265724216,-0.09938086378584554,-0.12878583887102876
1999-01-22,8.05,8.07,7.88,7.95,872600,7.978,7.968000000000001,7.964493263178621,8.057878949744644,-0.0933856865660232,-0.12170580841002765
1999-01-25,7.9,7.93,7.76,7.79,815133,7.942,7.931,7.937648145766525,8.038036064578375,-0.10038791881184927,-0.11744223049039197
1999-01-26,7.77,7.77,7.65,7.67,832800,7.852000000000001,7.895999999999999,7.89647150795629,8.010774133868866,-0.11430262591257545,-0.11681430957482866
1999-01-27,7.6,7.72,7.51,7.63,1732324,7.8180000000000005,7.865,7.855475891347631,7.982568642471172,-0.12709275112354135,-0.1188699978845712
1999-01-28,7.7,7.75,7.48,7.54,1182150,7.715999999999999,7.828,7.80694113883261,7.9497857800659,-0.14284464123328977,-0.12366492655431491
1999-01-29,7.52,7.54,7.31,7.42,1129556,7.609999999999999,7.794,7.747411732858363,7.910542388949907,-0.16313065609154442,-0.13155807246176082
1999-02-01,7.34,7.42,7.24,7.25,945900,7.502000000000001,7.7219999999999995,7.670886850880153,7.861613323101766,-0.19072647222161265,-0.1433917524137312
1999-02-02,7.23,7.41,7.19,7.37,873871,7.442,7.647,7.624596566129361,7.825197521390524,-0.20060095526116317,-0.15483359298321758
1999-02-03,7.35,7.38,7.25,7.26,488490,7.368,7.592999999999999,7.568504786724843,7.783331038324559,-0.2148262515997157,-0.1668321247065172
1999-02-04,7.25,7.39,7.2,7.26,380100,7.312,7.514,7.521042511844098,7.744565776226444,-0.2235232643823455,-0.17817035264168285
1999-02-05,7.21,7.25,7.06,7.08,772256,7.244,7.427,7.453189817714237,7.695338681691152,-0.24214886397691515,-0.1909660549087293
1999-02-08,7.0,7.05,6.85,6.86,601900,7.1659999999999995,7.3340000000000005,7.3619298457582,7.633461742306622,-0.2715318965484217,-0.20707922323666778
1999-02-09,6.84,7.09,6.84,7.07,559059,7.106,7.274000000000001,7.3170175617954,7.591723835469095,-0.2747062736736945,-0.22060463332407312
1999-03-01,7.1,7.15,6.93,7.06,490838,7.066,7.216999999999999,7.2774763984422615,7.552336884693606,-0.2748604862513444,-0.23145580390952739
1999-03-02,7.05,7.25,6.96,7.25,547236,7.064,7.188,7.273249260220375,7.529941559901487,-0.25669229968111207,-0.2365031030638443
1999-03-03,7.24,7.47,7.15,7.41,1329036,7.13,7.187,7.294287835571087,7.521056999908784,-0.22676916433769723,-0.2345563153186149
1999-03-04,7.47,7.47,7.2,7.34,713974,7.226000000000001,7.196,7.301320476252458,7.507645370285911,-0.206324894033453,-0.22891003106158253
1999-03-05,7.32,7.46,7.25,7.34,642441,7.279999999999999,7.193,7.3072711722136185,7.4952271947091775,-0.18795602249555898,-0.22071922934837782
1999-03-08,7.33,7.59,7.3,7.59,985099,7.386,7.226000000000001,7.3507679149499845,7.502247402508497,-0.15147948755851282,-0.2068712809904048
1999-03-09,7.6,7.62,7.45,7.45,621196,7.425999999999999,7.245,7.366034389573064,7.498377224544905,-0.1323428349718414,-0.19196559178669212
1999-03-10,7.44,7.44,7.28,7.33,513460,7.409999999999999,7.2700000000000005,7.360490637331054,7.485904837541579,-0.12541420021052474,-0.17865531347145863
1999-03-11,7.33,7.55,7.3,7.45,638609,7.4319999999999995,7.329000000000001,7.374261308510892,7.483245219945906,-0.10898391143501396,-0.1647210330641697
