date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA
2018-01-02,28.31,29.06,28.31,28.81,4037708,28.734,27.918,28.21660607475125,28.823021982441034,-0.606415907689783,-1.1301379719209845
2018-01-03,28.68,28.68,27.82,28.34,4704371,28.722,27.988,28.235589755558753,28.78724257633429,-0.5516528207755371,-1.0144409416918951
2018-01-04,28.43,28.47,27.9,28.06,3364683,28.641999999999996,28.084999999999997,28.20857594701125,28.733372755865084,-0.5247968088538322,-0.9165121151242825
2018-01-05,28.04,28.49,27.87,28.06,2934646,28.397999999999996,28.227999999999998,28.18571810900952,28.68349329246767,-0.497775183458149,-0.8327647287910558
2018-01-08,28.16,28.59,27.77,28.57,4132336,28.367999999999995,28.396000000000004,28.244838399931133,28.67508638191451,-0.43024798198337777,-0.7522613794295202
2018-01-09,28.57,29.88,28.35,29.6,9703101,28.526,28.630000000000003,28.45332479994173,28.743598501772695,-0.2902737018309658,-0.6598638439098093
2018-01-10,29.28,29.44,28.7,28.99,5004171,28.656,28.689,28.53589021533531,28.761850464604347,-0.22596024926903624,-0.5730831249816547
2018-01-11,28.66,29.67,28.28,29.27,5524573,28.898000000000003,28.77,28.6488301822068,28.79949117092995,-0.1506609887231498,-0.48859869772995373
2018-01-12,29.15,29.28,28.4,28.64,4188446,29.014,28.705999999999996,28.647471692636525,28.787677010120326,-0.14020531748380094,-0.4189200216807232
2018-01-15,28.45,28.73,26.91,27.15,4329118,28.73,28.549,28.417091432230905,28.666367601963266,-0.24927616973236155,-0.38499125129105083
2018-01-16,27.25,28.59,27.1,28.33,5373494,28.476,28.500999999999998,28.403692750349226,28.64145148329932,-0.23775873295009475,-0.3555447476228596
2018-01-17,28.11,29.24,27.81,28.89,5852157,28.456,28.555999999999994,28.4785092502955,28.659862484536408,-0.181353234240909,-0.3207064449464695
2018-01-18,28.7,29.57,28.62,28.82,4844978,28.365999999999996,28.632000000000005,28.531046288711575,28.671724522718897,-0.14067823400732138,-0.28470080275863985
2018-01-19,28.67,29.54,28.37,29.32,5158692,28.502,28.758000000000003,28.65242378275595,28.719744928443422,-0.0673211456874725,-0.24122487134440637
2018-01-22,29.05,30.29,28.75,29.08,6857206,28.887999999999998,28.808999999999997,28.718204739255032,28.746430489299463,-0.028225750044430953,-0.19862504708441128
2018-01-23,28.55,28.69,27.91,28.57,4331100,28.936,28.706,28.695404010138873,28.73336156416617,-0.03795755402729739,-0.1664915484729885
2018-01-24,28.45,31.43,28.38,31.43,8633939,29.444,28.95,29.116111085502123,28.93311255941312,0.18299852608900125,-0.09659353356059054
2018-01-25,32.48,32.86,30.57,30.9,13653153,29.860000000000003,29.113,29.39055553388641,29.07880792538252,0.3117476085038895,-0.014925305147694537
