CODES,DATES,high,open,low,close,change,pctchange,volume,turover
600036.SH,2018-06-20 14:30:00,120.92395,120.76754,120.376511,120.650238,-0.156403,-0.129465,5012602.0,143008645.0
600036.SH,2018-06-20 15:00:00,120.92395,120.650238,120.532921,120.572029,-0.078209,-0.064823,5378403.0,153474427.0
600036.SH,2018-06-21 09:30:00,120.61113,120.61113,120.61113,120.61113,0.01,0.035076,95100.0,2712252.0
600036.SH,2018-06-21 10:00:00,121.706001,120.689339,120.689339,121.666901,1.055771,0.875351,4060694.0,116486047.0
600036.SH,2018-06-21 10:30:00,122.448952,121.706001,121.549591,122.448952,0.782051,0.64278,6863975.0,198209219.0
600036.SH,2018-06-21 11:00:00,122.683563,122.448952,122.097023,122.331642,-0.11731,-0.095803,5899597.0,171035235.0
600036.SH,2018-06-21 11:30:00,122.566261,122.370743,121.432281,121.6278,-0.703842,-0.575356,2574892.0,74327513.0
600036.SH,2018-06-21 13:30:00,121.94062,121.666901,121.275871,121.432281,-0.195518,-0.160751,2586576.0,74418627.0
600036.SH,2018-06-21 14:00:00,121.979721,121.393181,121.393181,121.51049,0.078209,0.064405,2129198.0,61331456.0
600036.SH,2018-06-21 14:30:00,121.706001,121.51049,120.963058,121.041252,-0.469238,-0.386171,2845763.0,81648238.0
600036.SH,2018-06-21 15:00:00,121.275871,121.119461,120.572029,121.119461,0.078209,0.064613,4565871.0,130579695.0
600036.SH,2018-06-22 09:30:00,121.19767,121.19767,121.19767,121.19767,0.02,0.06981,125760.0,3605539.0
600036.SH,2018-06-22 10:00:00,121.471382,121.236771,119.829079,120.102791,-1.094879,-0.903383,5962466.0,170017733.0
600036.SH,2018-06-22 10:30:00,120.49382,120.102791,119.672668,120.415611,0.31282,0.260461,2785289.0,79040150.0
600036.SH,2018-06-22 11:00:00,121.51049,120.45472,120.181,121.471382,1.055771,0.876772,2546676.0,72761341.0
600036.SH,2018-06-22 11:30:00,121.588692,121.51049,121.119461,121.236771,-0.234612,-0.193141,2164559.0,62165322.0
600036.SH,2018-06-22 13:30:00,121.471382,121.236771,120.728432,120.76754,-0.469231,-0.387037,1667520.0,47786707.0
600036.SH,2018-06-22 14:00:00,120.845741,120.728432,120.532921,120.689339,-0.078201,-0.064754,1067884.0,30469335.0
600036.SH,2018-06-22 14:30:00,121.354073,120.689339,120.49382,121.354073,0.664734,0.550781,2199394.0,62868032.0
600036.SH,2018-06-22 15:00:00,121.354073,121.158562,120.76754,121.002159,-0.351913,-0.289989,3680201.0,105363369.0
600036.SH,2018-06-25 09:30:00,121.236771,121.236771,121.236771,121.236771,0.059999,0.209642,400315.0,11481034.0
600036.SH,2018-06-25 10:00:00,121.31498,121.31498,120.024597,120.2201,-1.01667,-0.838582,9383232.0,267971657.0
600036.SH,2018-06-25 10:30:00,120.45472,120.141899,120.06369,120.181,-0.039101,-0.032524,2834275.0,80523436.0
600036.SH,2018-06-25 11:00:00,120.181,120.141899,119.125229,119.75087,-0.43013,-0.357902,5689638.0,160828998.0
600036.SH,2018-06-25 11:30:00,119.78997,119.75087,118.968819,119.242538,-0.508331,-0.424491,3722009.0,104837464.0
600036.SH,2018-06-25 13:30:00,119.438049,119.320747,118.538689,118.695107,-0.547432,-0.459091,5229862.0,146804577.0
600036.SH,2018-06-25 14:00:00,118.851509,118.812408,117.600227,117.873947,-0.821159,-0.691822,6401457.0,178374170.0
600036.SH,2018-06-25 14:30:00,118.851509,117.795738,117.326515,118.147667,0.27372,0.232214,6384885.0,177718215.0
600036.SH,2018-06-25 15:00:00,118.499588,118.460487,117.209206,117.287407,-0.86026,-0.728123,8170342.0,226648260.0
600036.SH,2018-06-26 09:30:00,116.544456,116.544456,116.544456,116.544456,-0.190001,-0.686666,641800.0,17636664.0
600036.SH,2018-06-26 10:00:00,116.544456,116.466255,114.002792,114.237404,-2.307053,-1.979547,14706696.0,399344346.0
600036.SH,2018-06-26 10:30:00,114.237404,114.237404,112.43869,112.986122,-1.251282,-1.095335,13816746.0,368012333.0
600036.SH,2018-06-26 11:00:00,113.611763,113.103439,111.773949,113.45536,0.469238,0.415306,9063920.0,240344384.0
600036.SH,2018-06-26 11:30:00,113.611763,113.494461,112.751511,112.86882,-0.58654,-0.516979,6387884.0,170243703.0
600036.SH,2018-06-26 13:30:00,114.589333,112.947021,112.947021,114.120102,1.251282,1.108616,5767378.0,154614126.0
600036.SH,2018-06-26 14:00:00,114.354713,114.081001,113.572662,114.002792,-0.11731,-0.102795,2892985.0,77621957.0
600036.SH,2018-06-26 14:30:00,114.041893,114.002792,113.298943,113.45536,-0.547432,-0.480192,3294642.0,88156357.0
600036.SH,2018-06-26 15:00:00,114.432922,113.416252,113.103439,114.276512,0.821152,0.723766,5750767.0,153780395.0
600036.SH,2018-06-27 09:30:00,113.416252,113.416252,113.416252,113.416252,-0.219999,-0.817841,130700.0,3487076.0
600036.SH,2018-06-27 10:00:00,114.15921,113.220741,112.516899,112.907921,-0.508331,-0.4482,6384491.0,170114298.0
600036.SH,2018-06-27 10:30:00,113.650871,112.907921,112.555992,113.533562,0.625641,0.554116,4034002.0,107172421.0
600036.SH,2018-06-27 11:00:00,113.84639,113.533562,113.298943,113.650871,0.11731,0.103326,3432941.0,91769689.0
600036.SH,2018-06-27 11:30:00,113.807281,113.689972,113.14254,113.533562,-0.11731,-0.103219,2407203.0,64263162.0
600036.SH,2018-06-27 13:30:00,113.533562,113.533562,112.321381,112.555992,-0.97757,-0.86104,6225911.0,164963788.0
600036.SH,2018-06-27 14:00:00,112.71241,112.360481,112.12587,112.164978,-0.391014,-0.347395,3247688.0,85822847.0
600036.SH,2018-06-27 14:30:00,112.43869,112.164978,111.187408,111.382919,-0.782059,-0.69724,7256128.0,190576914.0
600036.SH,2018-06-27 15:00:00,112.321381,111.382919,111.343819,112.047661,0.664742,0.596807,11149872.0,293430337.0
600036.SH,2018-06-28 09:30:00,111.73484,111.73484,111.73484,111.73484,-0.08,-0.303836,211400.0,5549250.0
600036.SH,2018-06-28 10:00:00,111.73484,111.73484,110.053429,110.796379,-0.938461,-0.8399,6905308.0,179548776.0
600036.SH,2018-06-28 10:30:00,111.42202,110.796379,110.170746,110.170746,-0.625633,-0.564669,4759544.0,123744814.0
600036.SH,2018-06-28 11:00:00,111.26561,110.131638,109.857925,111.148308,0.977562,0.887315,7601198.0,197138778.0
600036.SH,2018-06-28 11:30:00,111.930351,111.226517,110.757278,111.57843,0.430122,0.386981,4236815.0,110884975.0
600036.SH,2018-06-28 13:30:00,111.617531,111.617531,110.366249,110.718178,-0.860252,-0.770984,3394003.0,88262225.0
600036.SH,2018-06-28 14:00:00,111.1092,110.757278,109.975227,110.092537,-0.625641,-0.565075,3753428.0,97249690.0
600036.SH,2018-06-28 14:30:00,110.600868,110.092537,109.662407,109.701508,-0.391029,-0.355182,4440006.0,114691364.0
600036.SH,2018-06-28 15:00:00,110.522667,109.701508,109.271385,110.170746,0.469238,0.427741,8668312.0,223472282.0
600036.SH,2018-06-29 09:30:00,110.67907,110.67907,110.67907,110.67907,0.129999,0.502898,227900.0,5920842.0
600036.SH,2018-06-29 10:00:00,111.891258,110.718178,110.718178,111.42202,0.74295,0.671266,6380306.0,166777416.0
600036.SH,2018-06-29 10:30:00,111.73484,111.42202,111.148308,111.69574,0.27372,0.24566,3394274.0,88870956.0
600036.SH,2018-06-29 11:00:00,112.204079,111.69574,111.617531,112.164978,0.469238,0.420104,3310863.0,87052219.0
600036.SH,2018-06-29 11:30:00,112.204079,112.164978,111.930351,112.086769,-0.078209,-0.069727,3275041.0,86261788.0
600036.SH,2018-06-29 13:30:00,112.71241,112.12587,112.12587,112.71241,0.625641,0.558175,3710041.0,98115338.0
600036.SH,2018-06-29 14:00:00,113.064331,112.71241,112.555992,112.986122,0.273712,0.242841,3088319.0,81917947.0
600036.SH,2018-06-29 14:30:00,113.064331,113.02523,112.086769,112.516899,-0.469223,-0.415293,3882125.0,102828939.0
600036.SH,2018-06-29 15:00:00,112.82972,112.5951,112.360481,112.477798,-0.039101,-0.034751,3642200.0,96434282.0
600036.SH,2018-07-02 09:30:00,112.477798,112.477798,112.477798,112.477798,0.0,0.0,129500.0,3423980.0
600036.SH,2018-07-02 10:00:00,113.533562,112.39959,112.243172,112.751511,0.273712,0.243348,5971804.0,158368488.0
600036.SH,2018-07-02 10:30:00,112.82972,112.751511,111.070099,111.30471,-1.4468,-1.283176,4865502.0,127790911.0
600036.SH,2018-07-02 11:00:00,111.500229,111.148308,110.639969,110.874588,-0.430122,-0.386437,4184646.0,109032624.0
600036.SH,2018-07-02 11:30:00,111.226517,110.913696,110.092537,110.327148,-0.54744,-0.493747,3937348.0,102096392.0
600036.SH,2018-07-02 13:30:00,110.67907,110.327148,109.545105,109.545105,-0.782043,-0.70884,5190940.0,134072557.0
600036.SH,2018-07-02 14:00:00,109.584206,109.505997,108.880356,109.193176,-0.351929,-0.321264,5191807.0,132967881.0
600036.SH,2018-07-02 14:30:00,109.193176,109.193176,108.020096,108.293823,-0.899353,-0.823635,6861390.0,174377235.0
600036.SH,2018-07-02 15:00:00,108.919464,108.293823,108.020096,108.567535,0.273712,0.25275,7185773.0,182619431.0
600036.SH,2018-07-03 09:30:00,108.567535,108.567535,108.567535,108.567535,0.0,0.0,178600.0,4543584.0
600036.SH,2018-07-03 10:00:00,108.645737,108.606644,106.768814,107.629074,-0.938461,-0.864403,11059195.0,278392801.0
600036.SH,2018-07-03 10:30:00,108.372017,107.668175,107.472664,107.550873,-0.078201,-0.072658,7226212.0,182362665.0
600036.SH,2018-07-03 11:00:00,107.746376,107.550873,106.573303,106.573303,-0.97757,-0.908937,8455451.0,212221655.0
600036.SH,2018-07-03 11:30:00,106.925232,106.612411,105.713043,106.534203,-0.039101,-0.036689,9013555.0,224290714.0
600036.SH,2018-07-03 13:30:00,107.863693,106.534203,106.534203,107.746376,1.212173,1.137826,7831818.0,196419976.0
600036.SH,2018-07-03 14:00:00,108.332916,107.746376,107.120735,107.198944,-0.547432,-0.508075,8963412.0,226355404.0
600036.SH,2018-07-03 14:30:00,108.020096,107.081635,106.768814,107.277153,0.078209,0.072957,6083500.0,152815990.0
600036.SH,2018-07-03 15:00:00,107.824585,107.277153,107.081635,107.707275,0.430122,0.400945,7046660.0,177261783.0
600036.SH,2018-07-04 09:30:00,107.550873,107.550873,107.550873,107.550873,-0.039999,-0.1586,143400.0,3610812.0
600036.SH,2018-07-04 10:00:00,108.841255,107.472664,107.238052,108.215614,0.664742,0.618072,8185968.0,207582221.0
600036.SH,2018-07-04 10:30:00,108.215614,108.176506,107.081635,107.355354,-0.86026,-0.79495,4958283.0,124937210.0
600036.SH,2018-07-04 11:00:00,107.981003,107.355354,107.355354,107.824585,0.469231,0.437082,2416726.0,60983632.0
600036.SH,2018-07-04 11:30:00,107.824585,107.824585,107.120735,107.238052,-0.586533,-0.543969,2750764.0,69162324.0
600036.SH,2018-07-04 13:30:00,107.746376,107.238052,107.003433,107.550873,0.31282,0.291707,3207587.0,80655853.0
600036.SH,2018-07-04 14:00:00,107.589973,107.550873,106.925232,106.964333,-0.58654,-0.545361,3269831.0,82000297.0
600036.SH,2018-07-04 14:30:00,107.355354,106.964333,106.690605,106.925232,-0.039101,-0.036555,5257547.0,131610210.0
600036.SH,2018-07-04 15:00:00,107.277153,106.964333,106.807915,107.042534,0.117302,0.109705,6774844.0,169668991.0
600036.SH,2018-07-05 09:30:00,107.511765,107.511765,107.511765,107.511765,0.120001,0.479045,253600.0,6383112.0
600036.SH,2018-07-05 10:00:00,108.880356,107.629074,107.511765,108.293823,0.782059,0.727417,9815862.0,248864360.0
600036.SH,2018-07-05 10:30:00,108.567535,108.254715,107.941895,107.981003,-0.31282,-0.288863,5279116.0,133859946.0
600036.SH,2018-07-05 11:00:00,108.411125,107.941895,107.824585,108.020096,0.039093,0.036204,4356468.0,110210827.0
600036.SH,2018-07-05 11:30:00,108.254715,107.981003,106.886124,106.886124,-1.133972,-1.049779,4359897.0,109740743.0
600036.SH,2018-07-05 13:30:00,107.394455,106.925232,106.612411,106.964333,0.078209,0.07317,5309949.0,132917655.0
600036.SH,2018-07-05 14:00:00,108.020096,106.925232,106.847023,107.433556,0.469223,0.438672,5304855.0,133182709.0
600036.SH,2018-07-05 14:30:00,107.824585,107.355354,107.238052,107.511765,0.078209,0.072797,3886700.0,97822454.0
600036.SH,2018-07-05 15:00:00,108.606644,107.511765,107.472664,108.567535,1.055771,0.982005,11026064.0,279384746.0
600036.SH,2018-07-06 09:30:00,108.763046,108.763046,108.763046,108.763046,0.049999,0.196538,286600.0,7305434.0
600036.SH,2018-07-06 10:00:00,108.997658,108.841255,107.941895,108.411125,-0.351921,-0.323567,5027047.0,127871507.0
600036.SH,2018-07-06 10:30:00,108.528435,108.332916,107.629074,108.098305,-0.31282,-0.28855,3787252.0,95798819.0
600036.SH,2018-07-06 11:00:00,108.332916,108.098305,107.629074,107.902794,-0.195511,-0.180864,3530625.0,89193668.0
600036.SH,2018-07-06 11:30:00,108.723946,107.824585,106.768814,108.489326,0.586533,0.543575,6194533.0,156098627.0
600036.SH,2018-07-06 13:30:00,110.757278,108.528435,108.528435,110.757278,2.267952,2.090484,9519491.0,245191292.0
600036.SH,2018-07-06 14:00:00,111.148308,110.718178,110.483566,110.874588,0.11731,0.105916,6971857.0,181406042.0
600036.SH,2018-07-06 14:30:00,111.42202,110.835487,110.444458,110.67907,-0.195518,-0.176342,3774454.0,98251017.0
600036.SH,2018-07-06 15:00:00,110.757278,110.757278,109.857925,110.131638,-0.547432,-0.494612,5034032.0,130353750.0
600036.SH,2018-07-09 09:30:00,110.757278,110.757278,110.757278,110.757278,0.16,0.619195,169888.0,4417088.0
600036.SH,2018-07-09 10:00:00,114.745743,111.1092,111.070099,114.511124,3.753845,3.389254,18359410.0,489930247.0
600036.SH,2018-07-09 10:30:00,114.511124,114.472031,113.611763,113.689972,-0.821152,-0.717093,9216963.0,247526350.0
600036.SH,2018-07-09 11:00:00,114.120102,113.729073,112.907921,113.924583,0.234612,0.206361,3688638.0,98352448.0
600036.SH,2018-07-09 11:30:00,114.198303,113.924583,113.338051,113.807281,-0.117302,-0.102965,2034975.0,54511027.0
600036.SH,2018-07-09 13:30:00,114.120102,113.807281,113.533562,113.807281,0.0,0.0,2212370.0,59312968.0
600036.SH,2018-07-09 14:00:00,114.041893,113.768181,113.768181,114.002792,0.195511,0.171791,2344207.0,62859865.0
600036.SH,2018-07-09 14:30:00,114.628433,113.963692,113.885483,114.198303,0.195511,0.171497,5254312.0,141398081.0
600036.SH,2018-07-09 15:00:00,114.628433,114.237404,114.198303,114.472031,0.273727,0.239695,9425053.0,253971782.0
600036.SH,2018-07-10 09:30:00,114.706642,114.706642,114.706642,114.706642,0.059999,0.222633,200100.0,5404701.0
600036.SH,2018-07-10 10:00:00,115.058563,114.745743,114.002792,114.081001,-0.625641,-0.545427,7060446.0,190329419.0
600036.SH,2018-07-10 10:30:00,114.15921,114.041893,113.611763,113.689972,-0.391029,-0.342765,5970100.0,159935977.0
600036.SH,2018-07-10 11:00:00,113.963692,113.689972,113.572662,113.84639,0.156418,0.137583,3928709.0,105137277.0
600036.SH,2018-07-10 11:30:00,114.315613,113.807281,113.650871,113.84639,0.0,0.0,2236282.0,59926159.0
600036.SH,2018-07-10 13:30:00,113.963692,113.729073,113.572662,113.572662,-0.273727,-0.240436,2732037.0,73175841.0
600036.SH,2018-07-10 14:00:00,113.650871,113.572662,112.947021,113.338051,-0.234612,-0.206574,3934770.0,104910247.0
600036.SH,2018-07-10 14:30:00,113.611763,113.259842,113.14254,113.494461,0.15641,0.138003,2493050.0,66433980.0
600036.SH,2018-07-10 15:00:00,114.198303,113.494461,113.45536,113.885483,0.391022,0.344529,4128692.0,110636297.0
600036.SH,2018-07-11 09:30:00,111.070099,111.070099,111.070099,111.070099,-0.719999,-2.686565,643328.0,16777994.0
600036.SH,2018-07-11 10:00:00,112.907921,111.070099,110.952789,112.86882,1.798721,1.619447,7696061.0,202585283.0
600036.SH,2018-07-11 10:30:00,113.298943,112.86882,112.555992,113.220741,0.351921,0.311797,3527878.0,93556121.0
600036.SH,2018-07-11 11:00:00,113.220741,113.220741,112.516899,112.634201,-0.58654,-0.51805,2200900.0,58414371.0
600036.SH,2018-07-11 11:30:00,112.86882,112.634201,112.164978,112.39959,-0.234612,-0.208295,2183715.0,57694669.0
600036.SH,2018-07-11 13:30:00,113.572662,112.39959,112.321381,113.45536,1.055771,0.939301,2755477.0,73238802.0
600036.SH,2018-07-11 14:00:00,113.807281,113.377151,112.947021,113.377151,-0.078209,-0.068934,3037153.0,81010484.0
600036.SH,2018-07-11 14:30:00,113.45536,113.416252,112.5951,113.064331,-0.31282,-0.275911,3542621.0,94128394.0
600036.SH,2018-07-11 15:00:00,113.377151,113.064331,112.907921,113.103439,0.039108,0.034589,6084125.0,161866260.0
600036.SH,2018-07-12 09:30:00,113.259842,113.259842,113.259842,113.259842,-0.800001,-3.007523,277000.0,7146600.0
600036.SH,2018-07-12 10:00:00,114.432922,113.142548,112.12587,113.924591,0.664749,0.586924,7692294.0,199402680.0
600036.SH,2018-07-12 10:30:00,115.371384,113.924591,113.768188,114.745743,0.821152,0.720785,9021139.0,235581230.0
600036.SH,2018-07-12 11:00:00,115.019455,114.745743,114.393814,114.823959,0.078217,0.068165,2743251.0,71779495.0
600036.SH,2018-07-12 11:30:00,115.214966,114.823959,114.628433,115.214966,0.391006,0.340527,2836217.0,74414220.0
600036.SH,2018-07-12 13:30:00,115.801514,115.214966,114.706635,114.823959,-0.391006,-0.339371,4917396.0,129463618.0
600036.SH,2018-07-12 14:00:00,115.019455,114.823959,114.198318,114.432922,-0.391037,-0.340553,6806217.0,177889321.0
600036.SH,2018-07-12 14:30:00,114.902145,114.432922,114.237411,114.706635,0.273712,0.23919,6408720.0,167494074.0
600036.SH,2018-07-12 15:00:00,114.784851,114.745743,113.84639,114.198318,-0.508316,-0.443144,6240418.0,162574544.0
600036.SH,2018-07-13 09:30:00,115.13678,115.13678,115.13678,115.13678,0.24,0.921658,226500.0,5952420.0
600036.SH,2018-07-13 10:00:00,115.175873,115.13678,114.041901,114.902145,-0.234634,-0.203788,6054588.0,158633831.0
600036.SH,2018-07-13 10:30:00,114.941254,114.941254,114.237411,114.354721,-0.547424,-0.476427,3101234.0,81063937.0
600036.SH,2018-07-13 11:00:00,114.589325,114.315613,114.080994,114.276505,-0.078217,-0.068398,2311201.0,60227800.0
600036.SH,2018-07-13 11:30:00,114.628433,114.237411,114.15921,114.628433,0.351929,0.307962,1849178.0,48256067.0
600036.SH,2018-07-13 13:30:00,114.784851,114.589325,114.432922,114.628433,0.0,0.0,2843200.0,74371339.0
600036.SH,2018-07-13 14:00:00,114.667542,114.628433,114.354721,114.472031,-0.156403,-0.136443,1529109.0,39940906.0
600036.SH,2018-07-13 14:30:00,114.628433,114.472031,114.393814,114.628433,0.156403,0.13663,1744203.0,45576466.0
600036.SH,2018-07-13 15:00:00,115.019455,114.628433,114.511139,114.941254,0.31282,0.2729,5046893.0,132299889.0
600036.SH,2018-07-16 09:30:00,114.706635,114.706635,114.706635,114.706635,-0.059999,-0.228744,49300.0,1290181.0
600036.SH,2018-07-16 10:00:00,116.309845,114.706635,114.120102,114.120102,-0.586533,-0.511333,8065979.0,212294948.0
600036.SH,2018-07-16 10:30:00,114.784851,114.120102,114.080994,114.15921,0.039108,0.034269,3331445.0,86952169.0
600036.SH,2018-07-16 11:00:00,114.198318,114.15921,113.455368,113.494461,-0.664749,-0.5823,5685900.0,147505596.0
600036.SH,2018-07-16 11:30:00,113.768188,113.494461,113.338043,113.611771,0.11731,0.103361,4737828.0,122580193.0
600036.SH,2018-07-16 13:30:00,113.807281,113.611771,112.86882,113.025223,-0.586548,-0.516274,2866663.0,73948805.0
600036.SH,2018-07-16 14:00:00,113.025223,113.025223,112.477798,112.556,-0.469223,-0.415149,4802875.0,123221638.0
600036.SH,2018-07-16 14:30:00,112.790619,112.556,112.477798,112.634201,0.078201,0.069478,2754700.0,70620092.0
600036.SH,2018-07-16 15:00:00,112.86882,112.634201,112.516907,112.751511,0.11731,0.104151,3637504.0,93292652.0
600036.SH,2018-07-17 09:30:00,112.086761,112.086761,112.086761,112.086761,-0.17,-0.662252,151900.0,3873450.0
600036.SH,2018-07-17 10:00:00,112.751511,112.43869,111.773941,111.773941,-0.31282,-0.279088,5005100.0,127781907.0
600036.SH,2018-07-17 10:30:00,111.813049,111.813049,111.226517,111.226517,-0.547424,-0.48976,5343972.0,135396096.0
600036.SH,2018-07-17 11:00:00,111.617538,111.226517,110.913696,111.382919,0.156403,0.140616,3781100.0,95609027.0
600036.SH,2018-07-17 11:30:00,111.461121,111.422028,110.835495,110.952789,-0.43013,-0.386172,3743400.0,94462594.0
600036.SH,2018-07-17 13:30:00,111.304718,111.030991,110.71817,111.030991,0.078201,0.070482,3250344.0,81938954.0
600036.SH,2018-07-17 14:00:00,111.265625,111.030991,110.835495,111.070099,0.039108,0.035223,1831510.0,46201296.0
600036.SH,2018-07-17 14:30:00,111.461121,111.030991,110.522675,111.382919,0.31282,0.281642,3592608.0,90478597.0
600036.SH,2018-07-17 15:00:00,111.617538,111.461121,111.030991,111.578445,0.195526,0.175544,2236967.0,56660115.0
600036.SH,2018-07-18 09:30:00,112.360489,112.360489,112.360489,112.360489,0.199999,0.788328,160500.0,4103985.0
600036.SH,2018-07-18 10:00:00,113.768188,112.321381,112.047668,112.829727,0.469238,0.417619,8683343.0,223397243.0
600036.SH,2018-07-18 10:30:00,112.86882,112.712402,112.204086,112.86882,0.039093,0.034648,3323935.0,85180848.0
600036.SH,2018-07-18 11:00:00,113.220749,112.790619,112.516907,112.947021,0.078201,0.069285,3390017.0,87147959.0
600036.SH,2018-07-18 11:30:00,113.142548,112.907913,112.477798,113.103439,0.156418,0.138488,2419537.0,62139538.0
600036.SH,2018-07-18 13:30:00,113.142548,113.103439,112.282272,112.477798,-0.625641,-0.553158,2501036.0,64208488.0
600036.SH,2018-07-18 14:00:00,112.556,112.477798,111.226517,111.422028,-1.055771,-0.938648,4975201.0,126446280.0
600036.SH,2018-07-18 14:30:00,111.734848,111.422028,110.952789,110.952789,-0.469238,-0.421136,4428105.0,111990181.0
600036.SH,2018-07-18 15:00:00,111.617538,111.109207,110.952789,111.265625,0.312836,0.281954,3353851.0,84850698.0
600036.SH,2018-07-19 09:30:00,112.399582,112.399582,112.399582,112.399582,0.289999,1.146694,315900.0,8080722.0
600036.SH,2018-07-19 10:00:00,113.41626,112.243179,112.086761,113.220749,0.821167,0.730578,11846172.0,304289783.0
600036.SH,2018-07-19 10:30:00,113.41626,113.220749,112.829727,113.064331,-0.156418,-0.138153,6806940.0,175303453.0
600036.SH,2018-07-19 11:00:00,113.611771,113.064331,112.98613,113.259842,0.195511,0.17292,5922629.0,152943179.0
600036.SH,2018-07-19 11:30:00,113.41626,113.259842,112.86882,112.947021,-0.31282,-0.276197,3584703.0,92327075.0
600036.SH,2018-07-19 13:30:00,113.064331,112.907913,112.673309,112.86882,-0.078201,-0.069237,2777006.0,71368364.0
600036.SH,2018-07-19 14:00:00,112.86882,112.86882,112.634201,112.634201,-0.234619,-0.207869,3046650.0,78264823.0
600036.SH,2018-07-19 14:30:00,112.673309,112.634201,112.086761,112.595093,-0.039108,-0.034721,1946568.0,49810844.0
600036.SH,2018-07-19 15:00:00,112.673309,112.556,112.282272,112.556,-0.039093,-0.03472,3282102.0,84001028.0
600036.SH,2018-07-20 09:30:00,112.556,112.556,112.556,112.556,0.0,0.0,59500.0,1524390.0
600036.SH,2018-07-20 10:00:00,113.142548,112.477798,111.773941,112.047668,-0.508331,-0.451625,4025205.0,102735060.0
600036.SH,2018-07-20 10:30:00,112.556,112.086761,111.969452,112.477798,0.43013,0.383881,2225595.0,56856704.0
600036.SH,2018-07-20 11:00:00,113.611771,112.477798,112.477798,112.86882,0.391022,0.347643,3352594.0,86363338.0
600036.SH,2018-07-20 11:30:00,112.98613,112.947021,112.43869,112.829727,-0.039093,-0.034636,2438014.0,62584034.0
600036.SH,2018-07-20 13:30:00,117.326508,112.829727,112.712402,117.013687,4.18396,3.708207,18636022.0,490089369.0
600036.SH,2018-07-20 14:00:00,118.382294,117.013687,116.427155,117.834839,0.821152,0.701757,33977953.0,913188674.0
600036.SH,2018-07-20 14:30:00,119.672668,117.873947,117.717545,118.7733,0.938461,0.796421,21378515.0,581588921.0
600036.SH,2018-07-20 15:00:00,119.555359,118.851517,118.343185,119.438049,0.664749,0.559679,14995833.0,409444116.0
600036.SH,2018-07-23 09:30:00,119.477158,119.477158,119.477158,119.477158,0.01,0.036524,2042400.0,55941336.0
600036.SH,2018-07-23 10:00:00,120.024597,119.516251,118.147659,118.734207,-0.74295,-0.621835,26443835.0,722708943.0
600036.SH,2018-07-23 10:30:00,118.89061,118.7733,118.030365,118.812408,0.078201,0.065862,8579485.0,232753170.0
600036.SH,2018-07-23 11:00:00,120.376526,118.812408,118.812408,119.946381,1.133972,0.954422,14571976.0,400591575.0
600036.SH,2018-07-23 11:30:00,121.119461,119.907288,119.438049,121.080353,1.133972,0.945399,6832456.0,188534093.0
600036.SH,2018-07-23 13:30:00,122.057922,121.197662,120.963058,121.666901,0.586548,0.484429,13360782.0,373226251.0
600036.SH,2018-07-23 14:00:00,122.409851,121.627808,121.432281,121.940613,0.273712,0.224968,7817191.0,219018751.0
600036.SH,2018-07-23 14:30:00,122.292542,121.940613,121.432281,122.175232,0.234619,0.192404,5086889.0,142597186.0
600036.SH,2018-07-23 15:00:00,122.292542,122.253433,121.275879,121.314987,-0.860245,-0.704107,7675870.0,214734733.0
600036.SH,2018-07-24 09:30:00,121.314987,121.314987,121.314987,121.314987,0.0,0.0,258100.0,7190666.0
600036.SH,2018-07-24 10:00:00,124.052155,121.862411,121.862411,122.33165,1.016663,0.838035,18598840.0,526517941.0
600036.SH,2018-07-24 10:30:00,122.879074,122.292542,121.47139,122.292542,-0.039108,-0.031969,11954460.0,335478205.0
600036.SH,2018-07-24 11:00:00,122.33165,122.292542,121.080353,121.78421,-0.508331,-0.415668,8086242.0,225625827.0
600036.SH,2018-07-24 11:30:00,122.488052,121.823303,121.393173,122.097031,0.31282,0.256865,4797871.0,134394997.0
600036.SH,2018-07-24 13:30:00,122.33165,122.097031,121.158569,121.236771,-0.86026,-0.704571,4812713.0,134640910.0
600036.SH,2018-07-24 14:00:00,121.314987,121.275879,120.181,120.728439,-0.508331,-0.419288,8433195.0,233727954.0
600036.SH,2018-07-24 14:30:00,121.119461,120.728439,120.454712,120.884842,0.156403,0.129549,6080891.0,168527984.0
600036.SH,2018-07-24 15:00:00,121.314987,120.884842,120.767532,120.884842,0.0,0.0,6431580.0,178623862.0
600036.SH,2018-07-25 09:30:00,122.64447,122.64447,122.64447,122.64447,0.450001,1.621624,855230.0,24117486.0
600036.SH,2018-07-25 10:00:00,122.996399,122.761765,121.432281,122.175232,-0.469238,-0.3826,13930367.0,391923551.0
600036.SH,2018-07-25 10:30:00,122.175232,122.175232,121.627808,121.78421,-0.391022,-0.32005,3129883.0,87596104.0
600036.SH,2018-07-25 11:00:00,122.409851,121.78421,121.666901,122.21434,0.43013,0.35319,2543458.0,71335330.0
600036.SH,2018-07-25 11:30:00,123.543823,122.253433,122.21434,122.839981,0.625641,0.511921,8691986.0,245894535.0
600036.SH,2018-07-25 13:30:00,123.62204,123.035492,122.800873,122.839981,0.0,0.0,4210131.0,119335947.0
600036.SH,2018-07-25 14:00:00,123.270111,122.879074,122.370743,122.605362,-0.234619,-0.190996,3623700.0,102392925.0
600036.SH,2018-07-25 14:30:00,122.957291,122.605362,122.527161,122.839981,0.234619,0.191361,2797100.0,78965445.0
