time_stamp,open,high,low,close,vol
2020-09-01 04:15:00,23.2397,23.2593,23.1651,23.1926,12606.09
2020-09-01 04:30:00,23.1921,23.27,23.1743,23.2525,10925.52
2020-09-01 04:45:00,23.2535,23.2776,23.2178,23.2391,11084.65
2020-09-01 05:00:00,23.2421,23.2776,23.2073,23.245,12354.61
2020-09-01 05:15:00,23.243,23.25,23.1446,23.155,17813.48
2020-09-01 05:30:00,23.1553,23.2419,23.1553,23.1857,12216.83
2020-09-01 05:45:00,23.1857,23.219,23.0001,23.1855,78764.62
2020-09-01 06:00:00,23.1855,23.2438,23.1198,23.2,42842.05
2020-09-01 06:15:00,23.1995,23.3791,23.1995,23.356,40159.7
2020-09-01 06:30:00,23.3558,23.3918,23.3071,23.3588,36325.92
2020-09-01 06:45:00,23.3553,23.4388,23.3492,23.3912,38689.76
2020-09-01 07:00:00,23.3937,23.4211,23.2775,23.3279,52044.82
2020-09-01 07:15:00,23.3279,23.3497,23.201,23.34,33061.99
2020-09-01 07:30:00,23.3398,23.4189,23.3391,23.4017,19324.9
2020-09-01 07:45:00,23.4012,23.4334,23.3277,23.3278,28539.23
2020-09-01 08:00:00,23.331,23.4075,23.3253,23.3284,15930.29
2020-09-01 08:15:00,23.3279,23.4177,23.3046,23.4005,15715.89
2020-09-01 08:30:00,23.4083,23.45,23.381,23.4126,28734.68
2020-09-01 08:45:00,23.4123,23.4378,23.3333,23.3713,26593.24
2020-09-01 09:00:00,23.3758,23.3939,23.2838,23.3083,23145.55
2020-09-01 09:15:00,23.3084,23.3298,23.2671,23.2823,17444.61
2020-09-01 09:30:00,23.2837,23.4,23.2687,23.3284,32920.05
2020-09-01 09:45:00,23.3284,23.777,23.3052,23.6437,133087.21
2020-09-01 10:00:00,23.6398,23.7064,23.6,23.6323,38523.93
2020-09-01 10:15:00,23.6346,23.729,23.6055,23.6393,37836.64
2020-09-01 10:30:00,23.6394,23.6745,23.5637,23.61,20856.27
2020-09-01 10:45:00,23.61,23.6261,23.5428,23.556,18251.96
2020-09-01 11:00:00,23.5621,23.5719,23.3801,23.3906,40356.23
2020-09-01 11:15:00,23.3972,23.4081,23.3161,23.3959,40720.65
2020-09-01 11:30:00,23.3957,23.4974,23.3,23.3175,54619.98
2020-09-01 11:45:00,23.3171,23.61,22.95,23.0576,222050.82
2020-09-01 12:00:00,23.0646,23.0671,22.9301,23.0231,94795.96
2020-09-01 12:15:00,23.0232,23.07,22.901,23.0559,77380.64
2020-09-01 12:30:00,23.0546,23.1329,23.0378,23.1312,47168.8
2020-09-01 12:45:00,23.1301,23.1519,23.0555,23.0792,31070.63
2020-09-01 13:00:00,23.0791,23.366,23.0326,23.1387,89375.24
2020-09-01 13:15:00,23.1384,23.2776,23.1151,23.2681,37987.36
2020-09-01 13:30:00,23.2688,23.296,23.18,23.1861,34504.18
2020-09-01 13:45:00,23.1862,23.4121,23.1862,23.4051,76617.21
2020-09-01 14:00:00,23.4051,23.4189,23.2041,23.3656,96538.03
2020-09-01 14:15:00,23.361,23.4,23.3426,23.3803,28235.92
2020-09-01 14:30:00,23.3804,23.548,23.3454,23.4507,61750.09
2020-09-01 14:45:00,23.4484,23.7193,23.4411,23.7146,86872.42
2020-09-01 15:00:00,23.7106,23.765,23.5812,23.6857,82143.44
2020-09-01 15:15:00,23.6857,23.695,23.5383,23.5872,60137.35
2020-09-01 15:30:00,23.5872,23.6652,23.55,23.651,32848.78
2020-09-01 15:45:00,23.65,23.6583,23.5111,23.5283,60400.04
2020-09-01 16:00:00,23.5332,23.6288,23.4201,23.5509,65309.89
2020-09-01 16:15:00,23.5507,23.6,23.4325,23.5064,59554.73
2020-09-01 16:30:00,23.5064,23.7157,23.5021,23.6504,48057.39
2020-09-01 16:45:00,23.6498,23.6892,23.5949,23.6553,26993.54
2020-09-01 17:00:00,23.6539,23.7134,23.6035,23.7118,37204.52
2020-09-01 17:15:00,23.7073,23.7465,23.65,23.7401,16337.15
2020-09-01 17:30:00,23.739,23.749,23.58,23.5997,19077.37
2020-09-01 17:45:00,23.6059,23.6696,23.5547,23.5711,16416.94
2020-09-01 18:00:00,23.5711,23.6938,23.5671,23.6521,17383.34
2020-09-01 18:15:00,23.6509,23.7,23.56,23.6966,18911.74
2020-09-01 18:30:00,23.6964,23.7847,23.686,23.772,32917.74
2020-09-01 18:45:00,23.7681,24.0,23.7643,24.0,122378.78
2020-09-01 19:00:00,24.0,24.1773,23.9331,24.1102,82765.01
2020-09-01 19:15:00,24.1058,24.42,24.1057,24.4097,101516.66
2020-09-01 19:30:00,24.4097,24.9898,24.3813,24.8846,159862.65
2020-09-01 19:45:00,24.9249,24.9249,24.6595,24.85,78133.58
2020-09-01 20:00:00,24.85,25.24,24.85,25.2119,160593.03
2020-09-01 20:15:00,25.2119,25.41,25.143,25.1919,93771.95
2020-09-01 20:30:00,25.1912,25.2026,24.9412,25.0442,58386.58
2020-09-01 20:45:00,25.0484,25.049,24.6748,24.7311,89927.96
2020-09-01 21:00:00,24.7308,24.9081,24.6378,24.8949,38752.87
2020-09-01 21:15:00,24.8991,24.942,24.7754,24.9416,29861.54
2020-09-01 21:30:00,24.9416,25.0799,24.9188,25.0088,32671.9
2020-09-01 21:45:00,25.0088,25.0272,24.8461,24.8631,24045.73
2020-09-01 22:00:00,24.8631,25.2737,24.8536,25.1393,32406.63
2020-09-01 22:15:00,25.1462,25.1733,24.9364,25.0257,38142.81
2020-09-01 22:30:00,25.0266,25.0449,24.8444,24.8487,27089.42
2020-09-01 22:45:00,24.8479,25.0,24.8003,24.9423,54741.18
2020-09-01 23:00:00,24.9403,25.04,24.8673,24.9326,20297.81
2020-09-01 23:15:00,24.9342,25.1198,24.934,25.1007,28119.61
2020-09-01 23:30:00,25.1073,25.1307,24.8672,24.8672,100305.92
2020-09-01 23:45:00,24.8672,24.9064,24.5,24.7028,57889.58
2020-09-02 00:00:00,24.7101,24.9642,24.7017,24.8341,68204.22
2020-09-02 00:15:00,24.8239,25.3167,24.8022,25.2703,86557.86
2020-09-02 00:30:00,25.2703,25.2729,24.9903,25.0671,106250.02
2020-09-02 00:45:00,25.0743,25.1254,24.8818,25.0617,87551.47
2020-09-02 01:00:00,25.0708,25.28,24.9444,25.1901,127519.55
2020-09-02 01:15:00,25.19,25.4799,25.1333,25.3832,142257.63
2020-09-02 01:30:00,25.3811,25.5406,25.2292,25.4606,74665.46
2020-09-02 01:45:00,25.4599,25.4643,25.1516,25.4534,97865.46
2020-09-02 02:00:00,25.4534,25.55,25.2326,25.548,124113.04
2020-09-02 02:15:00,25.5497,25.5599,25.1472,25.179,105693.47
2020-09-02 02:30:00,25.179,25.2928,25.0712,25.1279,55030.0
2020-09-02 02:45:00,25.1328,25.2955,25.0118,25.0879,85362.44
2020-09-02 03:00:00,25.086,25.1056,25.017,25.0571,29237.45
2020-09-02 03:15:00,25.0607,25.1926,24.9867,25.1926,33516.57
2020-09-02 03:30:00,25.1929,25.2145,25.0024,25.044,30948.17
2020-09-02 03:45:00,25.0465,25.2484,25.0132,25.1574,28925.61
2020-09-02 04:00:00,25.1575,25.3276,25.1375,25.1822,47581.46
2020-09-02 04:15:00,25.1807,25.2038,25.126,25.1378,37417.26
2020-09-02 04:30:00,25.1378,25.4043,25.1024,25.4043,53925.21
2020-09-02 04:45:00,25.3983,25.4049,25.18,25.2632,28357.01
2020-09-02 05:00:00,25.2669,25.3851,25.1932,25.3851,25914.62
2020-09-02 05:15:00,25.3812,25.3828,25.2475,25.3039,24646.04
2020-09-02 05:30:00,25.2996,25.3392,25.2147,25.2368,29493.72
2020-09-02 05:45:00,25.2313,25.2474,25.0517,25.0929,27002.37
2020-09-02 06:00:00,25.0896,25.1492,24.8368,24.9951,48864.6
2020-09-02 06:15:00,24.9951,25.1001,24.9122,25.0893,51253.63
2020-09-02 06:30:00,25.0895,25.1006,24.9743,25.09,47234.46
2020-09-02 06:45:00,25.0906,25.1336,25.0241,25.1181,38850.55
2020-09-02 07:00:00,25.1178,25.1847,24.9283,24.95,48171.77
2020-09-02 07:15:00,24.9493,25.2675,24.8428,25.2418,77062.3
2020-09-02 07:30:00,25.244,25.28,25.0382,25.1914,34619.83
2020-09-02 07:45:00,25.1896,25.242,24.9729,24.9729,38878.2
2020-09-02 08:00:00,24.976,25.0421,24.7671,25.042,51935.32
2020-09-02 08:15:00,25.0333,25.1519,24.943,25.1324,46023.87
