unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount
1.60082E+12,2020/9/23 1:00,EOS/USDT,2.5738,2.5783,2.5727,2.5757,137336.21,353681.7521,657
1.60083E+12,2020/9/23 2:00,EOS/USDT,2.5749,2.5785,2.5679,2.5712,177865.15,457590.204,689
1.60083E+12,2020/9/23 3:00,EOS/USDT,2.5712,2.5716,2.5602,2.5611,130044.78,333565.0688,741
1.60083E+12,2020/9/23 4:00,EOS/USDT,2.561,2.563,2.5504,2.5535,183104.54,467993.426,996
1.60084E+12,2020/9/23 5:00,EOS/USDT,2.5534,2.5593,2.5469,2.5567,122748.93,313567.4625,723
1.60084E+12,2020/9/23 6:00,EOS/USDT,2.5564,2.557,2.5298,2.5401,451039.05,1146862.903,2486
1.60084E+12,2020/9/23 7:00,EOS/USDT,2.5399,2.5433,2.5216,2.5395,358490.66,908401.5374,2018
1.60085E+12,2020/9/23 8:00,EOS/USDT,2.5392,2.551,2.5344,2.5486,351319.83,894404.371,1178
1.60085E+12,2020/9/23 9:00,EOS/USDT,2.5482,2.5614,2.5471,2.5595,208797.77,533415.6683,1143
1.60086E+12,2020/9/23 10:00,EOS/USDT,2.5594,2.5595,2.5521,2.5575,103681.81,264973.7321,668
1.60086E+12,2020/9/23 11:00,EOS/USDT,2.5575,2.5629,2.5541,2.5545,129716.08,331946.4477,787
1.60086E+12,2020/9/23 12:00,EOS/USDT,2.5547,2.5692,2.5515,2.5634,243665.72,624163.9531,1298
1.60087E+12,2020/9/23 13:00,EOS/USDT,2.5637,2.5743,2.5622,2.5642,255594.85,656510.3813,1427
1.60087E+12,2020/9/23 14:00,EOS/USDT,2.564,2.5646,2.5474,2.5493,209520.28,535190.0142,1239
1.60087E+12,2020/9/23 15:00,EOS/USDT,2.5485,2.553,2.541,2.5436,140821.31,358679.0182,1085
1.60088E+12,2020/9/23 16:00,EOS/USDT,2.5439,2.5525,2.5408,2.5489,144204.47,367406.1067,685
1.60088E+12,2020/9/23 17:00,EOS/USDT,2.5484,2.5539,2.5429,2.5431,88996.23,226774.1533,581
1.60088E+12,2020/9/23 18:00,EOS/USDT,2.543,2.5439,2.5285,2.5311,168610.21,427327.9078,1236
1.60089E+12,2020/9/23 19:00,EOS/USDT,2.531,2.5338,2.474,2.4915,1048459.37,2620184.423,6867
1.60089E+12,2020/9/23 20:00,EOS/USDT,2.4917,2.496,2.3907,2.4243,1529008.24,3726088.261,9557
1.60089E+12,2020/9/23 21:00,EOS/USDT,2.4249,2.4432,2.4173,2.4367,434325.79,1055157.261,2878
1.6009E+12,2020/9/23 22:00,EOS/USDT,2.4365,2.4492,2.4254,2.4449,454307.14,1107041.365,3195
1.6009E+12,2020/9/23 23:00,EOS/USDT,2.4449,2.4468,2.4301,2.4423,336152.34,819783.1893,2264
1.60091E+12,2020/9/24 0:00,EOS/USDT,2.4423,2.4559,2.4239,2.4505,496066.36,1212241.247,3286
1.60091E+12,2020/9/24 1:00,EOS/USDT,2.4519,2.4634,2.4462,2.4547,418121.48,1027216.423,2108
1.60091E+12,2020/9/24 2:00,EOS/USDT,2.4549,2.4659,2.449,2.4566,280656.14,689569.566,1555
1.60092E+12,2020/9/24 3:00,EOS/USDT,2.4568,2.4651,2.4563,2.4571,241248.95,593585.7349,1247
1.60092E+12,2020/9/24 4:00,EOS/USDT,2.4573,2.4632,2.4488,2.4502,314621.34,772345.1986,1872
1.60092E+12,2020/9/24 5:00,EOS/USDT,2.45,2.4566,2.4466,2.4494,283179.72,694224.0041,1960
1.60093E+12,2020/9/24 6:00,EOS/USDT,2.4494,2.4612,2.4486,2.4486,146665.82,360091.6475,1241
1.60093E+12,2020/9/24 7:00,EOS/USDT,2.4488,2.4674,2.4488,2.4622,277493.81,682109.2753,1667
1.60093E+12,2020/9/24 8:00,EOS/USDT,2.463,2.467,2.4482,2.4511,216934.12,532726.8827,1330
1.60094E+12,2020/9/24 9:00,EOS/USDT,2.4505,2.459,2.4434,2.4557,252897.08,619410.6969,1320
1.60094E+12,2020/9/24 10:00,EOS/USDT,2.456,2.485,2.452,2.4795,435886.25,1075199.967,2371
1.60095E+12,2020/9/24 11:00,EOS/USDT,2.4788,2.5105,2.4788,2.4933,763488.85,1904246.507,4474
1.60095E+12,2020/9/24 12:00,EOS/USDT,2.4934,2.5,2.4748,2.4786,325434.94,809673.2864,1916
1.60095E+12,2020/9/24 13:00,EOS/USDT,2.4785,2.4844,2.4686,2.4814,235090.4,582425.2439,1665
1.60096E+12,2020/9/24 14:00,EOS/USDT,2.4813,2.4983,2.4813,2.4969,335672.92,835971.2692,2607
1.60096E+12,2020/9/24 15:00,EOS/USDT,2.497,2.5291,2.4911,2.5254,513484.73,1291164.612,3519
1.60096E+12,2020/9/24 16:00,EOS/USDT,2.5254,2.5612,2.5138,2.5227,948919.34,2403561.816,5506
1.60097E+12,2020/9/24 17:00,EOS/USDT,2.5228,2.5308,2.5148,2.5217,277951.77,701181.5133,1766
1.60097E+12,2020/9/24 18:00,EOS/USDT,2.5217,2.5353,2.5206,2.5228,214489.88,541611.0631,1430
1.60097E+12,2020/9/24 19:00,EOS/USDT,2.5223,2.529,2.5147,2.5254,281581,710354.8033,1754
1.60098E+12,2020/9/24 20:00,EOS/USDT,2.5241,2.5329,2.5159,2.5263,333758.85,842366.1721,2189
1.60098E+12,2020/9/24 21:00,EOS/USDT,2.5264,2.535,2.5193,2.5243,158840.95,401099.1061,1165
1.60098E+12,2020/9/24 22:00,EOS/USDT,2.5236,2.5446,2.5227,2.5427,456568.26,1156684.474,2872
1.60099E+12,2020/9/24 23:00,EOS/USDT,2.5426,2.5448,2.5305,2.5337,183125.96,464183.9588,998
1.60099E+12,2020/9/25 0:00,EOS/USDT,2.5344,2.5437,2.5261,2.5282,213473.57,541007.0904,1222
1.601E+12,2020/9/25 1:00,EOS/USDT,2.5286,2.5343,2.5261,2.5284,201425.72,509673.8022,1093
1.601E+12,2020/9/25 2:00,EOS/USDT,2.5283,2.5309,2.5253,2.5275,180820.39,457252.084,1029
1.601E+12,2020/9/25 3:00,EOS/USDT,2.5276,2.5316,2.5167,2.5177,213878.09,540328.3327,1148
1.60101E+12,2020/9/25 4:00,EOS/USDT,2.5185,2.5206,2.5139,2.5139,175451.51,441758.0595,1019
1.60101E+12,2020/9/25 5:00,EOS/USDT,2.5138,2.5138,2.4931,2.4965,361817.89,906816.2493,2024
1.60101E+12,2020/9/25 6:00,EOS/USDT,2.4965,2.5154,2.4956,2.5133,278908.99,698537.8586,1732
1.60102E+12,2020/9/25 7:00,EOS/USDT,2.514,2.514,2.4879,2.4918,736505.67,1841728.606,4160
1.60102E+12,2020/9/25 8:00,EOS/USDT,2.4921,2.4926,2.4629,2.4687,947283.08,2346889.81,5055
1.60102E+12,2020/9/25 9:00,EOS/USDT,2.4683,2.4813,2.4672,2.4738,274856.34,680150.169,1675
1.60103E+12,2020/9/25 10:00,EOS/USDT,2.4744,2.4877,2.4715,2.4857,253688.56,629440.617,1300
1.60103E+12,2020/9/25 11:00,EOS/USDT,2.486,2.5256,2.4799,2.5154,579786.74,1453181.501,3392
1.60104E+12,2020/9/25 12:00,EOS/USDT,2.5146,2.5417,2.5121,2.5205,734060.68,1855854.843,3536
1.60104E+12,2020/9/25 13:00,EOS/USDT,2.5202,2.5302,2.51,2.5169,327405.15,825297.1422,1907
1.60104E+12,2020/9/25 14:00,EOS/USDT,2.5166,2.5284,2.4969,2.5249,525182.84,1320705.646,2962
1.60105E+12,2020/9/25 15:00,EOS/USDT,2.526,2.549,2.526,2.5456,755483.96,1919567.114,3821
1.60105E+12,2020/9/25 16:00,EOS/USDT,2.5462,2.5544,2.527,2.533,387858.27,983788.0865,2456
1.60105E+12,2020/9/25 17:00,EOS/USDT,2.5333,2.5508,2.5299,2.5444,306850.64,779782.5975,1822
1.60106E+12,2020/9/25 18:00,EOS/USDT,2.5444,2.5541,2.5429,2.5501,441160.78,1124286.097,2426
1.60106E+12,2020/9/25 19:00,EOS/USDT,2.5499,2.5537,2.5349,2.546,334570.93,850707.14,1858
1.60106E+12,2020/9/25 20:00,EOS/USDT,2.5462,2.558,2.5411,2.5436,413199.81,1053689.524,2074
1.60107E+12,2020/9/25 21:00,EOS/USDT,2.5442,2.5568,2.5417,2.5565,115566.57,294878.3607,827
1.60107E+12,2020/9/25 22:00,EOS/USDT,2.5565,2.5635,2.5341,2.5386,278069.82,709034.5211,1685
1.60107E+12,2020/9/25 23:00,EOS/USDT,2.5397,2.5486,2.5362,2.5445,132511.92,336904.6779,869
1.60108E+12,2020/9/26 0:00,EOS/USDT,2.544,2.5736,2.5423,2.548,403071.31,1031948.685,2609
1.60108E+12,2020/9/26 1:00,EOS/USDT,2.5481,2.5615,2.5392,2.5559,181762.32,463907.7511,1082
1.60109E+12,2020/9/26 2:00,EOS/USDT,2.5563,2.57,2.5541,2.5637,209630.06,537004.868,1273
1.60109E+12,2020/9/26 3:00,EOS/USDT,2.5635,2.5691,2.5552,2.5574,142380.23,364868.3146,991
1.60109E+12,2020/9/26 4:00,EOS/USDT,2.558,2.56,2.548,2.5587,136593.74,348820.6509,872
1.6011E+12,2020/9/26 5:00,EOS/USDT,2.5595,2.5787,2.5518,2.5539,405978.69,1040327.073,2345
1.6011E+12,2020/9/26 6:00,EOS/USDT,2.5532,2.5664,2.5512,2.5577,208433.13,533584.2443,1232
1.6011E+12,2020/9/26 7:00,EOS/USDT,2.5575,2.559,2.5357,2.5387,373829.15,951854.0148,2179
1.60111E+12,2020/9/26 8:00,EOS/USDT,2.5389,2.5472,2.5355,2.5399,160928.99,408775.5217,849
1.60111E+12,2020/9/26 9:00,EOS/USDT,2.5396,2.548,2.5355,2.5446,220420.12,560515.167,1214
1.60111E+12,2020/9/26 10:00,EOS/USDT,2.5446,2.5476,2.5313,2.5438,290580.99,738405.6041,1467
1.60112E+12,2020/9/26 11:00,EOS/USDT,2.5438,2.548,2.539,2.5465,144233.59,366970.1111,789
1.60112E+12,2020/9/26 12:00,EOS/USDT,2.5463,2.5463,2.5233,2.5304,338980.73,858135.2062,1785
1.60113E+12,2020/9/26 13:00,EOS/USDT,2.5304,2.5304,2.5115,2.5125,266132.09,671042.6915,1397
1.60113E+12,2020/9/26 14:00,EOS/USDT,2.513,2.5471,2.5051,2.5406,284242.6,719560.0463,1945
1.60113E+12,2020/9/26 15:00,EOS/USDT,2.5402,2.5518,2.5387,2.5439,232547.15,591746.5203,1285
1.60114E+12,2020/9/26 16:00,EOS/USDT,2.5443,2.6058,2.5358,2.5952,1032801.85,2662745.915,6309
1.60114E+12,2020/9/26 17:00,EOS/USDT,2.5953,2.5975,2.583,2.5869,210143.04,544054.2619,1452
1.60114E+12,2020/9/26 18:00,EOS/USDT,2.5869,2.5937,2.5689,2.5727,218244.47,562692.4316,1368
1.60115E+12,2020/9/26 19:00,EOS/USDT,2.5732,2.5739,2.5638,2.5681,111446.9,286257.5653,798
1.60115E+12,2020/9/26 20:00,EOS/USDT,2.5682,2.573,2.5643,2.5706,114183.33,293406.271,861
1.60115E+12,2020/9/26 21:00,EOS/USDT,2.5711,2.5806,2.5625,2.5625,151367.89,389592.1598,1076
1.60116E+12,2020/9/26 22:00,EOS/USDT,2.5631,2.5753,2.5563,2.5677,120795.77,309945.4809,868
1.60116E+12,2020/9/26 23:00,EOS/USDT,2.5676,2.5754,2.5646,2.5655,146238.42,375857.5658,762
1.60116E+12,2020/9/27 0:00,EOS/USDT,2.5655,2.5917,2.5643,2.5828,320377.66,825898.4385,2082
1.60117E+12,2020/9/27 1:00,EOS/USDT,2.5828,2.5928,2.5804,2.5832,355682.5,919643.3397,1680
1.60117E+12,2020/9/27 2:00,EOS/USDT,2.5833,2.5892,2.5787,2.5889,164392.96,424818.6516,1148
1.60118E+12,2020/9/27 3:00,EOS/USDT,2.5885,2.5952,2.585,2.589,265763.26,688398.089,1593
1.60118E+12,2020/9/27 4:00,EOS/USDT,2.5891,2.5915,2.5814,2.5848,134138.38,346971.2703,803
1.60118E+12,2020/9/27 5:00,EOS/USDT,2.585,2.5914,2.5822,2.5831,200880.38,519271.7892,1114
1.60119E+12,2020/9/27 6:00,EOS/USDT,2.5832,2.5843,2.5398,2.5482,632025.85,1617531.011,4083
1.60119E+12,2020/9/27 7:00,EOS/USDT,2.5481,2.5571,2.5466,2.5537,240652.65,614336.752,1568
1.60119E+12,2020/9/27 8:00,EOS/USDT,2.5532,2.5555,2.5316,2.5505,438716.65,1116012.241,2619
1.6012E+12,2020/9/27 9:00,EOS/USDT,2.5501,2.5508,2.5372,2.5377,147386.08,375147.8599,950
1.6012E+12,2020/9/27 10:00,EOS/USDT,2.5386,2.5612,2.5316,2.5548,326241.56,832435.1263,2057
1.6012E+12,2020/9/27 11:00,EOS/USDT,2.5543,2.5577,2.5408,2.5421,137649.01,350666.4964,924
1.60121E+12,2020/9/27 12:00,EOS/USDT,2.5425,2.549,2.5264,2.5445,183035.2,464705.2924,1447
1.60121E+12,2020/9/27 13:00,EOS/USDT,2.5444,2.5545,2.5436,2.5491,151690.67,386558.3039,841
1.60122E+12,2020/9/27 14:00,EOS/USDT,2.5487,2.5542,2.5427,2.5484,142527.64,362994.3886,883
1.60122E+12,2020/9/27 15:00,EOS/USDT,2.5481,2.5925,2.5375,2.5862,757697.86,1946292.047,4408
1.60122E+12,2020/9/27 16:00,EOS/USDT,2.5862,2.6011,2.5697,2.5734,778013.95,2010096.492,4127
1.60123E+12,2020/9/27 17:00,EOS/USDT,2.5732,2.5774,2.5686,2.5748,124340.01,319892.039,819
1.60123E+12,2020/9/27 18:00,EOS/USDT,2.5747,2.5797,2.5672,2.5702,131832.55,339483.0898,801
1.60123E+12,2020/9/27 19:00,EOS/USDT,2.5695,2.5799,2.5681,2.5752,77515.23,199516.4216,447
1.60124E+12,2020/9/27 20:00,EOS/USDT,2.5749,2.5761,2.5717,2.5736,49635.73,127757.4813,363
1.60124E+12,2020/9/27 21:00,EOS/USDT,2.5742,2.5787,2.5691,2.5725,47586,122417.9929,496
1.60124E+12,2020/9/27 22:00,EOS/USDT,2.573,2.586,2.573,2.5793,100692.47,259796.6401,606
1.60125E+12,2020/9/27 23:00,EOS/USDT,2.5798,2.5897,2.5737,2.5897,226882.72,585651.5895,1090
1.60125E+12,2020/9/28 0:00,EOS/USDT,2.5897,2.6014,2.5852,2.5907,794203.16,2061091.639,4500
1.60125E+12,2020/9/28 1:00,EOS/USDT,2.5912,2.6122,2.5882,2.6095,557496.25,1451492.119,3139
1.60126E+12,2020/9/28 2:00,EOS/USDT,2.6095,2.6109,2.6009,2.6026,395434.93,1030583.605,1963
1.60126E+12,2020/9/28 3:00,EOS/USDT,2.6019,2.6057,2.5927,2.5975,358582.62,931916.3167,1618
1.60127E+12,2020/9/28 4:00,EOS/USDT,2.5976,2.6043,2.5925,2.6006,209819.73,545641.1097,1087
1.60127E+12,2020/9/28 5:00,EOS/USDT,2.6003,2.6021,2.5863,2.589,385898.45,1001503.937,1928
1.60127E+12,2020/9/28 6:00,EOS/USDT,2.5885,2.5978,2.584,2.589,281850.99,729972.2219,1470
1.60128E+12,2020/9/28 7:00,EOS/USDT,2.5892,2.6062,2.577,2.5939,445999.61,1155408.572,2441
1.60128E+12,2020/9/28 8:00,EOS/USDT,2.5936,2.5988,2.5826,2.5873,340150.79,881506.3925,1851
1.60128E+12,2020/9/28 9:00,EOS/USDT,2.5873,2.5973,2.5819,2.5897,237766.02,615817.304,1161
1.60129E+12,2020/9/28 10:00,EOS/USDT,2.589,2.6009,2.5855,2.5988,225339.49,584860.7098,1083
1.60129E+12,2020/9/28 11:00,EOS/USDT,2.5988,2.6097,2.5907,2.6008,371725.98,966124.1888,1751
1.60129E+12,2020/9/28 12:00,EOS/USDT,2.6012,2.6333,2.595,2.6114,970396.47,2537537.999,4669
1.6013E+12,2020/9/28 13:00,EOS/USDT,2.6125,2.6208,2.6077,2.6097,383242.91,1001445.35,1800
1.6013E+12,2020/9/28 14:00,EOS/USDT,2.6097,2.617,2.6049,2.6054,223022.52,582402.3842,1084
1.60131E+12,2020/9/28 15:00,EOS/USDT,2.6052,2.6163,2.6015,2.6143,232093.01,605863.7707,1497
1.60131E+12,2020/9/28 16:00,EOS/USDT,2.6144,2.6295,2.6076,2.6178,583535.23,1528172.428,2647
1.60131E+12,2020/9/28 17:00,EOS/USDT,2.6174,2.6247,2.6084,2.6133,349227.94,913618.665,1568
1.60132E+12,2020/9/28 18:00,EOS/USDT,2.613,2.613,2.5945,2.5976,494592.63,1286195.432,2150
1.60132E+12,2020/9/28 19:00,EOS/USDT,2.5983,2.5989,2.5893,2.597,215350.77,558653.2942,1144
1.60132E+12,2020/9/28 20:00,EOS/USDT,2.5978,2.5997,2.5912,2.5961,191394.88,496899.8124,892
1.60133E+12,2020/9/28 21:00,EOS/USDT,2.5965,2.5989,2.5863,2.5983,115645.51,299777.7942,713
1.60133E+12,2020/9/28 22:00,EOS/USDT,2.598,2.6012,2.5936,2.5957,130620.98,339394.3504,650
1.60133E+12,2020/9/28 23:00,EOS/USDT,2.5967,2.5993,2.5503,2.5626,951029.98,2446428.424,5663
1.60134E+12,2020/9/29 0:00,EOS/USDT,2.5625,2.5751,2.5539,2.571,383584.54,983848.6599,2565
1.60134E+12,2020/9/29 1:00,EOS/USDT,2.5707,2.5761,2.5644,2.57,218270.03,561210.8044,1289
1.60134E+12,2020/9/29 2:00,EOS/USDT,2.5702,2.5831,2.5659,2.5697,380594.3,979960.9159,2095
1.60135E+12,2020/9/29 3:00,EOS/USDT,2.5704,2.5754,2.5681,2.5707,186912.81,480859.5325,1141
1.60135E+12,2020/9/29 4:00,EOS/USDT,2.5703,2.578,2.5662,2.5688,213484.51,549217.8024,1048
1.60136E+12,2020/9/29 5:00,EOS/USDT,2.5691,2.5707,2.5619,2.5637,210565.11,540450.566,1295
1.60136E+12,2020/9/29 6:00,EOS/USDT,2.5638,2.5851,2.56,2.5831,335271.04,863033.1723,1554
1.60136E+12,2020/9/29 7:00,EOS/USDT,2.5833,2.5845,2.5758,2.5786,155129.77,400325.5088,798
1.60137E+12,2020/9/29 8:00,EOS/USDT,2.5783,2.5799,2.573,2.576,211486.61,544777.7854,993
1.60137E+12,2020/9/29 9:00,EOS/USDT,2.5762,2.5808,2.5701,2.5773,298484.17,768726.9008,1412
1.60137E+12,2020/9/29 10:00,EOS/USDT,2.5769,2.5866,2.5752,2.5825,270236.48,697781.0349,1331
1.60138E+12,2020/9/29 11:00,EOS/USDT,2.5837,2.5955,2.5791,2.5871,357781.58,925564.8603,1882
1.60138E+12,2020/9/29 12:00,EOS/USDT,2.5879,2.5894,2.5806,2.5845,182963.09,472716.4352,971
1.60138E+12,2020/9/29 13:00,EOS/USDT,2.5845,2.5853,2.5691,2.5814,321270.51,828470.5278,1522
1.60139E+12,2020/9/29 14:00,EOS/USDT,2.5829,2.5901,2.5748,2.5811,331546.01,856616.5397,1639
1.60139E+12,2020/9/29 15:00,EOS/USDT,2.5816,2.5848,2.5729,2.5752,267005.7,688791.3851,1284
1.6014E+12,2020/9/29 16:00,EOS/USDT,2.5751,2.5836,2.5652,2.5814,534084.43,1375223.118,2778
1.6014E+12,2020/9/29 17:00,EOS/USDT,2.5814,2.5849,2.5697,2.5788,363929.05,937418.9785,1839
1.6014E+12,2020/9/29 18:00,EOS/USDT,2.5787,2.5883,2.5766,2.5851,195163.46,504160.9903,1134
1.60141E+12,2020/9/29 19:00,EOS/USDT,2.5852,2.589,2.5809,2.5876,177785.77,459639.6744,982
1.60141E+12,2020/9/29 20:00,EOS/USDT,2.5873,2.5984,2.5872,2.5933,167725.28,435042.9396,1045
1.60141E+12,2020/9/29 21:00,EOS/USDT,2.5933,2.5945,2.5898,2.5921,88648.08,229755.6522,581
1.60142E+12,2020/9/29 22:00,EOS/USDT,2.592,2.5964,2.5876,2.5918,113775.55,294962.6411,678
1.60142E+12,2020/9/29 23:00,EOS/USDT,2.592,2.6029,2.5916,2.5995,179394.5,466126.8934,1556
1.60142E+12,2020/9/30 0:00,EOS/USDT,2.5994,2.6001,2.5874,2.5877,175941.84,456159.1324,1220
1.60143E+12,2020/9/30 1:00,EOS/USDT,2.5878,2.5932,2.5806,2.5856,172829.89,447217.2569,1049
1.60143E+12,2020/9/30 2:00,EOS/USDT,2.5855,2.5914,2.5825,2.5833,242598.58,627461.0075,1417
1.60143E+12,2020/9/30 3:00,EOS/USDT,2.5834,2.5844,2.577,2.5775,139940.51,361040.55,1162
1.60144E+12,2020/9/30 4:00,EOS/USDT,2.5775,2.5863,2.57,2.5852,461507.9,1189469.779,2041
1.60144E+12,2020/9/30 5:00,EOS/USDT,2.5849,2.586,2.5764,2.5764,129282.67,333653.3693,891
1.60145E+12,2020/9/30 6:00,EOS/USDT,2.5765,2.5841,2.5742,2.5808,129598.3,334371.5621,800
1.60145E+12,2020/9/30 7:00,EOS/USDT,2.581,2.5838,2.5754,2.5771,176700.93,455949.8609,923
1.60145E+12,2020/9/30 8:00,EOS/USDT,2.5776,2.5815,2.5725,2.5781,176844.65,455875.2809,915
1.60146E+12,2020/9/30 9:00,EOS/USDT,2.5777,2.5777,2.5632,2.572,226755.2,582636.9359,1296
1.60146E+12,2020/9/30 10:00,EOS/USDT,2.5717,2.5769,2.5693,2.573,159620.03,410690.1851,660
1.60146E+12,2020/9/30 11:00,EOS/USDT,2.5734,2.5744,2.5597,2.56,207258.47,531874.1718,1064
1.60147E+12,2020/9/30 12:00,EOS/USDT,2.5601,2.5711,2.5556,2.5686,298904.63,766908.562,1429
1.60147E+12,2020/9/30 13:00,EOS/USDT,2.5682,2.5716,2.5639,2.568,352093.86,904107.3109,1264
1.60147E+12,2020/9/30 14:00,EOS/USDT,2.5678,2.5758,2.5678,2.5713,198167.22,509769.8815,936
1.60148E+12,2020/9/30 15:00,EOS/USDT,2.5717,2.5827,2.5717,2.5775,176371.2,454699.7239,1036
1.60148E+12,2020/9/30 16:00,EOS/USDT,2.5773,2.5856,2.5765,2.5808,247928.27,639627.1127,1251
1.60149E+12,2020/9/30 17:00,EOS/USDT,2.5811,2.5832,2.573,2.5763,158251.56,407801.5958,785
1.60149E+12,2020/9/30 18:00,EOS/USDT,2.5771,2.5798,2.5588,2.5674,430589.44,1105333.64,1880
1.60149E+12,2020/9/30 19:00,EOS/USDT,2.5663,2.569,2.5593,2.5636,153326.53,393135.0098,968
1.6015E+12,2020/9/30 20:00,EOS/USDT,2.5631,2.572,2.5613,2.5694,172638.89,443141.5329,861
1.6015E+12,2020/9/30 21:00,EOS/USDT,2.5703,2.5764,2.5693,2.5722,85436.81,219817.6474,460
1.6015E+12,2020/9/30 22:00,EOS/USDT,2.5718,2.5793,2.5706,2.5776,156923.14,404167.0318,954
1.60151E+12,2020/9/30 23:00,EOS/USDT,2.5775,2.5878,2.575,2.5777,247502.63,638575.3413,1239
1.60151E+12,2020/10/1 0:00,EOS/USDT,2.5776,2.5845,2.5763,2.5807,253656.34,654424.8961,1250
1.60151E+12,2020/10/1 1:00,EOS/USDT,2.5801,2.5928,2.579,2.5919,194763.6,503766.9224,928
1.60152E+12,2020/10/1 2:00,EOS/USDT,2.5919,2.5985,2.5868,2.5884,143771.71,372628.6155,981
1.60152E+12,2020/10/1 3:00,EOS/USDT,2.5886,2.5898,2.5802,2.5835,143125.67,369916.9431,703
1.60152E+12,2020/10/1 4:00,EOS/USDT,2.5836,2.5899,2.5825,2.5881,127210.2,329077.901,684
1.60153E+12,2020/10/1 5:00,EOS/USDT,2.5879,2.6001,2.5825,2.5947,376371.76,975931.914,1389
1.60153E+12,2020/10/1 6:00,EOS/USDT,2.595,2.604,2.5943,2.5959,265202.43,689145.6253,1692
1.60154E+12,2020/10/1 7:00,EOS/USDT,2.5954,2.6,2.594,2.5999,231989.45,602376.1389,1133
1.60154E+12,2020/10/1 8:00,EOS/USDT,2.6,2.632,2.5925,2.6101,672083.31,1754125.751,4249
1.60154E+12,2020/10/1 9:00,EOS/USDT,2.6101,2.6165,2.6081,2.6122,312737.84,816862.7283,1346
1.60155E+12,2020/10/1 10:00,EOS/USDT,2.6122,2.6143,2.6063,2.608,148100.47,386548.426,906
1.60155E+12,2020/10/1 11:00,EOS/USDT,2.6083,2.6155,2.606,2.6152,163833.86,427641.0974,855
1.60155E+12,2020/10/1 12:00,EOS/USDT,2.6152,2.616,2.6072,2.6074,177378.72,463246.846,957
1.60156E+12,2020/10/1 13:00,EOS/USDT,2.607,2.6078,2.599,2.6,208535.88,542822.32,1014
1.60156E+12,2020/10/1 14:00,EOS/USDT,2.6,2.6041,2.5936,2.6036,171483.9,445759.2095,1217
1.60156E+12,2020/10/1 15:00,EOS/USDT,2.6035,2.6074,2.568,2.5704,498716.03,1290268.921,2613
1.60157E+12,2020/10/1 16:00,EOS/USDT,2.5704,2.5706,2.4861,2.5118,1809416.24,4569356.704,13261
1.60157E+12,2020/10/1 17:00,EOS/USDT,2.5118,2.5165,2.501,2.5088,349239.17,876372.7499,2312
1.60158E+12,2020/10/1 18:00,EOS/USDT,2.5083,2.5343,2.5055,2.5309,315923.8,796124.6787,2183
1.60158E+12,2020/10/1 19:00,EOS/USDT,2.5312,2.5388,2.5261,2.5372,160638.66,406587.815,1270
1.60158E+12,2020/10/1 20:00,EOS/USDT,2.5372,2.5372,2.5251,2.5333,243461.77,615987.3355,1491
1.60159E+12,2020/10/1 21:00,EOS/USDT,2.5326,2.5378,2.5281,2.5281,165598.58,419320.9024,927
1.60159E+12,2020/10/1 22:00,EOS/USDT,2.5276,2.544,2.5219,2.5391,183921.29,466423.4659,1327
1.60159E+12,2020/10/1 23:00,EOS/USDT,2.539,2.548,2.5364,2.5446,202158.99,514034.6081,1136
1.6016E+12,2020/10/2 0:00,EOS/USDT,2.544,2.544,2.5321,2.535,195082.65,495124.611,1164
1.6016E+12,2020/10/2 1:00,EOS/USDT,2.5353,2.5457,2.5347,2.5423,165386.06,420317.4125,863
1.6016E+12,2020/10/2 2:00,EOS/USDT,2.5423,2.544,2.5359,2.5371,166856.48,423916.5788,1007
1.60161E+12,2020/10/2 3:00,EOS/USDT,2.5377,2.5495,2.5371,2.547,96775.77,245986.6612,759
1.60161E+12,2020/10/2 4:00,EOS/USDT,2.5489,2.5576,2.539,2.539,198706.39,506403.6382,1321
1.60161E+12,2020/10/2 5:00,EOS/USDT,2.5381,2.5381,2.4701,2.4891,1101146.94,2747878.104,6842
1.60162E+12,2020/10/2 6:00,EOS/USDT,2.4889,2.503,2.4792,2.4993,378298.33,943605.3435,2273
1.60162E+12,2020/10/2 7:00,EOS/USDT,2.4989,2.5002,2.4887,2.4935,528861.3,1318338.102,2372
1.60163E+12,2020/10/2 8:00,EOS/USDT,2.4927,2.509,2.4608,2.4811,901348.34,2240233.612,4814
1.60163E+12,2020/10/2 9:00,EOS/USDT,2.4813,2.4932,2.4644,2.4794,668571.58,1655621.74,3791
1.60163E+12,2020/10/2 10:00,EOS/USDT,2.4787,2.4826,2.4132,2.4537,838274.19,2051752.898,5695
1.60164E+12,2020/10/2 11:00,EOS/USDT,2.4535,2.4645,2.4524,2.454,228813.83,562071.9453,1640
1.60164E+12,2020/10/2 12:00,EOS/USDT,2.4541,2.4625,2.4503,2.4593,289242.08,710318.7777,1797
1.60164E+12,2020/10/2 13:00,EOS/USDT,2.4597,2.4804,2.4391,2.4726,467345.96,1149253.209,3119
1.60165E+12,2020/10/2 14:00,EOS/USDT,2.4727,2.483,2.469,2.4733,198603.63,491541.6393,1442
1.60165E+12,2020/10/2 15:00,EOS/USDT,2.4732,2.4763,2.4525,2.458,259290.74,639839.5578,1592
1.60165E+12,2020/10/2 16:00,EOS/USDT,2.4573,2.4816,2.4491,2.4762,275539.04,680113.8361,1832
