time_stamp,open,high,low,close,vol
2020-10-13 00:00:00,4.3099,4.3464,4.2788,4.3,691447.72
2020-10-13 04:00:00,4.2962,4.3387,4.2891,4.3014,746461.89
2020-10-13 08:00:00,4.3012,4.3338,4.2728,4.306,598103.14
2020-10-13 12:00:00,4.3085,4.3187,4.1302,4.2078,1447525.41
2020-10-13 16:00:00,4.207,4.207,4.15,4.1879,708545.25
2020-10-13 20:00:00,4.1858,4.2667,4.1834,4.2473,451095.85
2020-10-14 00:00:00,4.2515,4.3,4.2272,4.2324,500614.32
2020-10-14 04:00:00,4.2303,4.3563,4.2244,4.341,1091123.28
2020-10-14 08:00:00,4.342,4.3795,4.2397,4.248,730917.88
2020-10-14 12:00:00,4.2469,4.363,4.1926,4.1979,1209997.08
2020-10-14 16:00:00,4.197,4.2301,4.0836,4.1307,1208626.3
2020-10-14 20:00:00,4.1284,4.201,4.1248,4.1829,497916.8
2020-10-15 00:00:00,4.1816,4.1873,4.089,4.1306,780922.76
2020-10-15 04:00:00,4.1297,4.1755,4.1122,4.1647,425967.96
2020-10-15 08:00:00,4.1658,4.1805,4.02,4.0563,993468.89
2020-10-15 12:00:00,4.0545,4.1513,4.0325,4.1263,534118.55
2020-10-15 16:00:00,4.1278,4.1677,4.0854,4.1439,689535.4
2020-10-15 20:00:00,4.1448,4.1809,4.0762,4.099,402650.22
2020-10-16 00:00:00,4.099,4.1562,4.0691,4.123,366393.08
2020-10-16 04:00:00,4.1213,4.1228,3.8,3.9389,2692417.81
2020-10-16 08:00:00,3.9396,3.9789,3.8479,3.9603,1149193.74
2020-10-16 12:00:00,3.9621,3.9738,3.9102,3.945,651277.43
2020-10-16 16:00:00,3.9417,3.9999,3.91,3.9116,425083.01
2020-10-16 20:00:00,3.9111,3.9388,3.8871,3.9106,259673.11
2020-10-17 00:00:00,3.9132,3.9646,3.8607,3.9494,486624.67
2020-10-17 04:00:00,3.9493,3.9528,3.9142,3.9439,236730.11
2020-10-17 08:00:00,3.9424,3.9679,3.9176,3.9501,240572.71
2020-10-17 12:00:00,3.9525,3.9799,3.9171,3.9411,378332.47
2020-10-17 16:00:00,3.9404,3.9541,3.9286,3.9308,195554.32
