date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA,code
2010-06-08,67.2708812,69.3218227,66.20439162,69.28080387,18990213,65.44144138200001,64.050903045,64.28696425837661,63.283507934467465,1.0034563239091483,0.2136805618746374,stock_600460
2010-06-08,27.0,27.48,26.72,27.31,1193377,26.582,26.512,26.60287985252094,27.458443259458413,-0.855563406937474,-1.2436307591398648,stock_002352
2010-06-08,19.790524,20.2533669,19.630923,20.109726,3077835,19.60857886,19.91501278,19.83609894972056,20.11210614374456,-0.2760071940240038,-0.3197635295435552,stock_002049
2010-06-08,39.5511475,40.61673125,39.31588875,39.92479375,3631529,39.35463725,39.524853875,39.21184340171784,38.55373314750321,0.658110254214634,0.6316248287930247,stock_000999
2010-06-08,519.83519,537.9938165,518.0549325,537.81579075,11474987,516.6663316500001,518.678022625,519.8999268144411,527.1964625246685,-7.296535710227431,-10.638835575081725,stock_000568
2010-06-08,30.57186105,30.79460685,30.2934288,30.70550853,4716897,31.282420152,31.991865525,31.90888060077252,33.2736469475004,-1.3647663467278832,-1.408703374053514,stock_600362
2010-06-08,10.8826573,11.2647532,10.755292,11.2506015,4687215,10.7977471,10.75246166,10.813683331028706,11.069410072311683,-0.2557267412829791,-0.372602343986584,stock_002044
2010-06-08,10.43164028,10.4899176,10.28594698,10.38793229,2871014,10.341310434,10.526340925,10.545309122144936,11.125669051872762,-0.5803599297278268,-0.6774121057072967,stock_600223
2010-06-08,96.884316,97.55712375,95.96929746,96.6151929,922983,96.31915749,94.163481459,93.71142411138555,91.20456092629912,2.506863185086445,1.8146781299375296,stock_600315
2010-06-08,62.937735,64.30438296,62.90177058,64.12456086,1911122,65.21787922799999,65.573927387,65.02982090972596,64.60689951188633,0.4229213978396302,0.6832600216538854,stock_002032
2010-06-08,409.49341758,426.30689322,409.49341758,422.7736266,1198132,411.905785824,408.512631501,406.2755722772988,397.992293025833,8.283279251465785,6.598527851027969,stock_000538
2010-06-08,89.462945,90.73169222,89.26775312,89.70693485,2403621,91.850792332,93.827110117,93.29759544551273,95.714205455573,-2.416610010060282,-2.156847176121068,stock_000338
2010-06-08,62.12400423,62.9891565,60.75797433,61.19813952,2108611,60.451376508,59.838180864,60.0680084847652,60.54934275601711,-0.4813342712519173,-0.974062287063818,stock_002230
2010-06-08,88.2074798,88.6093362,85.05290706,85.8968055,5279898,84.160785852,79.334490488,78.93883058210368,74.3923808436758,4.5464497384278815,2.6138681117441607,stock_300015
2010-06-08,22.85099076,23.23343412,22.7075745,23.1856287,5854249,23.04221244,23.443777968,23.467901272035387,24.59251124403469,-1.124609971999302,-1.2632825334154425,stock_600398
2010-06-08,16.6812624,17.1009168,16.53438336,16.8386328,9826186,16.798765632000002,16.961381711999998,17.088679685376636,18.29283679471857,-1.2041571093419383,-1.4350093197231086,stock_601788
2010-06-08,158.20040316,160.71951786,156.1851114,160.55157688,3465400,159.224843138,158.796593639,160.4596072619967,167.2311821532554,-6.771574891258695,-8.033715484120771,stock_600415
2010-06-08,123.6349647,135.53163,123.6349647,135.53163,19271106,125.35772230799998,124.29756378,124.36362440919804,122.4994365383414,1.8641878708566533,0.95978947700504,stock_600703
2010-06-08,15.19628094,15.49801215,14.97684006,15.3608616,5044114,14.916493818,14.968611027,15.055142035746854,15.691062098615827,-0.6359200628689745,-0.8127758593404443,stock_002027
2010-06-08,27.0824652,27.4048755,26.9749951,27.22217633,457100,26.998638522,27.590798773,27.5342456261336,28.155178859677783,-0.6209332335441857,-0.5421291102217045,stock_600559
