date,open,high,low,close,volume,ma5,ma10,ema12,ema26,MACD,DEA,code
1991-06-24,49.60732681,49.60732681,49.60732681,49.60732681,2500,50.317024938,51.088249315,49.58405554372534,47.581057894880445,2.0029976488448966,1.8917532246416568,stock_000001
1991-06-25,49.3640835,49.3640835,49.3640835,49.3640835,1200,50.013686222,50.782048913,49.55021369084452,47.71313386563004,1.8370798252144809,1.8808185447562216,stock_000001
1991-06-26,49.12084019,49.12084019,49.12084019,49.12084019,400,49.713209192,50.477279354,49.484156229176136,47.817408408175964,1.6667478210001718,1.8380044000050115,stock_000001
1991-06-27,48.87759688,48.87759688,48.87759688,48.87759688,400,49.415593848,50.173940638,49.390839406225965,47.89594088757034,1.4948985186556245,1.769383223735134,stock_000001
1991-06-28,48.63435357,48.63435357,48.63435357,48.63435357,200,49.12084019,49.872032765,49.27445696988351,47.95063812330587,1.3238188465776377,1.6802703483036348,stock_000001
1991-07-01,48.14786695,48.14786695,48.14786695,48.14786695,200,48.828948218,49.572986578,49.10113542836297,47.96524766602396,1.1358877623390171,1.5713938311107112,stock_000001
1991-07-02,47.90462364,47.90462364,47.90462364,47.90462364,200,48.537056246,49.275371234,48.91705669169175,47.96075699742959,0.9562996942621568,1.4483750037410004,stock_000001
1991-07-04,47.6601253,47.6601253,47.6601253,47.6601253,1100,48.244913268,48.97906123,48.72368263143148,47.93848798280518,0.7851946486263017,1.3157389327180606,stock_000001
1991-07-05,47.41564065,47.41564065,47.41564065,47.41564065,200,47.952522022,48.684057935000006,48.522445403518944,47.89975855074554,0.6226868527734055,1.1771285167291297,stock_000001
1991-07-08,46.95543425,46.95543425,46.95543425,46.95543425,900,47.616738158,48.368789174,48.28136676451603,47.829808602542165,0.451558161973864,1.0320144457780764,stock_000001
1991-07-10,46.72418891,46.72418891,46.72418891,46.72418891,600,47.33200255,48.080475384,48.04180094074433,47.74791084753904,0.2938900932052917,0.8843895752635195,stock_000001
1991-07-11,46.49295259,46.49295259,46.49295259,46.49295259,100,47.04966834,47.793362293,47.80351657909136,47.65495097661022,0.1485656024811348,0.7372247807070426,stock_000001
1991-07-15,45.79924363,45.79924363,45.79924363,45.79924363,400,46.677492006,47.461202637,47.49516689461576,47.517491173157616,-0.022324278541852,0.5853149688572636,stock_000001
1991-07-19,44.87429835,44.87429835,44.87429835,44.87429835,100,46.169223546,47.060872784,47.09195634929026,47.321699112182976,-0.2297427628927124,0.4223034225072684,stock_000001
1991-07-24,44.42416644,44.42416644,44.42416644,44.42416644,200,45.66296998400001,46.639854071,46.681527132476376,47.10706706239164,-0.4255399299152671,0.2527347520227613,stock_000001
1991-07-26,43.98634614,43.98634614,43.98634614,43.98634614,300,45.115401430000006,46.22370199,46.26688390286463,46.87590254962189,-0.6090186467572636,0.0803840722667563,stock_000001
1991-07-29,43.54852584,43.54852584,43.54852584,43.54852584,700,44.52651608,45.78809221,45.84867497011622,46.62943020076101,-0.780755230644786,-0.0918437883155521,stock_000001
1991-07-30,43.32961569,43.32961569,43.32961569,43.32961569,700,44.032590492,45.355041249,45.46112738855988,46.38499949626019,-0.923872107700312,-0.2582494521925041,stock_000001
1991-07-31,43.11070554,43.11070554,43.11070554,43.11070554,100,43.67987193,44.924547738,45.09952402724298,46.142459203203884,-1.0429351759609062,-0.4151865969461846,stock_000001
1991-08-01,42.89179539,42.89179539,42.89179539,42.89179539,700,43.37339772,44.518183852,44.759873467667134,45.90166929111471,-1.1417958234475734,-0.5605084422464623,stock_000001
1991-08-02,42.67288524,42.67288524,42.67288524,42.67288524,100,43.11070554,44.113053485,44.43879835571835,45.66250010214325,-1.2237017464249007,-0.69314710308215,stock_000001
1991-08-19,23.350416,23.7882363,23.0585358,23.7882363,310000,39.158647632,41.842581856,41.26178880868476,44.04218426494745,-2.780395456262696,-1.1105967737182592,stock_000001
1991-08-20,23.7882363,23.7882363,22.9125957,22.98556575,196900,35.089837644,39.561214068,38.45006218427172,42.48243474532171,-4.032372561049996,-1.6949519311846064,stock_000001
1991-08-21,22.98556575,22.98556575,22.3288353,22.69368555,343100,31.006433646,37.343152788,36.0260042405376,41.01660147159418,-4.990597231056576,-2.3540809911590004,stock_000001
1991-08-22,22.69368555,22.69368555,21.7450749,21.7450749,284100,26.777089548,35.075243634,33.828938188147205,39.58908098480943,-5.760142796662223,-3.035293352259645,stock_000001
1991-08-23,21.7450749,22.10992515,20.8694343,21.891015,438100,22.6207155,32.86571052,31.992334620739943,38.2781131340828,-6.2857785133428585,-3.685390384476288,stock_000001
1991-08-26,22.7666556,22.7666556,22.3288353,22.4747754,277200,22.35802332,30.758335476000003,30.528094740626106,37.10749552415074,-6.579400783524637,-4.264192464285958,stock_000001
1991-08-27,22.40180535,22.4747754,22.0369551,22.1828952,208500,22.19748921,28.643663427,29.24421788822209,36.00196957421365,-6.757751685991565,-4.762904308627079,stock_000001
1991-08-28,22.25586525,22.25586525,21.891015,22.0369551,243900,22.06614312,26.536288383,28.135408228495614,34.96752405760523,-6.832115829109618,-5.176746612723587,stock_000001
1991-08-29,21.96398505,22.10992515,21.891015,22.0369551,229600,22.12451916,24.450804354,27.19718467026552,34.00970413481966,-6.812519464554139,-5.503901183089697,stock_000001
1991-08-30,21.891015,22.0369551,21.891015,21.96398505,225100,22.13911317,22.379914335,26.39207703637852,33.117428647055235,-6.725351610676718,-5.748191268607101,stock_000001
1991-09-02,21.891015,21.891015,21.38022465,21.891015,231600,22.02236109,22.190192205,25.699605953858743,32.28584245097707,-6.586236497118328,-5.9158003143093465,stock_000001
1991-09-03,21.891015,21.891015,21.4531947,21.891015,287400,21.96398505,22.08073713,25.11366888403432,31.515855232386176,-6.402186348351854,-6.013077521117848,stock_000001
1991-09-04,21.5991348,21.67210485,21.4531947,21.67210485,160400,21.891015,21.97857906,24.584197494182888,30.786688537394607,-6.202491043211719,-6.050960225536622,stock_000001
1991-09-05,21.4531947,21.4531947,20.8694343,21.3072546,484000,21.7450749,21.93479703,24.080052433539368,30.084508245735748,-6.00445581219638,-6.041659342868574,stock_000001
1991-09-06,20.8694343,20.8694343,19.7019135,19.9937937,326700,21.35103663,21.7450749,23.45139724376408,29.337047909014583,-5.885650665250502,-6.010457607344959,stock_000001
1991-09-09,19.9937937,20.2856739,19.9937937,20.2856739,629700,21.02996841,21.52616475,22.964362883184997,28.66657576019869,-5.702212877013693,-5.948808661278706,stock_000001
1991-09-10,19.9937937,20.35864395,19.9937937,20.35864395,423500,20.7234942,21.343739625,22.563483047310378,28.051173403887677,-5.487690356577296,-5.856585000338424,stock_000001
1991-09-11,20.21270385,21.0153744,20.21270385,21.0153744,452800,20.59214811,21.241581555000003,22.325312486185705,27.5300031073034,-5.204690621117695,-5.726206124494278,stock_000001
1991-09-12,20.94240435,21.1613145,20.8694343,21.08834445,352400,20.54836608,21.14672049,22.135009711387905,27.052843206762407,-4.917833495374502,-5.564531598670323,stock_000001
1991-09-13,21.0153744,21.1613145,20.8694343,21.1613145,752500,20.78187024,21.066453435,21.985210448097455,26.61643367292816,-4.631223224830698,-5.377869923902398,stock_000001
1991-09-16,20.8694343,20.94240435,20.5775541,20.8694343,224000,20.89862232,20.964295365,21.81355257915939,26.19073001567422,-4.377177436514831,-5.177731426424884,stock_000001
1991-09-17,20.7234942,20.79646425,20.5775541,20.79646425,300900,20.98618638,20.85484029,21.657077451596404,25.791154773772423,-4.134077322176022,-4.969000605575112,stock_000001
1991-09-18,20.5775541,20.7234942,20.431614,20.7234942,262000,20.92781034,20.759979225,21.51344925904311,25.415772509048544,-3.902323250005434,-4.755665134461177,stock_000001
1991-09-19,20.5775541,20.65052415,20.431614,20.65052415,347500,20.84024628,20.69430618,21.380691549959558,25.062791149119025,-3.682099599159468,-4.540952027400835,stock_000001
1991-09-20,20.50458405,20.5775541,20.50458405,20.5775541,234000,20.7234942,20.75268222,21.257131942273467,24.7305513677028,-3.4734194254293307,-4.327445507006535,stock_000001
1991-09-23,20.50458405,20.5775541,20.50458405,20.5775541,207800,20.66511816,20.78187024,21.152581505000622,24.422921940465557,-3.2703404354649277,-4.116024492698213,stock_000001
1991-09-24,20.50458405,20.5775541,20.50458405,20.5775541,140200,20.62133613,20.803761255,21.064115750385145,24.138079878208845,-3.0739641278237,-3.907612419723311,stock_000001
1991-09-25,20.50458405,20.7234942,20.50458405,20.7234942,177000,20.62133613,20.774573235,21.01171243494128,23.88514760574893,-2.873435170807653,-3.700776969940179,stock_000001
1991-09-26,20.5775541,20.8694343,20.5775541,20.8694343,71700,20.66511816,20.75268222,20.98982349110416,23.661761434952712,-2.6719379438485547,-3.4950091647218544,stock_000001
1991-09-27,20.8694343,21.3072546,20.8694343,21.1613145,147600,20.78187024,20.75268222,21.01620672324198,23.47654314347473,-2.4603364202327533,-3.2880746158240344,stock_000001
1991-10-03,21.38022465,23.4963561,21.38022465,22.98556575,180900,21.26347257,20.964295365,21.319185035050904,23.44017444766179,-2.1209894126108857,-3.0546575751814045,stock_000001
1991-10-04,23.13150585,23.13150585,22.40180535,22.7666556,393100,21.70129287,21.1613145,21.54187281427384,23.39028416264981,-1.848411348375965,-2.8134083298203167,stock_000001
1991-10-07,23.350416,25.2476373,23.350416,25.17466725,408300,22.59152748,21.606431805000003,22.10076426592402,23.52246068763871,-1.4216964217146888,-2.535065948199191,stock_000001
1991-10-08,27.2907987,31.2311814,27.1448586,31.2311814,651400,24.6638769,22.66449753,23.505443825012637,24.09347703670251,-0.5880332116898757,-2.145659400897328,stock_000001
1991-10-09,31.3771215,38.30927625,31.3771215,37.87145595,647600,28.00590519,24.393887715,25.715599536549156,25.114068067317135,0.6015314692320146,-1.5962212268714593,stock_000001
1991-10-10,37.944426,40.64431785,29.99069055,32.106822,610900,29.83015644,25.546814505,26.698864530926205,25.63204984010846,1.0668146908177434,-1.0636140433336188,stock_000001
1991-10-11,31.8149418,35.025624,26.19624795,35.025624,856600,32.28195012,26.991621495,27.97990444924525,26.32787014824857,1.6520343009966751,-0.5204843744675599,stock_000001
1991-10-14,35.6093844,36.6309651,35.53641435,36.12017475,648500,34.471051620000004,28.53128955,29.23225372628444,27.05322604467461,2.179027681609835,0.019418036747919,stock_000001
1991-10-15,36.0472047,36.0472047,33.566223,34.0040433,361000,35.025624,29.84475045,29.96637519916376,27.56810139692093,2.3982738022428265,0.4951891898469005,stock_000001
1991-10-16,34.0040433,34.0040433,32.2527621,33.566223,391400,34.16457741,31.0852413,30.52019793775395,28.012406700852715,2.507791236901234,0.8977095992577672,stock_000001
1991-10-17,33.566223,35.4634443,33.566223,35.4634443,420200,34.83590187,32.333029155,31.280697378099497,28.56433541190066,2.716361966198836,1.261440072645981,stock_000001
1991-10-18,35.53641435,36.3390849,35.025624,35.24453415,485600,34.8796839,33.58081701,31.890518419930345,29.059164948056168,2.831353471874177,1.5754227524916202,stock_000001
1991-10-21,35.025624,35.6093844,34.80671385,34.8796839,355700,34.631585730000005,34.551318675,32.350390032248754,29.49031450005201,2.860075532196745,1.832353308432645,stock_000001
1991-10-22,35.025624,35.025624,34.07701335,34.2959235,333500,34.689961770000004,34.857792885,32.64970287344126,29.846285537085198,2.8034173363560626,2.026566114017329,stock_000001
1991-10-23,34.2959235,34.8796839,33.93107325,34.80671385,323300,34.93805994,34.551318675,32.98155071598875,30.21372467137518,2.7678260446135745,2.174818100136578,stock_000001
1991-10-24,34.8796839,35.4634443,34.7337438,35.025624,392800,34.850495880000004,34.843198875,33.29602352891356,30.57016165868072,2.725861870232837,2.28502685415583,stock_000001
1991-10-25,35.025624,35.025624,34.80671385,35.025624,357900,34.80671385000001,34.843198875,33.5621159090807,30.900195906185854,2.661920002894849,2.3604054839036337,stock_000001
1991-10-28,35.025624,36.485025,34.95265395,36.3390849,455400,35.09859405,34.86508989,33.989341907683674,31.30307657239431,2.686265335289363,2.42557745418078,stock_000001
1991-10-29,36.485025,38.0903661,36.485025,37.43363565,489400,35.72613648,35.208049125,34.51923325265542,31.75719205962436,2.762041193031056,2.492870201950835,stock_000001
1991-10-30,37.3606656,37.944426,37.2147255,37.57957575,378700,36.28070886,35.6093844,34.99005517532382,32.18847974039293,2.801575434930889,2.5546112485468457,stock_000001
1991-10-31,37.5066057,39.5497671,37.5066057,39.2578869,445700,37.12716144,35.98882866,35.64664467142784,32.71213952999345,2.934505141434393,2.630590027124355,stock_000001
1991-11-01,39.403827,43.0523295,39.403827,41.95777875,581000,38.51359239,36.66015312,36.61758837582356,33.39700169443838,3.2205866813851785,2.7485893579765195,stock_000001
1991-11-04,42.322629,46.19004165,42.24965895,46.04410155,677400,40.45459572,37.776594885,38.0678211718507,34.33382390596147,3.733997265889237,2.945670939559063,stock_000001
1991-11-05,46.1170716,47.5764726,45.8251914,45.8251914,946000,42.13290687,38.929521675,39.26126274541213,35.18503631292728,4.076226432484852,3.171782038144221,stock_000001
1991-11-06,45.8251914,45.9711315,42.322629,43.6360899,623900,43.3442097,39.81245928,39.93431307688719,35.81104028234007,4.123272794547113,3.362080189424799,stock_000001
1991-11-07,43.85500005,45.9711315,43.78203,44.0739102,767200,44.30741436,40.7172879,40.571174172750695,36.42310472068525,4.148069452065442,3.519278041952928,stock_000001
1991-11-08,44.2198503,44.6576706,43.3442097,44.5117305,569000,44.81820471,41.66589855,41.177413607712126,37.02226218581968,4.155151421892448,3.646452717940832,stock_000001
1991-11-12,47.4305325,52.3924959,47.4305325,52.31952585,623700,46.07328957,43.263942645,42.89158472191026,38.15539282761081,4.736191894299452,3.864400553212556,stock_000001
1991-11-13,52.3924959,53.8518969,52.3924959,53.19516645,770500,47.54728458,44.840095725,44.476751141616376,39.26945013297297,5.207301008643405,4.132980644298725,stock_000001
1991-11-14,53.34110655,54.2897172,53.1221964,53.34110655,458300,49.48828791,46.416248805,45.84049812752155,40.31179505275275,5.528703074768799,4.41212513039274,stock_000001
1991-11-15,53.19516645,54.2897172,52.02764565,52.1006157,668400,51.09362901,47.700521685,46.80359313867208,41.18504102662292,5.618552112049159,4.653410526724024,stock_000001
1991-11-18,50.13042435,50.13042435,42.83341935,43.12529955,415100,50.81634282,47.817273765,46.23770181733792,41.32876388020641,4.908937937131505,4.70451600880552,stock_000001
1991-11-19,42.9063894,47.4305325,42.322629,47.4305325,576800,49.83854415,47.95591686,46.42121423005516,41.78074674093186,4.640467489123296,4.691706304869075,stock_000001
1991-11-20,47.4305325,49.619634,47.4305325,49.3277538,469700,49.06506162,48.3061731,46.86837416389282,42.33978430086283,4.528589863029993,4.659083016501258,stock_000001
1991-11-21,49.3277538,49.3277538,45.241431,46.5548919,327800,47.70781869,48.5980533,46.82014612329393,42.65201449339151,4.168131629902419,4.56089273918149,stock_000001
1991-11-22,46.62786195,47.4305325,45.241431,46.8467721,411800,46.65704997,48.87533949,46.82424242740256,42.96273727906622,3.8615051483363416,4.4210152210124605,stock_000001
1991-11-25,46.62786195,46.62786195,44.43876045,45.241431,247500,47.08027626,48.94830954,46.58073297703294,43.1315294065428,3.449203570490141,4.226652890907997,stock_000001
1991-11-26,45.241431,45.241431,42.0307488,42.0307488,356300,46.00031952,47.919431835,45.88073541133557,43.04999010235444,2.830745308981122,3.947471374522622,stock_000001
1991-11-27,42.0307488,43.78203,41.37401835,43.78203,455000,44.89117476,46.97811819,45.55785765574548,43.10421527995782,2.453642375787659,3.648705574775629,stock_000001
1991-11-28,43.78203,44.2198503,42.0307488,42.39559905,432000,44.05931619,45.88356744,45.07135633178464,43.05172518884984,2.0196311429347986,3.322890688407463,stock_000001
1991-11-29,42.322629,42.322629,40.06055745,40.64431785,306200,42.81882534,44.737937655,44.39027348843315,42.873398719305406,1.516874769127746,2.96168750455152,stock_000001
1991-12-02,40.2794676,40.2794676,39.1119468,39.47679705,410500,41.66589855,44.373087405,43.63435403636652,42.62179859565315,1.0125554407133637,2.571861091783888,stock_000001
1991-12-03,39.403827,41.66589855,39.403827,41.3010483,234800,41.51995845,43.760138985000005,43.27538392307936,42.52396524041959,0.7514186826597751,2.2077726099590658,stock_000001
1991-12-04,41.3010483,41.5929285,40.863228,40.863228,242700,40.93619805,42.913686405,42.904283011836384,42.40094766705517,0.5033353447812132,1.8668851569234952,stock_000001
1991-12-05,40.863228,40.863228,39.2578869,39.403827,126000,40.33784364,42.198579915,42.36575131770771,42.17893872875479,0.1868125889529253,1.5308706433293813,stock_000001
1991-12-06,39.403827,40.2794676,39.403827,40.1335275,159400,40.23568557,41.527255455,42.0223322688296,42.02742678588406,-0.0050945170544594,1.223677611252613,stock_000001
1991-12-09,40.863228,41.1551082,40.5713478,40.93619805,144400,40.52756577,41.09673216,41.85523469670197,41.946595027670426,-0.091360330968456,0.9606700228083992,stock_000001
1991-12-10,40.863228,41.5929285,40.863228,41.5929285,182200,40.58594181,41.05295013,41.81487989720936,41.92039750710224,-0.1055176098928853,0.7474324962681423,stock_000001
1991-12-11,41.5929285,42.0307488,41.1551082,41.37401835,201900,40.68809988,40.812148965000006,41.747055043792535,41.87992497694652,-0.1328699331539837,0.5713720103837171,stock_000001
1991-12-12,41.37401835,41.37401835,40.4254077,40.7172879,105800,40.950792060000005,40.64431785,41.58862932936292,41.79380371198752,-0.2051743826245982,0.416062731782054,stock_000001
1991-12-13,40.5713478,40.5713478,39.5497671,39.76867725,129400,40.87782201,40.55675379,41.30863670176862,41.64379434443288,-0.3351576426642637,0.2658186568927904,stock_000001
1991-12-16,39.9875874,40.5713478,39.9875874,40.2794676,100100,40.74647592,40.637020845,41.15030299380422,41.54273310410452,-0.3924301103003031,0.1341689034541717,stock_000001
1991-12-17,40.35243765,40.5713478,40.1335275,40.20649755,91300,40.46918973,40.52756577,41.00510215629588,41.44375269268937,-0.4386505363934958,0.0196050154846381,stock_000001
1991-12-18,40.2794676,40.4254077,39.9875874,40.35243765,123900,40.26487358999999,40.476486735,40.90469223225036,41.36291454137905,-0.4582223091286934,-0.0759604494380281,stock_000001
1991-12-19,40.4254077,40.49837775,40.1335275,40.35243765,88400,40.19190354,40.5713478,40.81972998882722,41.2880644012769,-0.4683344124496784,-0.1544352420403582,stock_000001
1991-12-20,40.2794676,40.5713478,40.1335275,40.35243765,100900,40.30865562,40.593238815,40.74783885977688,41.218758715997126,-0.4709198562202488,-0.2177321648763363,stock_000001
1991-12-23,40.4254077,40.7172879,40.2794676,40.5713478,127000,40.36703166,40.55675379,40.72068638904197,41.17080235184919,-0.4501159628072173,-0.2642089244625125,stock_000001
1991-12-24,40.7172879,42.7604493,40.7172879,42.39559905,105000,40.80485195999999,40.637020845,40.97836525995859,41.26152803319369,-0.2831627732350981,-0.2679996942170296,stock_000001
1991-12-25,42.54153915,43.78203,42.4685691,42.7604493,226900,41.28645429,40.77566394,41.25253203534958,41.37255923814231,-0.1200272027927269,-0.238405195932169,stock_000001
1991-12-26,42.7604493,42.7604493,40.863228,40.863228,191800,41.38861236,40.79025795,41.19263910683426,41.33483099827991,-0.1421918914456483,-0.2191625350348649,stock_000001
1991-12-27,40.863228,41.5929285,40.863228,41.51995845,210500,41.62211652,40.96538607,41.24299592885976,41.34854414285177,-0.1055482139920087,-0.1964396708262937,stock_000001
1991-12-30,42.7604493,42.9063894,42.0307488,42.0307488,105900,41.91399672,41.14051419,41.364188678265954,41.39907782115905,-0.0348891428930926,-0.1641295652396535,stock_000001
1991-12-31,42.0307488,42.83341935,42.0307488,42.83341935,75900,42.00156078,41.40320637,41.59022416622504,41.50532534181393,0.0848988244111055,-0.1143238873095016,stock_000001
1992-01-02,42.83341935,42.9063894,42.322629,42.54153915,188600,41.95777875,41.622116520000006,41.73658031757503,41.582081920198085,0.1544983973769405,-0.0605594303722132,stock_000001
1992-01-03,42.6145092,42.83341935,42.322629,42.4685691,221200,42.27884697,41.833729665,41.84919397640964,41.64774763722045,0.2014463391891894,-0.0081582764599327,stock_000001
1992-01-06,42.4685691,43.4901498,42.39559905,43.3442097,263400,42.64369721999999,42.13290687,42.07919639542354,41.77341149372264,0.3057849017009033,0.0546303591722345,stock_000001
1992-01-07,43.3442097,44.0739102,43.12529955,43.6360899,293100,42.96476544,42.43938108,42.31871847305069,41.9113876719654,0.4073308010852869,0.125170447554845,stock_000001
1992-01-08,43.4901498,44.0739102,43.12529955,43.27123965,192800,43.0523295,42.52694514,42.46526019258135,42.01211744811611,0.4531427444652394,0.1907649069369238,stock_000001
1992-01-09,43.3442097,43.4901498,42.7604493,43.3442097,153500,43.21286361,42.58532118,42.60048319372268,42.110790948255655,0.489692245467026,0.2505503746429443,stock_000001
1992-01-10,43.27123965,43.4901498,43.0523295,43.4901498,152500,43.41717975,42.84801336,42.73735497930381,42.2129656780145,0.524389301289311,0.3053181599722177,stock_000001
1992-01-13,43.4901498,43.4901498,43.1982696,43.27123965,135300,43.40258574,43.02314148,42.81949108248784,42.291356342606015,0.5281347398818212,0.3498814759541384,stock_000001
1992-01-14,43.27123965,43.27123965,42.322629,42.6145092,71100,43.1982696,43.08151752,42.78795540825894,42.31529359130187,0.4726618169570713,0.3744375441547249,stock_000001
1992-01-15,42.6145092,42.9063894,42.322629,42.4685691,220500,43.03773549,43.045032495,42.73881905314218,42.32664733268691,0.4121717204552695,0.3819843794148339,stock_000001
1992-01-16,42.322629,42.322629,41.66589855,42.1766889,126800,42.80423133,43.00854747,42.65233749112031,42.315539300636026,0.3367981904842807,0.3729471416287232,stock_000001
1992-01-17,42.1766889,42.1766889,41.37401835,42.0307488,114300,42.51235113,42.96476544,42.55670846171718,42.29444370799632,0.2622647537208564,0.3508106640471499,stock_000001
1992-01-20,42.0307488,43.0523295,42.0307488,42.97935945,108500,42.45397509,42.928280415,42.62173169068377,42.345178207404,0.2765534832797627,0.3359592278936724,stock_000001
1992-01-21,43.0523295,43.4901498,42.6145092,42.7604493,157600,42.48316311,42.840716355,42.64307286134781,42.37593902907778,0.2671338322700194,0.3221941487689418,stock_000001
1992-01-22,42.68747925,42.7604493,42.0307488,42.24965895,159200,42.43938108,42.738558285,42.58254764421737,42.366584949146095,0.2159626950712763,0.3009478580294087,stock_000001
1992-01-23,42.24965895,42.7604493,42.24965895,42.6145092,147700,42.52694514,42.665588235,42.58746480664547,42.3849497084686,0.2025150981768675,0.2812613060589005,stock_000001
1992-01-24,42.68747925,43.3442097,42.39559905,43.1982696,232700,42.7604493,42.636400215,42.68143477485386,42.44519562635982,0.2362391484940431,0.272256874545929,stock_000001
1992-01-27,43.12529955,43.1982696,42.7604493,42.9063894,257100,42.74585529,42.59991519,42.7160431787225,42.47935812811095,0.2366850506115554,0.2651425097590543,stock_000001
1992-01-28,42.9063894,43.0523295,42.83341935,43.0523295,233600,42.80423133,42.64369721999999,42.76777953584212,42.521800451954576,0.2459790838875406,0.2613098245847515,stock_000001
1992-01-29,43.0523295,43.85500005,43.0523295,43.78203,212700,43.11070554,42.77504331,42.92381806878948,42.615150788846826,0.3086672799426537,0.270781315656332,stock_000001
1992-01-30,43.70905995,44.29282035,43.70905995,44.0739102,173500,43.40258574,42.96476544,43.10075531974494,42.72320704152484,0.3775482782201038,0.2921347081690864,stock_000001
1992-01-31,44.2198503,45.5333112,44.2198503,45.46034115,227500,43.85500005,43.307724675,43.46376852439956,42.9259577162267,0.5378108081728641,0.3412699281698419,stock_000001
1992-02-10,47.1386523,47.4305325,45.0954909,46.1170716,164400,44.49713649,43.62149589,43.871968997568864,43.16233652243213,0.7096324751367362,0.4149424375632208,stock_000001
1992-02-11,45.8251914,46.4089518,45.8251914,46.19004165,196000,45.12467892,43.96445512499999,44.22859555948135,43.38661097632605,0.8419845831553019,0.500350866681637,stock_000001
1992-02-12,46.19004165,46.700832,45.9711315,46.48192185,135800,45.66465729,44.387681415,44.57526114263806,43.61589326326486,0.959367879373204,0.5921542692199504,stock_000001
1992-02-13,46.5548919,46.77380205,46.4089518,46.700832,181200,46.19004165,44.796313695,44.902272043770665,43.84440724376376,1.0578648000069109,0.6852963753773424,stock_000001
1992-02-14,46.700832,46.8467721,46.4089518,46.4089518,192400,46.37976378,45.117381915,45.13406892934441,44.03437350718866,1.0996954221557471,0.7681761847330234,stock_000001
1992-02-17,46.2630117,46.4089518,45.3873711,45.60628125,155700,46.27760571,45.3873711,45.20671697867604,44.15081111776728,1.0559058609087657,0.8257221199681719,stock_000001
