date,open,high,low,close,volume,amount,turn,pctChg,adjustflag
2005-06-03,0.9616945200,1.0892980000,0.9383524200,1.0177155600,13129292,84257656.9600,54.705383,13.739130,2
2005-06-06,0.9710313600,1.0130471400,0.9383524200,0.9974857400,6706565,41970630.3400,27.944021,-1.990000,2
2005-06-07,0.9834804800,1.0550629200,0.9803682000,1.0068225800,6556906,42967498.2800,27.320442,0.940000,2
2005-06-08,0.9912611800,1.1079716800,0.9912611800,1.1079716800,7677986,52878702.7700,31.991608,10.050000,2
2005-06-09,1.1126401000,1.2184576200,1.0939664200,1.2184576200,9708590,73332693.7600,40.452458,9.970000,2
2005-06-10,1.1982278000,1.2760348000,1.1546558800,1.2246821800,7055707,54638511.2900,29.398779,0.510000,2
2005-06-13,1.2060085000,1.2713663800,1.1764418400,1.1997839400,4656448,36489947.3800,19.401867,-2.030000,2
2005-06-14,1.1951155200,1.2449120000,1.1453190400,1.1499874600,4703009,36076201.8100,19.595871,-4.150000,2
2005-06-15,1.1359822000,1.1671050000,1.1079716800,1.1437629000,2839806,20701380.2300,11.832525,-0.540000,2
2005-06-16,1.1359822000,1.1484313200,1.0815173000,1.1437629000,2864249,20663837.8100,11.934371,0.000000,2
2005-06-17,1.1453190400,1.1546558800,1.1126401000,1.1173085200,1487817,10797318.7900,6.199238,-2.310000,2
2005-06-20,1.1126401000,1.2293506000,1.0861857200,1.2293506000,5708578,43591837.1600,23.785742,10.030000,2
2005-06-21,1.2293506000,1.3367242600,1.2091207800,1.2915962000,8527690,69885520.0200,35.532042,5.060000,2
2005-06-22,1.2526927000,1.3289435600,1.2449120000,1.2838155000,6146127,51188073.7300,25.608863,-0.600000,2
2005-06-23,1.2760348000,1.3196067200,1.2417997200,1.2495804200,5360343,44329088.4500,22.334763,-2.670000,2
2005-06-24,1.2417997200,1.2713663800,1.2137892000,1.2651418200,2904262,23243322.0600,12.101092,1.250000,2
2005-06-27,1.2915962000,1.3911891600,1.2884839200,1.3911891600,8534520,74447549.0100,35.560500,9.960000,2
2005-06-28,1.3694032000,1.3849646000,1.3258312800,1.3351681200,4187850,36290498.1900,17.449375,-4.030000,2
2005-06-29,1.3491733800,1.3694032000,1.3102698800,1.3164944400,3453472,29702047.1700,14.389467,-1.400000,2
2005-06-30,1.3071576000,1.3258312800,1.2884839200,1.2947084800,2579654,21707200.6500,10.748558,-1.650000,2
2005-07-01,1.2869277800,1.3040453200,1.2231260400,1.2309067400,2966299,24027981.0000,12.359579,-4.930000,2
2005-07-04,1.2293506000,1.2698102400,1.2169014800,1.2682541000,2068363,16500957.1000,8.618179,3.030000,2
2005-07-05,1.2604734000,1.2915962000,1.2371313000,1.2511365600,1814318,14760506.2000,7.559658,-1.350000,2
2005-07-06,1.2480242800,1.2744786600,1.1857786800,1.2060085000,1950372,15448403.8900,8.126550,-3.610000,2
2005-07-07,1.1935593800,1.2200137600,1.1811102600,1.2013400800,1158580,8940706.2000,4.827417,-0.390000,2
2005-07-08,1.1982278000,1.2013400800,1.1437629000,1.1437629000,1304806,9752604.5300,5.436692,-4.790000,2
2005-07-11,1.1904471000,1.2293506000,1.1515436000,1.1593243000,2004745,15339142.7500,8.353104,1.360000,2
2005-07-12,1.1515436000,1.2682541000,1.1453190400,1.2589172600,3097027,24357941.4200,12.904279,8.590000,2
2005-07-13,1.2449120000,1.2682541000,1.2262383200,1.2262383200,2502338,19976492.6600,10.426408,-2.600000,2
2005-07-14,1.2262383200,1.2526927000,1.2153453400,1.2262383200,1065022,8425152.9700,4.437592,0.000000,2
2005-07-15,1.2262383200,1.2355751600,1.1702172800,1.1873348200,1257875,9643949.9800,5.241146,-3.170000,2
