date,open,high,low,close,volume,amount,turn,pctChg,adjustflag
2005-05-18,0.6706937100,0.7041614600,0.6586453200,0.7041614600,20414476,103858896.7400,56.706878,48.169020,2
2005-05-19,0.6894356500,0.7162098500,0.6773872600,0.7055001700,12155312,63124763.6700,33.764756,0.190000,2
2005-05-20,0.7001453300,0.7001453300,0.6787259700,0.6814033900,7238214,37187634.6900,20.106150,-3.420000,2
2005-05-23,0.6492743500,0.6492743500,0.6131291800,0.6131291800,3263760,15084633.9000,9.066000,-10.020000,2
2005-05-24,0.5595807800,0.6117904700,0.5595807800,0.5930485300,9844474,42779377.4300,27.345761,-3.280000,2
2005-05-25,0.5823388500,0.6077743400,0.5783227200,0.5863549800,5926832,26367913.2200,16.463422,-1.130000,2
2005-05-26,0.5823388500,0.5917098200,0.5716291700,0.5756453000,3204137,13863108.3100,8.900381,-1.830000,2
2005-05-27,0.5756453000,0.5957259500,0.5729678800,0.5783227200,3019142,13151244.9500,8.386506,0.470000,2
2005-05-30,0.5756453000,0.5917098200,0.5689517500,0.5876936900,2583294,11230736.2600,7.175817,1.620000,2
2005-05-31,0.6037582100,0.6091130500,0.5716291700,0.5743065900,3922995,17192048.2800,10.897208,-2.280000,2
2005-06-01,0.5729678800,0.5743065900,0.5408388400,0.5461936800,3714201,15276962.3500,10.317225,-4.900000,2
2005-06-02,0.5435162600,0.5528872300,0.5408388400,0.5515485200,1950821,7980998.1100,5.418947,0.980000,2
2005-06-03,0.5488711000,0.5542259400,0.5113872200,0.5207581900,3560864,14123976.5700,9.891289,-5.580000,2
2005-06-06,0.5194194800,0.5435162600,0.5154033500,0.5435162600,2995670,11916108.4200,8.321306,4.370000,2
2005-06-07,0.5421775500,0.5569033600,0.5341452900,0.5381614200,3178360,12924530.9500,8.828778,-0.990000,2
2005-06-08,0.5354840000,0.5917098200,0.5328065800,0.5903711100,8515348,36398738.7600,23.653744,9.700000,2
2005-06-09,0.5823388500,0.6479356400,0.5769840100,0.6225001500,11611860,53575136.1800,32.255167,5.440000,2
2005-06-10,0.6225001500,0.6305324100,0.5997420800,0.6131291800,5465103,25105166.8900,15.180842,-1.510000,2
2005-06-13,0.6372259600,0.6479356400,0.6117904700,0.6211614400,4846573,22736472.1700,13.462703,1.310000,2
2005-06-14,0.6211614400,0.6385646700,0.5903711100,0.5917098200,3929652,18094969.8400,10.915700,-4.740000,2
2005-06-15,0.5890324000,0.6050969200,0.5689517500,0.5903711100,2993851,13141501.1000,8.316253,-0.230000,2
2005-06-16,0.5863549800,0.6131291800,0.5743065900,0.6104517600,3225120,14367667.5200,8.958667,3.400000,2
2005-06-17,0.6158066000,0.6198227300,0.5863549800,0.5876936900,2085104,9314717.1600,5.791956,-3.730000,2
2005-06-20,0.5890324000,0.6439195100,0.5796614300,0.6439195100,7005329,32522541.0800,19.459247,9.570000,2
2005-06-21,0.6465969300,0.6760485500,0.6251775700,0.6559679000,10152099,49249793.8700,28.200275,1.870000,2
2005-06-22,0.6412420900,0.6760485500,0.6358872500,0.6573066100,6933677,34224589.8400,19.260214,0.200000,2
2005-06-23,0.6532904800,0.6988066200,0.6492743500,0.6626614500,8780800,44447164.0700,24.391111,0.810000,2
2005-06-24,0.6559679000,0.6787259700,0.6506130600,0.6693550000,4217031,20941820.0600,11.713975,1.010000,2
2005-06-27,0.6894356500,0.7362905000,0.6800646800,0.7362905000,7778872,41629912.2300,21.607978,10.000000,2
2005-06-28,0.7416453400,0.7804679300,0.7148711400,0.7376292100,14139523,78375011.0900,39.276453,0.180000,2
2005-06-29,0.7255808200,0.7470001800,0.7081775900,0.7108550100,6627252,36069322.6600,18.409033,-3.630000,2
2005-06-30,0.7041614600,0.7188872700,0.6854195200,0.6947904900,4531155,23712597.9500,12.586542,-2.260000,2
2005-07-01,0.6947904900,0.7229034000,0.6867582300,0.6974679100,4928702,25995217.3200,13.690839,0.390000,2
2005-07-04,0.6961292000,0.7322743700,0.6894356500,0.7309356600,4574850,24365802.0800,12.707917,4.800000,2
2005-07-05,0.7255808200,0.7416453400,0.7055001700,0.7081775900,4949464,26833123.9500,13.748511,-3.110000,2
2005-07-06,0.7095163000,0.7295969500,0.6827421000,0.6894356500,3517585,18434909.7800,9.771069,-2.650000,2
2005-07-07,0.6827421000,0.6934517800,0.6680162900,0.6800646800,3317689,16844489.7800,9.215803,-1.360000,2
2005-07-08,0.6760485500,0.6880969400,0.6479356400,0.6559679000,2740733,13653958.7000,7.613147,-3.540000,2
2005-07-11,0.6760485500,0.7014840400,0.6559679000,0.6613227400,3287395,16713498.7600,9.131653,0.820000,2
2005-07-12,0.6666775800,0.7269195300,0.6532904800,0.7242421100,6419652,33761783.9100,17.832367,9.510000,2
