time_stamp,BTC_open,BTC_close,BTC_pct,BTC_momentum,ETH_open,ETH_close,ETH_pct,ETH_momentum,style,pos,trade_time,strategy_pct,BTC_net,ETH_net,strategy_net
2018-07-24,7721.65,8397.24,0.08758310117458712,0.2748239709244602,450.05,479.28,0.06494833907343622,0.025461080919166434,BTC,BTC,2018-07-24,0.08586416186848189,1.0,1.0,1.085864161868482
2018-07-25,8397.24,8175.64,-0.02638962325716543,0.2521656558230718,479.24,472.1,-0.0149808045401435,0.009040972919828194,BTC,BTC,,-0.02638962325716543,0.9736103767428346,0.9850191954598565,1.057208615728315
2018-07-26,8175.63,7920.0,-0.03126850008072768,0.19822444922523896,472.11,462.64,-0.02003812751535694,-0.01664293153654861,BTC,BTC,,-0.03126850008072768,0.943167040599054,0.9652812552161576,1.024151288042068
2018-07-27,7920.0,8188.57,0.03391035353535354,0.21186831987071142,462.17,470.09,0.016103233615770263,-0.031880058487962604,BTC,BTC,,0.03391035353535354,0.975150168388661,0.9808254047738274,1.0588806202932621
2018-07-28,8188.57,8225.04,0.004453769095214666,0.2254048658393053,470.09,469.29,-0.0017018017826372356,-0.03591018345419805,BTC,BTC,,0.004453769095214666,0.9794932620718237,0.9791562343515274,1.063596630075446
2018-07-29,8225.04,8211.0,-0.0017069825800239968,0.23249055856093848,468.44,466.4,-0.006158239041957114,-0.011256916325708577,BTC,BTC,,-0.0017069825800239968,0.9778212841362162,0.9731263562009681,1.061781089155735
2018-07-30,8210.99,8173.92,-0.0045158933138472745,0.2980842984892591,466.4,456.23,-0.021805317324185114,0.054915834258231655,BTC,BTC,,-0.0045158933138472745,0.9734055475370479,0.951907027207478,1.0569861990344473
2018-07-31,8171.4,7730.93,-0.05419553898251994,0.2121111872400272,456.19,432.22,-0.05262696446967541,-0.028697274096047054,BTC,BTC,,-0.05419553898251994,0.9206513092397026,0.9018110499081957,0.9997022622806904
2018-08-01,7735.67,7604.58,-0.016343441215998622,0.21662184408781915,432.2,420.41,-0.02732404793854981,-0.024887507538154607,BTC,BTC,,-0.016343441215998622,0.9056046986867113,0.8771699215489902,0.9833636871236051
2018-08-02,7600.08,7525.71,-0.010371381456964035,0.21097839432173116,420.37,410.62,-0.023286791465474188,-0.050501780511492345,BTC,BTC,,-0.010371381456964035,0.8962123269074125,0.8567434485060925,0.9731648472135196
2018-08-03,7525.71,7418.78,-0.014208626162847127,0.18662697797021432,410.62,417.52,0.016803857581218606,-0.03617350354347981,BTC,BTC,,-0.014208626162847127,0.8834783809918497,0.871140043398431,0.9593375117046384
2018-08-04,7412.27,7009.84,-0.05512227077767495,0.10338878736221102,417.58,407.21,-0.024693427859743267,-0.09464627151051619,BTC,BTC,,-0.05512227077767495,0.834779046448595,0.8496286095810383,0.9064566496172745
2018-08-05,7009.84,7024.19,0.0020471223308948794,0.044745550953021906,407.21,408.79,0.003880061884531383,-0.1456665761039938,BTC,BTC,,0.0020471223308948794,0.8364879412759431,0.8529252211650811,0.9083122772666942
2018-08-06,7024.19,6934.82,-0.01272317519884858,-0.05228877858923342,408.77,405.28,-0.008586315712224013,-0.18742481353757323,empty,BTC,,-0.01272317519884858,0.8258451586473651,0.8456017359372392,0.8967556610277649
2018-08-07,6935.0,6720.06,-0.03096835966903244,-0.08965713434210698,405.19,378.21,-0.0667933280694828,-0.21109280156859478,empty,empty,2018-08-07,0.0,0.8002700887434443,0.789121181772659,0.8967556610277649
