date,sz.300223_close,sz.300223_trade,sh.603288_close,sh.603288_trade,sh.600031_close,sh.600031_trade,sz.002508_close,sz.002508_trade,sz.300033_close,sz.300033_trade,sz.002677_close,sz.002677_trade,sz.002048_close,sz.002048_trade,sh.601155_close,sh.601155_trade,sz.300413_close,sz.300413_trade,sz.300450_close,sz.300450_trade,sh.600887_close,sh.600887_trade,sz.002557_close,sz.002557_trade,sz.000568_close,sz.000568_trade,sh.601788_close,sh.601788_trade,sh.600988_close,sh.600988_trade,sz.000157_close,sz.000157_trade,sh.600745_close,sh.600745_trade,sz.002352_close,sz.002352_trade,sh.600223_close,sh.600223_trade,sh.600703_close,sh.600703_trade,sz.300866_close,sz.300866_trade,sh.600030_close,sh.600030_trade,sh.600298_close,sh.600298_trade,sh.603877_close,sh.603877_trade,sz.002351_close,sz.002351_trade,sz.002959_close,sz.002959_trade,sh.603605_close,sh.603605_trade,sh.600398_close,sh.600398_trade,sz.000703_close,sz.000703_trade,sz.002027_close,sz.002027_trade,sz.002511_close,sz.002511_trade,sh.601899_close,sh.601899_trade,sz.002142_close,sz.002142_trade,sh.600584_close,sh.600584_trade,sh.600196_close,sh.600196_trade,sh.603259_close,sh.603259_trade,sz.300347_close,sz.300347_trade,sh.600570_close,sh.600570_trade,sz.002044_close,sz.002044_trade,sh.603983_close,sh.603983_trade,sh.605009_close,sh.605009_trade,sz.002555_close,sz.002555_trade,sz.002236_close,sz.002236_trade,sh.600183_close,sh.600183_trade,sz.000063_close,sz.000063_trade,sz.002049_close,sz.002049_trade,sh.600585_close,sh.600585_trade,sh.603737_close,sh.603737_trade,sz.000998_close,sz.000998_trade,sh.601012_close,sh.601012_trade,sz.000999_close,sz.000999_trade,sh.600055_close,sh.600055_trade,sh.603799_close,sh.603799_trade,sz.002415_close,sz.002415_trade,sz.002594_close,sz.002594_trade,sh.600362_close,sh.600362_trade,sz.000488_close,sz.000488_trade,sz.300390_close,sz.300390_trade,sh.600926_close,sh.600926_trade,sz.300059_close,sz.300059_trade,sh.600559_close,sh.600559_trade,sh.600309_close,sh.600309_trade,sh.601877_close,sh.601877_trade,sh.600315_close,sh.600315_trade,sz.002230_close,sz.002230_trade,sz.300146_close,sz.300146_trade,sh.600036_close,sh.600036_trade,sz.000538_close,sz.000538_trade,sh.601995_close,sh.601995_trade,sh.603583_close,sh.603583_trade,sz.000001_close,sz.000001_trade,sz.002475_close,sz.002475_trade,sh.603501_close,sh.603501_trade,sz.000338_close,sz.000338_trade,sz.002032_close,sz.002032_trade,sz.002127_close,sz.002127_trade,sz.300760_close,sz.300760_trade,sz.300604_close,sz.300604_trade,sz.000651_close,sz.000651_trade,sh.601318_close,sh.601318_trade,sh.603899_close,sh.603899_trade,sz.002607_close,sz.002607_trade,sh.601888_close,sh.601888_trade,sh.600460_close,sh.600460_trade,sh.600415_close,sh.600415_trade,sh.603882_close,sh.603882_trade,sz.300750_close,sz.300750_trade,sz.002493_close,sz.002493_trade,sz.002407_close,sz.002407_trade,sh.600763_close,sh.600763_trade,sz.002460_close,sz.002460_trade,sz.000830_close,sz.000830_trade,sz.000333_close,sz.000333_trade,sz.300015_close,sz.300015_trade,sz.000100_close,sz.000100_trade,sz.002714_close,sz.002714_trade,sh.600346_close,sh.600346_trade,sh.603486_close,sh.603486_trade,sh.601233_close,sh.601233_trade
2017-05-11,59.1357382,,137.31995784,,214.9004154,,264.30143436,,504.2431044,,52.05059712,,130.93335024,,19.84780552,,,,256.05685765,,1123.29468618,,41.23606981,,1079.382502,,16.97206895,,25.48282932,,202.59299925,,39.00342974,,167.9187267,,6.61447582,,283.7071651,,,,59.26752768,,136.4893816,,29.34,,47.2715035,,,,,,53.53276151,,45.93102469,,70.27274664,,53.7298383,,5.8096128,,25.7664989,,60.56148654,,367.41895216,,,,203.0655756,,376.66917773,,74.88087189,,,,,,257.9612553,,747.254772,,67.14258408,,218.498654,,,,73.13809077,,65.06568684,,184.801658,,89.16932024,,42.08038034,,126.31385052,,43.8289813,,502.59757006,buy,48.2346418,,18.58966616,,46.99968014,,38.56892157,,22.62,,294.594355,,,,636.89478751,,30.3405696,,125.21613747,,248.73816232,,288.06624576,,74.3250141,,1070.18847269,,,,,,984.5359959,,281.68717206,,,,91.7703476,,221.2263408,buy,80.4100126,,,,,,3696.051486,,89.07314739,,35.30771808,,32.86373148,,54.67800898,,66.03027081,,265.37598094,,,,,,56.5830256,,111.37891326,,58.05072992,,259.1953572,,26.16956672,,153.93763206,,239.24338578,,,,102.29297675,,33.53984878,,,,26.45778499,
2017-05-12,58.5871692,,139.5698544,,217.17966223,,264.23841542,,508.3762446,,51.48482976,,131.73322503,,19.8344211,,,,244.91605325,,1120.73883934,,41.08784526,,1087.12589821,,16.98365398,,25.68122505,,203.54637807,,38.96213442,,174.0758607,,6.61447582,,296.27862032,,,,59.7639696,,138.45797845,,29.24,,46.25157425,,,,,,52.68123296,,45.067236,,70.32799251,sell,54.41310792,,5.8096128,,26.55587719,,60.38059799,,379.84492468,,,,208.69269396,,373.00131449,,77.25476583,,,,,,252.193599,,705.32547646,,66.01791768,sell,217.7408552,,,,72.95533692,,66.44385615,,184.801658,,89.16932024,,42.37766314,,124.84166112,,43.6780204,,505.3255486,,48.4363338,,18.6023208,,47.08467052,,37.81043737,,23.7,,291.9162245,,,,639.51183744,,30.15918576,,126.45022823,,252.2139016,,296.80354917,,78.4927719,,1068.46613235,,,,,,1007.1690073,,280.57178009,,,,91.59881424,,216.07327744,,78.7527576,,,,,,3717.40944775,,91.71600165,,35.07871755,,32.77978836,,55.57161228,,,,263.94538266,,,,,,56.4552025,,110.20706434,,58.67544804,,256.0874992,,25.73843712,,153.63680475,,242.44521136,,,,101.88785605,,33.98180872,,,,26.24796909,
2017-05-15,59.64042168,,144.64165512,,218.1564823,,265.37275634,,505.255302,,53.04069,,133.27144578,,20.2359276,,,,238.25578975,,1158.43758023,,41.11749017,,1102.61269063,,16.99523901,,26.43072003,,202.59299925,,39.39573528,,171.7840386,,6.62904515,,299.84619545,buy,,,60.37497504,,140.48622975,,28.67,,46.78371125,,,,,,52.7947701,,45.59302042,,71.43290991,buy,54.94108899,,5.82776784,,26.77928614,,62.00859494,,383.1341527,buy,,,204.61507196,,372.8994294,,76.79030832,,,,,,248.1223122,,734.8005258,,66.01791768,,220.2668512,,,,75.03873081,,66.40361763,,187.028184,,88.67146785,,44.16135994,,124.69444218,,42.94334402,,521.69341984,,48.3354878,,18.76683112,,47.55211761,,38.37930052,,23.56,,284.68527215,,,,665.44442311,,30.62089008,,126.00948153,,259.96747384,,297.59784948,,79.76625345,,1079.53832025,,,,,,1002.64240502,,294.057883,,,,92.45648104,,213.8965524,,81.6032362,,,,,,3712.91303475,,91.6040163,,34.99544463,,32.82175992,,56.51778048,,,,267.52187836,,,,,,56.668241,,109.7778231,,58.19489564,,254.2227844,,25.73843712,,151.74589023,,244.82796528,buy,,,99.74071634,,33.83448874,,,,26.12207955,
2017-05-16,62.2077246,,145.6712688,buy,219.78451575,,269.46898744,,507.6170964,,54.20758518,,134.7481377,,20.46344795,,,,252.78727375,,1171.85577614,buy,41.68074346,,1143.91080375,buy,17.13425937,,26.60707179,,204.49975689,,40.7791285,,188.9556012,,6.77473845,,303.07400152,,,,60.48953856,,142.75309885,,29.17,,50.15391225,,,,,,52.96507581,,48.4472787,,71.15668056,,54.9721467,,5.900388,,26.28778645,,63.02157082,,388.12890636,,,,208.69269396,,385.02375511,,78.69974475,buy,,,,,262.9372725,,747.254772,,69.89801676,,239.2118212,buy,,,75.58699236,,68.04333732,,188.63128272,,85.46314275,,44.68160484,,126.53467893,,46.16384322,,537.52027615,,49.061579,,19.1717796,,48.52950698,,39.0619363,,23.3,,291.9162245,,,,673.53348653,,31.09908384,,127.46394564,,267.18631696,,299.45121687,,79.07162715,,1092.20982418,buy,,,,,1000.37910388,,301.25723117,,,,94.42911468,,216.87289072,,82.199848,,,,,,3774.7387135,,92.02956063,,35.49508215,,34.29076452,,57.4008708,buy,,,269.31012621,,,,,,59.3099184,,118.09432485,,58.89169662,,279.64506284,,26.7300352,,151.78886556,,251.6783828,,,,99.78122841,,34.47287532,,,,27.17115905,
2017-05-17,60.84727348,,142.54429392,,219.45890906,,257.7474646,,519.3417186,,54.17222472,,132.34851333,,20.610667,,,,254.60370925,,1162.9103122,,41.91790274,,1106.36706455,,17.18059949,,26.80546752,,206.88320394,,40.53135658,,183.7220373,,6.74559979,,301.03538716,,,,60.48953856,,141.1424287,,29.2,,50.553015,,,,,,55.29258718,,48.14683046,,72.9245484,,55.31378151,,5.88223296,,25.85586248,,62.33419433,,369.48994758,,,,212.4441062,,389.09915871,,80.5059684,,,,,,270.0620244,,746.42448892,,69.33568356,,239.5907206,,,,75.33113697,,66.83618172,,190.1453204,,85.5184587,,44.23568064,,124.62083271,,44.61397798,,512.98861835,,49.2733556,,19.09585176,,48.40202141,,39.8204205,,22.85,,302.36093345,,,,676.62636372,,31.19802048,,127.02319894,,266.11685872,,296.5387824,,77.91391665,,1069.81939976,,,,,,992.45754989,,294.057883,,,,94.51488136,,211.40886664,,81.4043656,,,,,,3700.547899,,90.52895694,,35.30771808,,34.8363948,,56.6123973,,,,267.16422879,,,,,,59.3951338,,116.3237148,,60.06905,,279.64506284,buy,26.7300352,,147.70620921,,248.02979086,,,,101.15863879,,35.25858188,,,,27.33901177,
2017-05-18,58.8065968,,147.27289008,,219.13330237,,247.0342448,,512.846784,,52.22739942,,133.20991695,,20.7177354,buy,,,256.42014475,,1172.49473785,,41.53251891,,1098.62366834,,17.05316416,,27.40065471,,204.02306748,,40.51070892,,183.6536247,,6.68732247,,301.37515622,,,,59.87853312,,140.60553865,,29.01,,51.75032325,,,,,,54.04367864,,48.48483473,,72.53782731,,54.9721467,,5.93669808,,25.87075641,,61.46592929,,371.07364996,sell,,,210.97616228,,384.00490421,,79.83508533,,,,,,269.9489331,,728.15826116,,69.33568356,,240.4748192,,,,75.84284775,,65.87045724,,192.3718464,buy,86.01630225,,44.42891446,,122.33893914,,45.07692474,,519.9128766,,48.7792102,,18.80479504,,48.35952622,,39.17570893,,22.06,,307.18156835,,,,688.54288514,buy,30.7528056,,126.14170554,,265.5821296,,299.45121687,,78.14545875,,1076.58573681,,,,,,987.93094761,,286.25013921,,,,94.7721814,,204.83426856,sell,81.0729146,,,,,,3669.073008,,90.97689834,,35.03708109,,34.50062232,,56.88573478,,,,273.24427148,,,,,,57.84737751,,113.37269805,,59.66058046,,275.045433,,26.9456,,148.17893784,sell,249.60170781,,,,101.280175,,35.20947522,,,,26.6466193,
2017-05-19,59.17962372,,148.721976,,218.1564823,,250.68934332,,508.207545,,52.89924816,,131.85628269,,20.70435185,,,,254.60370925,,1205.08178506,,41.44358418,,1108.00960314,,16.96048392,,26.71729164,,203.54637807,,39.97386976,,180.8829144,,6.67275314,,298.48711921,,,,59.99309664,buy,139.88968525,,29.96,,50.6417045,,,,,,53.70306722,,49.79929578,,72.04061448,,53.51243433,,5.88223296,,25.7664989,,61.28504074,,373.63193842,,,,208.85579884,,388.38596308,,78.4417128,,,,,,271.0798461,,718.1948642,,68.0423172,,241.4852176,,,,75.69664467,,65.9911728,,188.3640996,,85.35251085,,44.45864274,,123.07503384,,45.50967932,,525.8479551,,48.960733,,18.94399608,,48.27453584,,39.36532998,,21.62,sell,298.8793638,,,,672.26664978,,30.52195344,,129.49138046,buy,261.5716612,,295.74448209,,79.22598855,,1100.45245295,,,,,,983.40434533,,286.35153848,,,,94.343348,,213.230208,,81.0729146,,,,,,3720.7817575,,91.85038407,,34.82889879,,34.33273608,,56.9803516,,,,277.89371589,,,,,,58.040847,,113.6409723,,59.92488428,,261.18438632,sell,26.90248704,,152.73432282,,251.5104928,,,,100.59146981,,34.8657286,,,,26.89839838,
2017-05-22,57.4900312,,147.1966224,,218.1564823,,255.226707,,507.0266478,,51.9798762,,127.61079342,,20.9318722,,,,246.3086538,,1230.00129175,,41.32500454,,1111.76397706,sell,16.93731386,,25.81348887,,204.9764463,,39.39573528,,179.5146624,,6.51249051,,308.17053742,,,,59.3820912,sell,141.977591,,29.21,,49.9321885,,,,,,52.68123296,,51.33909301,,69.77553381,sell,54.00935769,,5.86407792,,25.49840816,,59.43997753,,378.38304556,,,,203.55489024,,375.14090138,,78.64813836,,,,,,262.371816,,763.8604336,,65.28688452,,239.96962,,,,76.57386315,,65.43789315,,190.05625936,,82.25481765,,45.17212146,,121.38201603,,43.26539394,,552.3579724,,48.7993794,,19.0452332,,47.12716571,sell,37.77251316,,21.56,,296.7368594,,,,672.8479439,,30.3405696,,129.40323112,,262.0172688,,302.62841811,,80.61524115,,1108.20298448,,,,,,982.27269476,,295.47747278,,,,93.65721456,,211.36444368,,78.885338,,,,,,3801.7171915,,95.94904788,,34.93298994,,32.82175992,,57.22215014,,,,273.95957062,,,,,,62.36166561,,110.6363007,,59.51641474,,257.70358536,,26.5144704,,155.61366993,buy,253.41927779,,,,98.36330596,,34.81662194,,,,27.25508541,
2017-05-23,51.74102808,,150.628668,,218.1564823,,254.5965176,,509.5571418,,50.5654578,,121.64249691,,21.1727761,,,,242.7968785,,1235.11298543,,40.55423688,,1142.7375619,buy,17.12267434,,25.21830168,sell,201.63962043,,38.75565782,,185.2613208,,6.39593587,,315.81534127,,,,60.06947232,buy,142.99171665,buy,27.99,,46.69502175,,,,,,52.39739011,,50.3250802,,69.49930446,,53.66772288,,5.93669808,,26.33246824,,58.02904684,,383.743269,buy,,,200.78210728,sell,367.39763454,,78.64813836,,,,,,255.2470641,sell,784.20236906,buy,63.43118496,sell,239.96962,,,,77.70693702,,62.75197194,sell,185.60320736,sell,81.59102625,,44.62214828,,119.32095087,,42.54078162,sell,556.51252735,,49.2027634,,18.8554136,,46.95718495,,36.7864837,,21.68,,296.2012333,,,,694.93712046,,29.680992,,127.816543,,252.2139016,,304.4817855,,84.24273405,,1126.77965529,,,,,,994.72085103,,296.89706256,,,,92.02764764,,217.53923512,,75.570828,sell,,,,,3820.82694675,buy,96.68815119,,35.53671861,buy,31.31078376,sell,56.91727372,,,,270.74072449,,,,,,60.6204402,,108.97300035,,57.83448134,,259.75477164,,25.73843712,,156.08639856,,255.32806278,,,,96.09463004,,33.1469955,,,,26.4368034,
2017-05-24,50.33669144,sell,148.56944064,,217.83087561,,254.5965176,,514.112031,,50.2118532,,123.05766,,21.10585835,,,,249.6993334,,1205.72074677,,40.3099356,,1130.53584666,,17.19218452,,24.75537831,,205.92982512,,39.06537272,,194.633847,,6.39593587,,315.9852258,,,,60.29859936,,141.1424287,,27.61325856,,47.6262615,,,,,,52.62446439,,50.73819653,,69.72028794,,53.97829998,,5.900388,,26.15374108,,56.61811615,sell,385.69244116,,,,203.14712804,,374.02016539,,80.45436201,,,,,,263.1986882,,792.9203414,,64.72455132,,239.7170204,,,,76.64696469,,63.94906791,,180.88297224,,80.3187594,,44.2208165,,117.99598041,,43.40629078,,552.55580835,,49.212848,,18.65293936,,47.63710799,,36.21762055,sell,20.54,,304.7712509,,,,694.6464734,,29.54907648,sell,126.53837757,,257.82855736,,302.62841811,,84.55145685,,1106.84971707,,,,,,996.98415217,,293.0438903,,,,92.71378108,,217.2282744,,75.7034084,,,,,,3793.84846875,,96.37459221,,35.07871755,,31.77247092,,57.11702034,,,,277.53606632,,,,,,60.74941986,,109.50954885,,58.0267023,,267.15147368,,26.0833408,,155.18391663,,253.98068514,,,,93.9880024,,33.73627542,,,,26.37385863,
