stock_id,price,stock_pct,asset_pct_annual_return,asset_wave,macd_nums_-0.002,macd_odds_-0.002,macd_strategy_pct_-0.002,macd_nums_-0.004,macd_odds_-0.004,macd_strategy_pct_-0.004,macd_nums_-0.007,macd_odds_-0.007,macd_strategy_pct_-0.007,macd_nums_-0.01,macd_odds_-0.01,macd_strategy_pct_-0.01,macd_nums_-0.015,macd_odds_-0.015,macd_strategy_pct_-0.015,macd_nums_-0.02,macd_odds_-0.02,macd_strategy_pct_-0.02,macd_nums_-0.05,macd_odds_-0.05,macd_strategy_pct_-0.05,macd_nums_-0.1,macd_odds_-0.1,macd_strategy_pct_-0.1,macd_nums_-0.15,macd_odds_-0.15,macd_strategy_pct_-0.15,macd_nums_-0.2,macd_odds_-0.2,macd_strategy_pct_-0.2
sh.600887,2650.0804608,5.104713893847329,0.22601681250364125,81.55434619290075,41,0.0106111788202713,1.38991541493638,43,0.009023974151207943,1.3245863414229433,47,0.0048224888251678,1.1231547287039154,54,0.0064931689352041915,1.2471136498715878,63,0.00990346896089316,1.5469083894034896,68,0.005023638994243425,1.1458990342689535,83,0.0042310035921104385,1.0961830699560144,83,0.0042310035921104385,1.0961830699560144,83,0.0042310035921104385,1.0961830699560144,83,0.0042310035921104385,1.0961830699560144
sz.002557,153.07144286,4.691302936088489,0.21314212882106465,5.856687650563886,39,0.0006142373323336553,0.9050126450934475,44,-0.0025474060956632598,0.7865707776298254,47,0.0045369903936301244,1.067819938052613,51,0.005040640267824522,1.1108842435725983,54,0.009112115766421939,1.3339650211913012,59,0.011562923267432561,1.5868230644847952,70,0.013729249399887483,2.0153297728341215,72,0.013503705617601862,2.0379770051028143,73,0.01654427288693704,2.517849497583418,73,0.01654427288693704,2.517849497583418
sz.000568,5865.2386272,9.799147047273111,0.3301436158378539,288.83421662089273,41,0.026196751712928228,2.485549424624184,44,0.0222945547008164,2.2606550307993896,45,0.024244422597211813,2.509414368165345,46,0.02122202227514419,2.221368750029634,53,0.026454207839366355,3.241878963256534,58,0.025113648430508548,3.3545205711370962,72,0.021844784445058236,3.568860318775688,76,0.019238602066442585,3.136256916115961,76,0.019238602066442585,3.136256916115961,76,0.019238602066442585,3.136256916115961
sh.601788,20.77623786,1.3862026367233884,0.04166564276889484,0.9069571302623832,24,0.10254504175659208,3.731311425061453,27,0.08805232043238116,3.4272581096933536,30,0.07535462274033616,3.04238403488954,34,0.07238674249846627,3.6131223855108114,40,0.06723365034693297,4.384295788148865,47,0.05818581451042913,4.569892878602572,66,0.03519944613693757,2.8884422552202245,70,0.039349933304932375,4.1453249815120135,71,0.03621685549008408,3.3863218158830546,71,0.03621685549008408,3.3863218158830546
sh.600988,68.46052206,4.067627332265835,0.19170193524819945,3.1146627260071607,31,0.04697663085592561,3.3550306353851482,33,0.055474672037278766,4.728622314515773,37,0.048345383231802305,4.525360934496424,40,0.04376433496180046,4.3431196091508,45,0.03365814789075939,3.406076548042215,58,0.02725337743768259,3.5251271306082823,77,0.019393237872882874,2.848117637295389,84,0.02336212258079831,3.8740153062609988,85,0.02139653790513834,3.317270591588759,85,0.02139653790513834,3.317270591588759
sz.000157,508.2676344,1.3952742342726432,0.042515322534533384,17.632791127579026,38,0.014441038750172702,1.5374831045294992,41,0.013904267526943109,1.5679963798037666,41,0.013904267526943109,1.5679963798037666,48,0.01042999349924049,1.460997462365641,55,0.012657239018724875,1.7175729574872274,56,0.013602177080744132,1.8302006924044223,69,0.011283447768386159,1.783404364026158,74,0.01178379470729221,1.9070399940201797,74,0.01178379470729221,1.9070399940201797,74,0.01178379470729221,1.9070399940201797
sh.600745,208.81284208,9.549714854865284,0.32586345585047605,8.25822508435247,32,0.08346580719720258,6.211397712092401,36,0.06468034432335744,4.341033120017366,37,0.06267937530500967,4.300420544050466,38,0.059654620519807765,4.075674947778483,43,0.05378122650872146,4.153522201110432,47,0.04678749500783002,3.680821685045839,62,0.04012484167424278,4.554182701506771,69,0.03950032717850411,5.198696260134747,73,0.04591672275131214,9.096513592080635,73,0.04591672275131214,9.096513592080635
sz.002352,236.75686695,10.548596837787155,0.3424537635375742,8.751465454645878,31,0.021628737918461698,1.6710680022199602,34,0.025175387627793505,1.9554441658384687,40,0.04793022701669923,4.7224677842438085,47,0.04331585957122387,5.185743070293887,51,0.04128482425936892,5.517883378556479,57,0.03165205287586683,4.048005087514628,77,0.06315168406704098,14.112354004111054,80,0.05963589051118956,12.818901340695977,81,0.06513441704381656,19.292658537939985,81,0.06513441704381656,19.292658537939985
sh.600223,22.7890899,3.654631829297072,0.17585955894445204,1.4725966980965526,24,0.06436012686386211,3.195203053439017,26,0.058729333454751384,3.1388708140561548,28,0.05192628509299429,2.9137711600771468,34,0.054609256514886115,4.0837477252681165,39,0.05464902652658908,5.104020408479586,44,0.04410303022298601,4.177999428208031,56,0.05611370207614665,10.375099220858592,60,0.0594059170796108,15.321884747244304,64,0.05932541394243986,17.62190731437231,64,0.05932541394243986,17.62190731437231
sh.600703,546.4446916,6.083567253043473,0.2531982772285548,25.281772302975746,51,1.8760077125127655e-05,0.8870037673861987,53,-0.0016745783326281031,0.8092129508646873,54,-0.0022058966875091435,0.784640576925387,58,-0.0038255650990636617,0.702220607565607,64,-0.005196600639582034,0.618109425337915,67,-0.004735894919174153,0.6251252594086708,80,0.00333668925032726,0.9933783617399333,86,0.008352995490021256,1.430108488022776,86,0.008352995490021256,1.430108488022776,86,0.008352995490021256,1.430108488022776
sz.300866,169.75369515,1.1523569014323536,0.2396915677294975,7.160236773175915,1,0.17647445591426125,1.1764744559142613,1,0.17647445591426125,1.1764744559142613,1,0.17647445591426125,1.1764744559142613,2,0.0876433645457152,1.1750771256465966,3,0.053290577003815974,1.156963314010923,3,0.053290577003815974,1.156963314010923,3,0.053290577003815974,1.156963314010923,4,0.06199219244372689,1.258888355933244,4,0.06199219244372689,1.258888355933244,4,0.06199219244372689,1.258888355933244
sh.600030,101.6300766,2.1919320863575744,0.10307079611179759,2.600006781304618,23,-0.00628348489201081,0.8392273774860992,29,0.04865129394024779,2.5161389348500847,40,0.05009125876364788,4.106179183909558,47,0.04722051688985652,5.030812040812928,55,0.03839427951535266,4.487518100418844,57,0.0360757351099681,4.231582407162788,65,0.035008785479566866,5.163880789121745,69,0.031762991222941794,4.425912641433227,70,0.035509307091768576,5.727153539201536,70,0.035509307091768576,5.727153539201536
sh.600298,334.05545828,8.696336494843116,0.3104397010524522,11.418752118539603,47,0.012643397924052393,1.460605621620155,49,0.010774381092518099,1.3653423567980798,54,0.015296596565565609,1.800306252297722,58,0.01691036899635912,2.0672165678638206,61,0.01930658920993284,2.488403018704178,65,0.019041235886025718,2.6308829404292453,72,0.019114260205628796,2.977630661659312,76,0.018675970255942233,3.100693326629302,76,0.018675970255942233,3.100693326629302,76,0.018675970255942233,3.100693326629302
sh.603877,55.24556254,1.3415629562894609,0.07289742634929675,3.256071901152993,17,0.03105327255220911,1.4686223390404434,18,0.025393503260659478,1.3646107237340008,20,0.021242519959467653,1.3199447699630849,22,0.012513436404736551,1.129577886573883,25,0.006897536101783199,1.0165071000121444,29,0.02838339084475774,1.8430718245723139,36,0.02163596324484833,1.7428149150843202,42,0.006174934233697772,1.0000981376432518,42,0.006174934233697772,1.0000981376432518,42,0.006174934233697772,1.0000981376432518
sz.002351,99.0687429,5.835943839451385,0.2467055360678596,3.606204745817333,32,0.04385768409565941,2.978977944677334,35,0.03834599764835222,2.7788491131764745,35,0.03834599764835222,2.7788491131764745,39,0.03026093075649333,2.3517299550778388,45,0.026172617653974543,2.3074387052808154,51,0.022913907880680488,2.1452071467029494,70,0.022211794689513457,2.7695471745917284,76,0.035843144724504804,6.763593533235772,78,0.03297531279725308,5.7705993378851215,79,0.029823163524555833,4.523893206110103
sz.002959,87.95930832,1.1034915107263832,0.06235797473092353,3.219811705654444,5,0.05232403682099542,1.257457993167771,5,0.05232403682099542,1.257457993167771,6,0.02500657618993914,1.1171499161617306,6,0.02500657618993914,1.1171499161617306,7,0.0036198881902116398,0.9778410537147044,8,-0.0033055552558893114,0.9272048656627346,13,-0.0007789000209393198,0.9189475733660615,15,0.0006216708717541097,0.9299006538005605,15,0.0006216708717541097,0.9299006538005605,15,0.0006216708717541097,0.9299006538005605
sh.603605,181.4584704,6.298454370010414,0.7292877226870127,6.783200951127221,20,0.0139338009401769,1.1913427982816087,21,0.03187958888180081,1.6569140213829725,24,0.026427800238762983,1.5984261640746524,25,0.022157515109497292,1.4700256644682994,25,0.022157515109497292,1.4700256644682994,25,0.022157515109497292,1.4700256644682994,29,0.03885892047835006,2.376303385005915,30,0.04322408781480717,2.7798328268085024,30,0.04322408781480717,2.7798328268085024,30,0.04322408781480717,2.7798328268085024
sh.600398,48.21907596,2.632749819726618,0.12862898372049192,1.6223863588565153,34,0.0032794823737510533,1.0474732391095742,35,0.0015531298161336757,0.9876176254461703,45,0.004826970125081057,1.151275311305272,53,0.0033815054790183917,1.1062456461240782,56,0.0008093172900426882,0.9643173223572998,64,0.000563865576622382,0.942820330435674,81,0.006681189113363049,1.1831105333324077,82,0.008184116805182032,1.3368217443559096,82,0.008184116805182032,1.3368217443559096,82,0.008184116805182032,1.3368217443559096
sz.000703,87.71639474,2.345055317466159,0.11242089164334934,3.3965746229429605,34,0.016585218126864306,1.5829326008072027,35,0.019888178786145804,1.7921786270083264,40,0.018589797274479517,1.824600216204627,42,0.017611958292465896,1.8143920277494254,44,0.019555195198246462,2.034887396124925,50,0.01716327441745412,1.9873716346349335,67,0.017612356764525633,2.550727857804949,71,0.012589118255539237,1.8895260638821096,74,0.013876629207683585,1.9884798340402214,74,0.013876629207683585,1.9884798340402214
sz.002027,90.1537651,8.49269162153112,0.3065639443838697,3.4968254388746938,39,0.03062922117110184,2.249618829740476,41,0.0316018221785527,2.482121334490192,43,0.03253157474020234,2.7316200340887513,44,0.030938881367309476,2.6290560778651435,48,0.02869071245628337,2.66248192278561,52,0.03108139281160647,3.2735936050620387,70,0.03404836951570897,5.817124040827545,76,0.038150222801038726,8.505729102744862,77,0.03678010354319637,7.932877093183968,77,0.03678010354319637,7.932877093183968
sz.002511,231.1836947,7.500043097469593,0.286420552223549,11.77734118307627,49,0.012903880839001994,1.702266240664284,49,0.012903880839001994,1.702266240664284,55,0.00892314834636904,1.4732743303777676,63,0.00943395054972247,1.5954762321383182,72,0.008540034695646256,1.6083008646144532,75,0.007482992378837892,1.5225880169026682,85,0.0052702095108390365,1.3303290105111891,88,0.007214737948547848,1.509825671361883,89,0.010912517696877332,2.0176059163339737,89,0.010912517696877332,2.0176059163339737
sh.601899,19.36923017,3.062836420471251,0.15017910954417735,0.8691698938528346,27,0.016462775426153403,1.38274550302568,30,0.026624871368558248,1.862323106515946,39,0.031367862529887124,2.625924070648067,41,0.030425278281747726,2.6863689544499936,44,0.02502479187831499,2.311650216295775,55,0.02606301043289048,3.11782055342625,67,0.03108270293478536,5.284939596868211,69,0.0271676965098179,4.227951677494568,69,0.0271676965098179,4.227951677494568,69,0.0271676965098179,4.227951677494568
