date,open,high,low,close,volume,amount,turn,pctChg,adjustflag,flag
2017-11-17,31.7049012,32.5223388,30.22183584,30.44371176,25552116,1380171380.0,4.13595,-3.283251,2,
2017-11-20,29.778084,30.26270772,28.67454324,29.98828224,20228677,1021557943.0,3.274281,-1.49597,2,
2017-11-21,29.94157152,31.10350068,29.778084,30.52545552,19989680,1040856526.0,3.235596,1.791274,2,
2017-11-22,30.3035796,31.34289312,30.070026,30.55464972,17051375,896903839.0,2.759992,0.095645,2,
2017-11-23,30.25103004,30.4495506,29.1358116,29.1942,15482440,791418545.0,2.506039,-4.452516,2,
2017-11-24,28.902258,29.55036924,28.5519276,28.60447716,12056667,601094837.0,1.951532,-2.019997,2,
2017-11-27,28.80299772,29.42191476,27.9388494,28.21911372,12488649,613052002.0,2.021454,-1.347213,2,
2017-11-28,28.30085748,28.9898406,28.1432088,28.89058032,10069127,492606752.0,1.629822,2.37947,2,
2017-11-29,28.902258,28.902258,27.7928784,28.318374,11065560,536079812.0,1.791108,-1.980597,2,
2017-11-30,28.03227084,28.30669632,27.3257712,27.41919264,12066874,573913244.0,1.953184,-3.17526,2,
2017-12-01,27.5593248,28.2015972,27.442548,27.9680436,10236825,489956711.0,1.656967,2.001709,2,
2017-12-04,27.8512668,27.9388494,27.47758104,27.60603552,7485030,355076012.0,1.211552,-1.294369,2,
2017-12-05,27.6177132,27.90381636,25.03694592,25.66754064,23178837,1045587171.0,3.751804,-7.021996,2,f
2017-12-06,25.79015628,26.31565188,25.5157308,26.2455858,11046787,490239674.0,1.78807,2.252051,2,
2017-12-07,26.09377596,26.61343272,26.00035452,26.1871974,8182369,368840289.0,1.324425,-0.222474,2,
2017-12-08,26.25726348,26.66014344,26.10545364,26.14632552,9848137,444927807.0,1.594052,-0.156075,2,
2017-12-11,26.566722,28.71541512,26.4499452,28.33589052,25366746,1194844478.0,4.105946,8.374274,2,
2017-12-12,27.9680436,28.86722496,27.72865116,28.318374,19319716,939227498.0,3.127153,-0.061815,2,
2017-12-13,28.1140146,28.87890264,28.04394852,28.45850616,11175725,545799252.0,1.80894,0.494849,2,
2017-12-14,28.42347312,29.3109768,28.38844008,28.71541512,12521690,618534619.0,2.026802,0.902746,2,
2017-12-15,28.73877048,28.89641916,27.5009364,27.64106856,13349256,643489068.0,2.160755,-3.741359,2,
2017-12-18,27.880461,28.6978986,27.6761016,27.8512668,12351274,596030981.0,1.999218,0.760458,2,
2017-12-19,28.09065924,29.41607592,28.09065924,29.15916696,22342423,1111228681.0,3.616419,4.696012,2,b
2017-12-20,29.0190348,29.0774232,28.33005168,28.5519276,13569120,663962744.0,2.196343,-2.082493,2,
2017-12-21,28.4935392,28.91977452,28.10233692,28.62783252,10808795,529002370.0,1.749547,0.265843,2,
2017-12-22,28.6395102,29.00151828,27.83958912,27.8512668,11990370,580961212.0,1.940801,-2.712621,2,
2017-12-25,27.73449,28.07314272,26.7418872,26.858664,13792328,639559321.0,2.232472,-3.563943,2,
2017-12-26,27.08053992,27.50677524,26.60175504,27.37248192,8158829,379901304.0,1.320615,1.913046,2,
2017-12-27,27.43670916,27.6469074,26.7710814,26.99879616,7781479,363004511.0,1.259536,-1.365186,2,
2017-12-28,27.0338292,27.43670916,26.712693,27.09805644,7401817,344005101.0,1.198083,0.367643,2,
2017-12-29,27.02215152,27.26154396,26.566722,27.0922176,10455294,482245296.0,1.692329,-0.021543,2,f
2018-01-02,27.12725064,27.92717172,26.9754408,27.78120072,11265265,531701715.0,1.823433,2.543104,2,
2018-01-03,27.76952304,28.09649808,27.50677524,28.06146504,10895507,520370537.0,1.763583,1.008826,2,
2018-01-04,27.9096552,28.33589052,27.63522972,27.89213868,10021748,479154693.0,1.622153,-0.603414,2,
2018-01-05,28.4935392,28.80299772,27.9680436,28.06730388,15143889,736678322.0,2.45124,0.628008,2,
2018-01-08,28.2015972,28.2307914,27.150606,27.9680436,14732140,699552074.0,2.384593,-0.353647,2,
2018-01-09,27.93301056,27.93301056,27.3257712,27.588519,9051285,427036010.0,1.465071,-1.356997,2,
2018-01-10,27.81039492,30.23935236,27.81039492,29.55620808,37878722,1895427267.0,6.131176,7.132273,2,
2018-01-11,29.75472864,31.821678,29.41607592,31.24947168,47817348,2510227480.0,7.739875,5.728964,2,
2018-01-12,31.25531052,31.25531052,29.74305096,29.88902196,31945043,1659298089.0,5.170731,-4.353516,2,
2018-01-15,29.12997276,29.40439824,28.42347312,28.79132004,24508242,1214512049.0,3.966986,-3.672587,2,
2018-01-16,28.96648524,29.42191476,28.7854812,29.32849332,15332149,764635459.0,2.481713,1.865744,2,
2018-01-17,28.32421284,28.5227334,27.54764712,28.06146504,19590453,942210272.0,3.170976,-4.320124,2,
2018-01-18,28.02059316,28.27166328,27.68194044,27.77536188,9510289,454290601.0,1.539367,-1.019562,2,
2018-01-19,27.79871724,28.65702672,27.73449,28.30669632,12572115,608492416.0,2.034964,1.91297,2,
2018-01-22,28.2891798,30.02915412,28.07314272,29.59124112,22614485,1136994680.0,3.660456,4.537955,2,
2018-01-23,29.3693652,29.53869156,29.03071248,29.43359244,11938204,598542506.0,1.932357,-0.532755,2,
2018-01-24,29.43359244,31.09766184,29.20003884,30.72981492,33070142,1721370378.0,5.352843,4.403891,2,
2018-01-25,30.64223232,31.1210172,29.70801792,29.73721212,22336038,1164789064.0,3.615385,-3.230098,2,b
2018-01-26,29.7196956,30.33861264,29.486142,29.99995992,14058874,720594857.0,2.275616,0.883567,2,
2018-01-29,29.99412108,30.31525728,28.89058032,29.45110896,15074482,759085316.0,2.440006,-1.82951,2,
2018-01-30,29.778084,30.52545552,29.17668348,30.48458364,17689905,905904311.0,2.863347,3.509121,2,
2018-01-31,30.11673672,30.361968,29.55620808,30.06418716,17873168,917090799.0,2.89301,-1.379041,2,
2018-02-01,30.19264164,30.63639348,27.67026276,28.48770036,23782641,1187835422.0,3.849537,-5.243738,2,
2018-02-02,28.610316,29.0774232,27.73449,28.64534904,13115463,641828787.0,2.122912,0.553393,2,
2018-02-05,27.9096552,28.52857224,27.78120072,28.07898156,8627015,415894702.0,1.396397,-1.977173,2,
2018-02-06,27.0338292,27.43670916,25.27049952,25.2821772,23771760,1077001061.0,3.847776,-9.960493,2,
2018-02-07,26.02370988,26.26310232,24.4647396,25.55660268,17013342,748016009.0,2.753836,1.085453,2,
2018-02-08,25.6033134,26.27478,25.4281482,26.05874292,10083099,449750486.0,1.632084,1.964817,2,
2018-02-09,24.93768564,25.5741192,24.231186,25.35808212,14592762,627087298.0,2.362033,-2.688776,2,f
2018-02-12,25.5157308,26.25726348,25.5157308,26.13464784,9548485,426226196.0,1.54555,3.062395,2,
2018-02-13,26.3915568,26.6543046,25.87190004,26.01787104,8491271,381282750.0,1.374425,-0.446821,2,
2018-02-14,26.0412264,26.15216436,25.62082992,25.9536438,5286712,234556958.0,0.855725,-0.24686,2,
2018-02-22,26.27478,27.0630234,26.19303624,26.85282516,9942070,454471447.0,1.609256,3.464569,2,
2018-02-23,26.75356488,27.02799036,26.50249476,26.73604836,6385204,291932368.0,1.03353,-0.434879,2,
2018-02-26,27.004635,27.65274624,26.8878582,27.43670916,12104551,567596053.0,1.959283,2.620661,2,
2018-02-27,27.74616768,28.610316,27.48341988,27.5593248,15855234,760960297.0,2.566381,0.446902,2,
2018-02-28,27.43670916,28.318374,27.0338292,27.87462216,12142650,577088664.0,1.96545,1.14407,2,
2018-03-01,27.74032884,29.46278664,27.6469074,29.43943128,32284606,1595370302.0,5.225694,5.613733,2,
2018-03-02,29.12413392,29.48030316,28.4935392,28.76796468,21910877,1087039206.0,3.546567,-2.280837,2,
2018-03-05,29.3985594,29.9824434,29.11245624,29.59707996,22116619,1117298012.0,3.579869,2.882075,2,
2018-03-06,29.8072782,30.86994708,29.6613072,29.9824434,30825479,1599821956.0,4.989514,1.302032,2,
2018-03-07,29.3985594,29.57956344,28.96648524,28.9898406,18804095,941854972.0,3.043693,-3.310608,2,
2018-03-08,28.99567944,29.64379068,28.99567944,29.18252232,12507282,626610055.0,2.02447,0.664648,2,
2018-03-09,29.24091072,30.61887696,29.1066174,30.38532336,25707357,1322181186.0,4.161078,4.121652,2,
2018-03-12,30.35029032,31.58228556,30.35029032,30.51961668,27866650,1470802785.0,4.510589,0.441967,2,
2018-03-13,30.4787448,31.6465128,30.1284144,31.13853372,28326447,1504759366.0,4.585013,2.027934,2,
2018-03-14,30.86410824,31.1502114,29.8948608,30.0116376,18462143,968888485.0,2.988344,-3.618977,2,
2018-03-15,29.99995992,30.66558768,29.6029188,30.58968276,16503715,853118767.0,2.671346,1.926066,2,
2018-03-16,31.7340954,32.39388432,30.77652564,30.8290752,29033812,1570657592.0,4.699509,0.782592,2,b
2018-03-19,30.361968,31.39544268,30.04667064,30.68894304,18456255,972743951.0,2.987391,-0.454541,2,
2018-03-20,29.924055,31.0042404,29.7196956,30.70645956,15629275,812548925.0,2.529806,0.057075,2,
2018-03-21,30.5955216,31.237794,29.52701388,29.60875764,18508655,967073435.0,2.995872,-3.574826,2,
2018-03-22,29.78392284,30.86994708,29.62043532,30.13425324,19211363,993155704.0,3.109615,1.774801,2,
2018-03-23,28.86722496,29.59124112,27.65858508,28.72125396,24313551,1198010578.0,3.935472,-4.689018,2,f
2018-03-26,28.3767624,30.06418716,28.3767624,30.00579876,17339912,870891132.0,2.806696,4.472456,2,
2018-03-27,30.64807116,33.00696252,30.5371332,33.00696252,32031080,1761333119.0,5.184657,10.00194,2,
2018-03-28,33.62004072,34.86955248,33.20548308,34.02875952,63115294,3682036599.0,10.216051,3.095701,2,
2018-03-29,33.94701576,34.60096584,33.1062228,33.64923492,34574658,2004754508.0,5.596369,-1.115301,2,
2018-03-30,34.25647428,35.14397796,33.9820488,34.90458552,39853375,2360445893.0,6.4508,3.730692,2,
2018-04-02,35.60524632,38.34366228,35.33082084,36.69127056,47915066,3030385827.0,7.755692,5.118771,2,
2018-04-03,36.29422944,37.95246,36.10154772,37.93494348,32189285,2036698364.0,5.210265,3.389563,2,
2018-04-04,38.40205068,38.40788952,36.01396512,36.07819236,27981759,1768384348.0,4.529221,-4.894567,2,
2018-04-09,36.18913032,37.4853528,35.47679184,36.45187812,24201904,1522503912.0,3.917401,1.035765,2,
