time_stamp,BTC_open,BTC_close,BTC_pct,BTC_momentum,ETH_open,ETH_close,ETH_pct,ETH_momentum,UNI_open,UNI_close,UNI_pct,UNI_momentum,pos,trade_time,strategy_pct,BTC_net,ETH_net,UNI_net,strategy_net
2020-09-28,10774.26,10696.12,-0.007251548831705201,-0.021701411913413793,357.58,353.96,-0.00987440208117718,-0.07916439033273504,4.846,4.2503,-0.12288992529613263,-0.3840144927536232,UNI,2020-09-28,-0.12420559040818835,1.0,1.0,1.0,0.8757944095918117
2020-09-29,10696.11,10840.48,0.013496482836766965,-0.021674721248302276,353.91,359.79,0.01647078765962262,-0.06608695652173913,4.2475,4.3826,0.031127214549561133,-0.2344001118021103,empty,2020-09-29,0.0,1.013496482836767,1.0164707876596226,1.0311272145495611,0.8757944095918117
2020-09-30,10840.58,10776.59,-0.005893650465662037,-0.013158087521565442,359.78,359.83,0.00011117596375642691,-0.03021237602414839,4.3826,4.1554,-0.05184137270113631,-0.20440359946390962,empty,,0.0,1.007523288818749,1.016583794779071,0.9776721643178129,0.8757944095918117
2020-10-01,10776.59,10619.13,-0.01461130097739649,0.01938233041060866,359.83,352.85,-0.01939804907873155,0.036696439064519915,4.1554,4.2397,0.020286855657698277,-0.0017423653787289606,empty,,0.0,0.9928020628040821,0.9968640524353035,0.9975060583958779,0.8757944095918117
2020-10-02,10619.13,10570.4,-0.004588888166921379,0.003873837682497161,352.83,345.6,-0.020546974635114124,0.004038232474361747,4.2396,3.8904,-0.08238790480458524,-0.005140007671653235,ETH,2020-10-02,-0.020546974635114124,0.9882462051659853,0.9763815120352584,0.9153236242147613,0.857799484072354
2020-10-03,10570.4,10542.06,-0.0026810716718383976,0.029351283898975344,345.6,345.95,0.0010127314814813992,0.07866674981292077,3.89,3.9041,0.0035214887929262417,-0.10865296803652968,ETH,,0.0010127314814813992,0.985596646260513,0.9773703243304328,0.9185469260993342,0.8586682046146725
2020-10-04,10542.07,10666.63,0.011816476096702111,-0.006491050937379006,345.94,352.37,0.018557595028183327,0.00974295784737933,3.9001,3.7262,-0.045567480341179856,-0.27842757552285047,ETH,,0.018557595028183327,0.9972429254720402,0.9955079670019212,0.8766910571018516,0.8746030214194889
2020-10-05,10666.62,10792.21,0.011773165470256197,0.009875854686258512,352.34,353.62,0.0035474075545591788,0.004830643328028961,3.7235,3.319,-0.10928023187161184,-0.3246515413572083,ETH,,0.0020420864432273422,1.008983631447665,0.9990394394846877,0.7808860551019927,0.8763890363927352
2020-10-06,10792.2,10599.66,-0.0178415727640584,-0.012018343493093275,353.63,340.75,-0.036395000282789414,-0.03721179927667273,3.319,2.7143,-0.18219343175655311,-0.44246569714896067,BTC,2020-10-06,-0.01931481040491223,0.9909817765694475,0.9626793988021246,0.6386137449121239,0.8594617483138658
2020-10-07,10599.65,10666.39,0.006295484949517149,-0.010010905631482547,340.8,341.58,0.0024358033749083408,-0.04450474139136762,2.7143,2.9621,0.09129425634601906,-0.3887283833422758,empty,2020-10-07,0.0,0.9972204874290863,0.9650242965306814,0.6969155118462226,0.8594617483138658
2020-10-08,10666.4,10925.57,0.024298755248964188,0.0214517039823785,341.58,350.95,0.027431348439604264,-0.008503785738501524,2.9629,3.3499,0.1309206306336721,-0.21184386984448167,empty,,0.0,1.0214517039823785,0.9914962142614985,0.7881561301555183,0.8594617483138658
2020-10-09,10925.44,11050.64,0.011447457661247773,0.019386595427508757,350.94,365.02,0.04009118107992582,0.014536257261180019,3.3499,3.3834,0.010000298516373629,-0.22799251585816638,BTC,2020-10-09,0.011447457661247773,1.0331447291167264,1.0312464685275173,0.7960379267345834,0.8693004002891508
2020-10-10,11050.64,11293.22,0.021951669767542814,0.04794002555539367,365.01,370.52,0.015067667525067163,0.02970847344579375,3.38,3.2989,-0.02497487734231829,-0.20611734129085046,BTC,,0.021951669767542814,1.0558239810323742,1.0467849474516895,0.7761569771545538,0.888382995605091
2020-10-11,11293.22,11369.02,0.006711991796848116,0.07061689611107513,370.51,374.16,0.009824031091439256,0.060393935099900764,3.2956,3.3626,0.019309466791960883,-0.20687784513055174,BTC,,0.006711991796848116,1.0629106629319791,1.0570685953215053,0.7911441545302684,0.8943458149840517
2020-10-12,11369.02,11528.25,0.014005604704715013,0.09061624914856581,374.17,386.51,0.03300726961727585,0.11837384259259243,3.36,3.4599,0.028935942425504013,-0.11065700185070937,BTC,,0.01248459629765808,1.0777973695134309,1.0919595434512375,0.8140366562360304,0.9055113614346276
2020-10-13,11528.24,11420.56,-0.009341400472751782,0.0833328590427298,386.51,381.04,-0.014152285839952317,0.10143084260731339,3.4554,3.3546,-0.03043440561865951,-0.1407494685074665,ETH,2020-10-13,-0.014152285839952317,1.0677292326563277,1.0765058198666517,0.7892619344516857,0.8926963058162805
2020-10-14,11420.57,11417.89,-0.00023378888600911196,0.0704308671061058,381.05,378.69,-0.006167331513751928,0.0746942134687969,3.3511,3.1123,-0.07222917784534677,-0.16475229456282547,ETH,,-0.006167331513751928,1.0674796094284655,1.0698666515990507,0.7322541938216125,0.8871907517572097
2020-10-15,11417.89,11505.12,0.007639765315658353,0.06605783245507646,378.69,377.64,-0.002772716469935821,0.0679260222838074,3.1105,3.0793,-0.010603090961668227,-0.07222054835793912,ETH,,-0.002772716469935821,1.0756349031237495,1.066900214713527,0.724490035997459,0.8847308233478378
2020-10-16,11505.13,11319.32,-0.01614933177576605,0.06789463058249035,377.63,365.5,-0.03214701832432998,0.07263389581804836,3.0765,3.0426,-0.011918293118565848,0.12095199498950016,ETH,,-0.03359879779684338,1.05826411820361,1.0326025539608996,0.7158553513869609,0.855004931309539
