coin,time_period,coin_yield,strategy_yield,drawdown,is_win
"DOT,CAKE,FIL,UNI,XRP,ETH,EOS",10,"13.233,1.273,2.601,10.2,3.466,4.725,0.807",3.382,76.743,False
"DOT,CAKE,FIL,UNI,XRP,ETH,KSM",10,"13.233,1.273,2.601,10.2,3.466,4.725,10.041",3.382,76.743,False
"DOT,CAKE,FIL,UNI,XRP,ETH,ADA",10,"13.233,1.273,2.601,10.2,3.466,4.725,7.418",3.382,76.743,False
"DOT,CAKE,FIL,UNI,XRP,EOS,KSM",10,"13.233,1.273,2.601,10.2,3.466,0.807,10.041",3.382,76.743,False
"DOT,CAKE,FIL,UNI,XRP,EOS,ADA",10,"13.233,1.273,2.601,10.2,3.466,0.807,7.418",3.382,76.743,False
"DOT,CAKE,FIL,UNI,XRP,KSM,ADA",10,"13.233,1.273,2.601,10.2,3.466,10.041,7.418",3.382,76.743,False
"DOT,CAKE,FIL,UNI,ETH,EOS,KSM",10,"13.233,1.273,2.601,10.2,4.725,0.807,10.041",0.92,61.088,False
"DOT,CAKE,FIL,UNI,ETH,EOS,ADA",10,"13.233,1.273,2.601,10.2,4.725,0.807,7.418",0.92,61.088,False
"DOT,CAKE,FIL,UNI,ETH,KSM,ADA",10,"13.233,1.273,2.601,10.2,4.725,10.041,7.418",0.92,61.088,False
"DOT,CAKE,FIL,UNI,EOS,KSM,ADA",10,"13.233,1.273,2.601,10.2,0.807,10.041,7.418",0.92,61.088,False
"DOT,CAKE,FIL,XRP,ETH,EOS,KSM",10,"13.233,1.273,2.601,3.466,4.725,0.807,10.041",3.382,76.743,False
"DOT,CAKE,FIL,XRP,ETH,EOS,ADA",10,"13.233,1.273,2.601,3.466,4.725,0.807,7.418",3.382,76.743,False
"DOT,CAKE,FIL,XRP,ETH,KSM,ADA",10,"13.233,1.273,2.601,3.466,4.725,10.041,7.418",3.382,76.743,False
"DOT,CAKE,FIL,XRP,EOS,KSM,ADA",10,"13.233,1.273,2.601,3.466,0.807,10.041,7.418",3.382,76.743,False
"DOT,CAKE,FIL,ETH,EOS,KSM,ADA",10,"13.233,1.273,2.601,4.725,0.807,10.041,7.418",0.92,61.088,False
"DOT,CAKE,UNI,XRP,ETH,EOS,KSM",10,"13.233,1.273,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"DOT,CAKE,UNI,XRP,ETH,EOS,ADA",10,"13.233,1.273,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"DOT,CAKE,UNI,XRP,ETH,KSM,ADA",10,"13.233,1.273,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"DOT,CAKE,UNI,XRP,EOS,KSM,ADA",10,"13.233,1.273,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"DOT,CAKE,UNI,ETH,EOS,KSM,ADA",10,"13.233,1.273,10.2,4.725,0.807,10.041,7.418",0.92,61.088,False
"DOT,CAKE,XRP,ETH,EOS,KSM,ADA",10,"13.233,1.273,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"DOT,FIL,UNI,XRP,ETH,EOS,KSM",10,"13.233,2.601,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"DOT,FIL,UNI,XRP,ETH,EOS,ADA",10,"13.233,2.601,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"DOT,FIL,UNI,XRP,ETH,KSM,ADA",10,"13.233,2.601,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"DOT,FIL,UNI,XRP,EOS,KSM,ADA",10,"13.233,2.601,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"DOT,FIL,UNI,ETH,EOS,KSM,ADA",10,"13.233,2.601,10.2,4.725,0.807,10.041,7.418",0.789,79.887,False
"DOT,FIL,XRP,ETH,EOS,KSM,ADA",10,"13.233,2.601,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"DOT,UNI,XRP,ETH,EOS,KSM,ADA",10,"13.233,10.2,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BNB,BTC,CAKE,FIL,UNI,XRP,ETH",10,"42.908,8.396,1.273,2.601,10.2,3.466,4.725",3.382,76.743,False
"BNB,BTC,CAKE,FIL,UNI,XRP,EOS",10,"42.908,8.396,1.273,2.601,10.2,3.466,0.807",3.382,76.743,False
"BNB,BTC,CAKE,FIL,UNI,XRP,KSM",10,"42.908,8.396,1.273,2.601,10.2,3.466,10.041",3.382,76.743,False
"BNB,BTC,CAKE,FIL,UNI,XRP,ADA",10,"42.908,8.396,1.273,2.601,10.2,3.466,7.418",3.382,76.743,False
"BNB,BTC,CAKE,FIL,UNI,ETH,EOS",10,"42.908,8.396,1.273,2.601,10.2,4.725,0.807",0.927,64.195,False
"BNB,BTC,CAKE,FIL,UNI,ETH,KSM",10,"42.908,8.396,1.273,2.601,10.2,4.725,10.041",0.927,64.195,False
"BNB,BTC,CAKE,FIL,UNI,ETH,ADA",10,"42.908,8.396,1.273,2.601,10.2,4.725,7.418",0.927,64.195,False
"BNB,BTC,CAKE,FIL,UNI,EOS,KSM",10,"42.908,8.396,1.273,2.601,10.2,0.807,10.041",0.927,64.195,False
"BNB,BTC,CAKE,FIL,UNI,EOS,ADA",10,"42.908,8.396,1.273,2.601,10.2,0.807,7.418",0.927,64.195,False
"BNB,BTC,CAKE,FIL,UNI,KSM,ADA",10,"42.908,8.396,1.273,2.601,10.2,10.041,7.418",0.927,64.195,False
"BNB,BTC,CAKE,FIL,XRP,ETH,EOS",10,"42.908,8.396,1.273,2.601,3.466,4.725,0.807",3.382,76.743,False
"BNB,BTC,CAKE,FIL,XRP,ETH,KSM",10,"42.908,8.396,1.273,2.601,3.466,4.725,10.041",3.382,76.743,False
"BNB,BTC,CAKE,FIL,XRP,ETH,ADA",10,"42.908,8.396,1.273,2.601,3.466,4.725,7.418",3.382,76.743,False
"BNB,BTC,CAKE,FIL,XRP,EOS,KSM",10,"42.908,8.396,1.273,2.601,3.466,0.807,10.041",3.382,76.743,False
"BNB,BTC,CAKE,FIL,XRP,EOS,ADA",10,"42.908,8.396,1.273,2.601,3.466,0.807,7.418",3.382,76.743,False
"BNB,BTC,CAKE,FIL,XRP,KSM,ADA",10,"42.908,8.396,1.273,2.601,3.466,10.041,7.418",3.382,76.743,False
"BNB,BTC,CAKE,FIL,ETH,EOS,KSM",10,"42.908,8.396,1.273,2.601,4.725,0.807,10.041",0.927,64.195,False
"BNB,BTC,CAKE,FIL,ETH,EOS,ADA",10,"42.908,8.396,1.273,2.601,4.725,0.807,7.418",0.927,64.195,False
"BNB,BTC,CAKE,FIL,ETH,KSM,ADA",10,"42.908,8.396,1.273,2.601,4.725,10.041,7.418",0.927,64.195,False
"BNB,BTC,CAKE,FIL,EOS,KSM,ADA",10,"42.908,8.396,1.273,2.601,0.807,10.041,7.418",0.927,64.195,False
"BNB,BTC,CAKE,UNI,XRP,ETH,EOS",10,"42.908,8.396,1.273,10.2,3.466,4.725,0.807",3.382,76.743,False
"BNB,BTC,CAKE,UNI,XRP,ETH,KSM",10,"42.908,8.396,1.273,10.2,3.466,4.725,10.041",3.382,76.743,False
"BNB,BTC,CAKE,UNI,XRP,ETH,ADA",10,"42.908,8.396,1.273,10.2,3.466,4.725,7.418",3.382,76.743,False
"BNB,BTC,CAKE,UNI,XRP,EOS,KSM",10,"42.908,8.396,1.273,10.2,3.466,0.807,10.041",3.382,76.743,False
"BNB,BTC,CAKE,UNI,XRP,EOS,ADA",10,"42.908,8.396,1.273,10.2,3.466,0.807,7.418",3.382,76.743,False
"BNB,BTC,CAKE,UNI,XRP,KSM,ADA",10,"42.908,8.396,1.273,10.2,3.466,10.041,7.418",3.382,76.743,False
"BNB,BTC,CAKE,UNI,ETH,EOS,KSM",10,"42.908,8.396,1.273,10.2,4.725,0.807,10.041",0.927,64.195,False
"BNB,BTC,CAKE,UNI,ETH,EOS,ADA",10,"42.908,8.396,1.273,10.2,4.725,0.807,7.418",0.927,64.195,False
"BNB,BTC,CAKE,UNI,ETH,KSM,ADA",10,"42.908,8.396,1.273,10.2,4.725,10.041,7.418",0.927,64.195,False
"BNB,BTC,CAKE,UNI,EOS,KSM,ADA",10,"42.908,8.396,1.273,10.2,0.807,10.041,7.418",0.927,64.195,False
"BNB,BTC,CAKE,XRP,ETH,EOS,KSM",10,"42.908,8.396,1.273,3.466,4.725,0.807,10.041",3.382,76.743,False
"BNB,BTC,CAKE,XRP,ETH,EOS,ADA",10,"42.908,8.396,1.273,3.466,4.725,0.807,7.418",3.382,76.743,False
"BNB,BTC,CAKE,XRP,ETH,KSM,ADA",10,"42.908,8.396,1.273,3.466,4.725,10.041,7.418",3.382,76.743,False
"BNB,BTC,CAKE,XRP,EOS,KSM,ADA",10,"42.908,8.396,1.273,3.466,0.807,10.041,7.418",3.382,76.743,False
"BNB,BTC,CAKE,ETH,EOS,KSM,ADA",10,"42.908,8.396,1.273,4.725,0.807,10.041,7.418",0.927,64.195,False
"BNB,BTC,FIL,UNI,XRP,ETH,EOS",10,"42.908,8.396,2.601,10.2,3.466,4.725,0.807",3.382,76.743,False
"BNB,BTC,FIL,UNI,XRP,ETH,KSM",10,"42.908,8.396,2.601,10.2,3.466,4.725,10.041",3.382,76.743,False
"BNB,BTC,FIL,UNI,XRP,ETH,ADA",10,"42.908,8.396,2.601,10.2,3.466,4.725,7.418",3.382,76.743,False
"BNB,BTC,FIL,UNI,XRP,EOS,KSM",10,"42.908,8.396,2.601,10.2,3.466,0.807,10.041",3.382,76.743,False
"BNB,BTC,FIL,UNI,XRP,EOS,ADA",10,"42.908,8.396,2.601,10.2,3.466,0.807,7.418",3.382,76.743,False
"BNB,BTC,FIL,UNI,XRP,KSM,ADA",10,"42.908,8.396,2.601,10.2,3.466,10.041,7.418",3.382,76.743,False
"BNB,BTC,FIL,UNI,ETH,EOS,KSM",10,"42.908,8.396,2.601,10.2,4.725,0.807,10.041",0.97,94.742,False
"BNB,BTC,FIL,UNI,ETH,EOS,ADA",10,"42.908,8.396,2.601,10.2,4.725,0.807,7.418",0.97,94.742,False
"BNB,BTC,FIL,UNI,ETH,KSM,ADA",10,"42.908,8.396,2.601,10.2,4.725,10.041,7.418",0.97,94.742,False
"BNB,BTC,FIL,UNI,EOS,KSM,ADA",10,"42.908,8.396,2.601,10.2,0.807,10.041,7.418",0.97,94.742,False
"BNB,BTC,FIL,XRP,ETH,EOS,KSM",10,"42.908,8.396,2.601,3.466,4.725,0.807,10.041",3.382,76.743,False
"BNB,BTC,FIL,XRP,ETH,EOS,ADA",10,"42.908,8.396,2.601,3.466,4.725,0.807,7.418",3.382,76.743,False
"BNB,BTC,FIL,XRP,ETH,KSM,ADA",10,"42.908,8.396,2.601,3.466,4.725,10.041,7.418",3.382,76.743,False
"BNB,BTC,FIL,XRP,EOS,KSM,ADA",10,"42.908,8.396,2.601,3.466,0.807,10.041,7.418",3.382,76.743,False
"BNB,BTC,FIL,ETH,EOS,KSM,ADA",10,"42.908,8.396,2.601,4.725,0.807,10.041,7.418",7.692,63.341,False
"BNB,BTC,UNI,XRP,ETH,EOS,KSM",10,"42.908,8.396,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"BNB,BTC,UNI,XRP,ETH,EOS,ADA",10,"42.908,8.396,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"BNB,BTC,UNI,XRP,ETH,KSM,ADA",10,"42.908,8.396,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"BNB,BTC,UNI,XRP,EOS,KSM,ADA",10,"42.908,8.396,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"BNB,BTC,UNI,ETH,EOS,KSM,ADA",10,"42.908,8.396,10.2,4.725,0.807,10.041,7.418",0.97,94.742,False
"BNB,BTC,XRP,ETH,EOS,KSM,ADA",10,"42.908,8.396,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BNB,CAKE,FIL,UNI,XRP,ETH,EOS",10,"42.908,1.273,2.601,10.2,3.466,4.725,0.807",3.382,76.743,False
"BNB,CAKE,FIL,UNI,XRP,ETH,KSM",10,"42.908,1.273,2.601,10.2,3.466,4.725,10.041",3.382,76.743,False
"BNB,CAKE,FIL,UNI,XRP,ETH,ADA",10,"42.908,1.273,2.601,10.2,3.466,4.725,7.418",3.382,76.743,False
"BNB,CAKE,FIL,UNI,XRP,EOS,KSM",10,"42.908,1.273,2.601,10.2,3.466,0.807,10.041",3.382,76.743,False
"BNB,CAKE,FIL,UNI,XRP,EOS,ADA",10,"42.908,1.273,2.601,10.2,3.466,0.807,7.418",3.382,76.743,False
"BNB,CAKE,FIL,UNI,XRP,KSM,ADA",10,"42.908,1.273,2.601,10.2,3.466,10.041,7.418",3.382,76.743,False
"BNB,CAKE,FIL,UNI,ETH,EOS,KSM",10,"42.908,1.273,2.601,10.2,4.725,0.807,10.041",0.927,64.195,False
"BNB,CAKE,FIL,UNI,ETH,EOS,ADA",10,"42.908,1.273,2.601,10.2,4.725,0.807,7.418",0.927,64.195,False
"BNB,CAKE,FIL,UNI,ETH,KSM,ADA",10,"42.908,1.273,2.601,10.2,4.725,10.041,7.418",0.927,64.195,False
"BNB,CAKE,FIL,UNI,EOS,KSM,ADA",10,"42.908,1.273,2.601,10.2,0.807,10.041,7.418",0.927,64.195,False
"BNB,CAKE,FIL,XRP,ETH,EOS,KSM",10,"42.908,1.273,2.601,3.466,4.725,0.807,10.041",3.382,76.743,False
"BNB,CAKE,FIL,XRP,ETH,EOS,ADA",10,"42.908,1.273,2.601,3.466,4.725,0.807,7.418",3.382,76.743,False
"BNB,CAKE,FIL,XRP,ETH,KSM,ADA",10,"42.908,1.273,2.601,3.466,4.725,10.041,7.418",3.382,76.743,False
"BNB,CAKE,FIL,XRP,EOS,KSM,ADA",10,"42.908,1.273,2.601,3.466,0.807,10.041,7.418",3.382,76.743,False
"BNB,CAKE,FIL,ETH,EOS,KSM,ADA",10,"42.908,1.273,2.601,4.725,0.807,10.041,7.418",0.927,64.195,False
"BNB,CAKE,UNI,XRP,ETH,EOS,KSM",10,"42.908,1.273,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"BNB,CAKE,UNI,XRP,ETH,EOS,ADA",10,"42.908,1.273,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"BNB,CAKE,UNI,XRP,ETH,KSM,ADA",10,"42.908,1.273,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"BNB,CAKE,UNI,XRP,EOS,KSM,ADA",10,"42.908,1.273,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"BNB,CAKE,UNI,ETH,EOS,KSM,ADA",10,"42.908,1.273,10.2,4.725,0.807,10.041,7.418",0.927,64.195,False
"BNB,CAKE,XRP,ETH,EOS,KSM,ADA",10,"42.908,1.273,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BNB,FIL,UNI,XRP,ETH,EOS,KSM",10,"42.908,2.601,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"BNB,FIL,UNI,XRP,ETH,EOS,ADA",10,"42.908,2.601,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"BNB,FIL,UNI,XRP,ETH,KSM,ADA",10,"42.908,2.601,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"BNB,FIL,UNI,XRP,EOS,KSM,ADA",10,"42.908,2.601,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"BNB,FIL,UNI,ETH,EOS,KSM,ADA",10,"42.908,2.601,10.2,4.725,0.807,10.041,7.418",0.97,94.742,False
"BNB,FIL,XRP,ETH,EOS,KSM,ADA",10,"42.908,2.601,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BNB,UNI,XRP,ETH,EOS,KSM,ADA",10,"42.908,10.2,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BTC,CAKE,FIL,UNI,XRP,ETH,EOS",10,"8.396,1.273,2.601,10.2,3.466,4.725,0.807",3.382,76.743,False
"BTC,CAKE,FIL,UNI,XRP,ETH,KSM",10,"8.396,1.273,2.601,10.2,3.466,4.725,10.041",3.382,76.743,False
"BTC,CAKE,FIL,UNI,XRP,ETH,ADA",10,"8.396,1.273,2.601,10.2,3.466,4.725,7.418",3.382,76.743,False
"BTC,CAKE,FIL,UNI,XRP,EOS,KSM",10,"8.396,1.273,2.601,10.2,3.466,0.807,10.041",3.382,76.743,False
"BTC,CAKE,FIL,UNI,XRP,EOS,ADA",10,"8.396,1.273,2.601,10.2,3.466,0.807,7.418",3.382,76.743,False
"BTC,CAKE,FIL,UNI,XRP,KSM,ADA",10,"8.396,1.273,2.601,10.2,3.466,10.041,7.418",3.382,76.743,False
"BTC,CAKE,FIL,UNI,ETH,EOS,KSM",10,"8.396,1.273,2.601,10.2,4.725,0.807,10.041",0.92,61.088,False
"BTC,CAKE,FIL,UNI,ETH,EOS,ADA",10,"8.396,1.273,2.601,10.2,4.725,0.807,7.418",0.92,61.088,False
"BTC,CAKE,FIL,UNI,ETH,KSM,ADA",10,"8.396,1.273,2.601,10.2,4.725,10.041,7.418",0.92,61.088,False
"BTC,CAKE,FIL,UNI,EOS,KSM,ADA",10,"8.396,1.273,2.601,10.2,0.807,10.041,7.418",0.92,61.088,False
"BTC,CAKE,FIL,XRP,ETH,EOS,KSM",10,"8.396,1.273,2.601,3.466,4.725,0.807,10.041",3.382,76.743,False
"BTC,CAKE,FIL,XRP,ETH,EOS,ADA",10,"8.396,1.273,2.601,3.466,4.725,0.807,7.418",3.382,76.743,False
"BTC,CAKE,FIL,XRP,ETH,KSM,ADA",10,"8.396,1.273,2.601,3.466,4.725,10.041,7.418",3.382,76.743,False
"BTC,CAKE,FIL,XRP,EOS,KSM,ADA",10,"8.396,1.273,2.601,3.466,0.807,10.041,7.418",3.382,76.743,False
"BTC,CAKE,FIL,ETH,EOS,KSM,ADA",10,"8.396,1.273,2.601,4.725,0.807,10.041,7.418",0.92,61.088,False
"BTC,CAKE,UNI,XRP,ETH,EOS,KSM",10,"8.396,1.273,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"BTC,CAKE,UNI,XRP,ETH,EOS,ADA",10,"8.396,1.273,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"BTC,CAKE,UNI,XRP,ETH,KSM,ADA",10,"8.396,1.273,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"BTC,CAKE,UNI,XRP,EOS,KSM,ADA",10,"8.396,1.273,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"BTC,CAKE,UNI,ETH,EOS,KSM,ADA",10,"8.396,1.273,10.2,4.725,0.807,10.041,7.418",0.92,61.088,False
"BTC,CAKE,XRP,ETH,EOS,KSM,ADA",10,"8.396,1.273,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BTC,FIL,UNI,XRP,ETH,EOS,KSM",10,"8.396,2.601,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"BTC,FIL,UNI,XRP,ETH,EOS,ADA",10,"8.396,2.601,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"BTC,FIL,UNI,XRP,ETH,KSM,ADA",10,"8.396,2.601,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"BTC,FIL,UNI,XRP,EOS,KSM,ADA",10,"8.396,2.601,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"BTC,FIL,UNI,ETH,EOS,KSM,ADA",10,"8.396,2.601,10.2,4.725,0.807,10.041,7.418",0.789,79.887,False
"BTC,FIL,XRP,ETH,EOS,KSM,ADA",10,"8.396,2.601,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"BTC,UNI,XRP,ETH,EOS,KSM,ADA",10,"8.396,10.2,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"CAKE,FIL,UNI,XRP,ETH,EOS,KSM",10,"1.273,2.601,10.2,3.466,4.725,0.807,10.041",3.382,76.743,False
"CAKE,FIL,UNI,XRP,ETH,EOS,ADA",10,"1.273,2.601,10.2,3.466,4.725,0.807,7.418",3.382,76.743,False
"CAKE,FIL,UNI,XRP,ETH,KSM,ADA",10,"1.273,2.601,10.2,3.466,4.725,10.041,7.418",3.382,76.743,False
"CAKE,FIL,UNI,XRP,EOS,KSM,ADA",10,"1.273,2.601,10.2,3.466,0.807,10.041,7.418",3.382,76.743,False
"CAKE,FIL,UNI,ETH,EOS,KSM,ADA",10,"1.273,2.601,10.2,4.725,0.807,10.041,7.418",15.193,48.584,False
"CAKE,FIL,XRP,ETH,EOS,KSM,ADA",10,"1.273,2.601,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"CAKE,UNI,XRP,ETH,EOS,KSM,ADA",10,"1.273,10.2,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"FIL,UNI,XRP,ETH,EOS,KSM,ADA",10,"2.601,10.2,3.466,4.725,0.807,10.041,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,FIL,UNI,XRP",10,"3.109,13.233,42.908,8.396,1.273,2.601,10.2,3.466",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,FIL,UNI,ETH",10,"3.109,13.233,42.908,8.396,1.273,2.601,10.2,4.725",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,UNI,EOS",10,"3.109,13.233,42.908,8.396,1.273,2.601,10.2,0.807",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,UNI,KSM",10,"3.109,13.233,42.908,8.396,1.273,2.601,10.2,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,UNI,ADA",10,"3.109,13.233,42.908,8.396,1.273,2.601,10.2,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,XRP,ETH",10,"3.109,13.233,42.908,8.396,1.273,2.601,3.466,4.725",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,FIL,XRP,EOS",10,"3.109,13.233,42.908,8.396,1.273,2.601,3.466,0.807",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,FIL,XRP,KSM",10,"3.109,13.233,42.908,8.396,1.273,2.601,3.466,10.041",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,FIL,XRP,ADA",10,"3.109,13.233,42.908,8.396,1.273,2.601,3.466,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,FIL,ETH,EOS",10,"3.109,13.233,42.908,8.396,1.273,2.601,4.725,0.807",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,ETH,KSM",10,"3.109,13.233,42.908,8.396,1.273,2.601,4.725,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,ETH,ADA",10,"3.109,13.233,42.908,8.396,1.273,2.601,4.725,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,EOS,KSM",10,"3.109,13.233,42.908,8.396,1.273,2.601,0.807,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,EOS,ADA",10,"3.109,13.233,42.908,8.396,1.273,2.601,0.807,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,FIL,KSM,ADA",10,"3.109,13.233,42.908,8.396,1.273,2.601,10.041,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,UNI,XRP,ETH",10,"3.109,13.233,42.908,8.396,1.273,10.2,3.466,4.725",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,UNI,XRP,EOS",10,"3.109,13.233,42.908,8.396,1.273,10.2,3.466,0.807",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,UNI,XRP,KSM",10,"3.109,13.233,42.908,8.396,1.273,10.2,3.466,10.041",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,UNI,XRP,ADA",10,"3.109,13.233,42.908,8.396,1.273,10.2,3.466,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,UNI,ETH,EOS",10,"3.109,13.233,42.908,8.396,1.273,10.2,4.725,0.807",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,UNI,ETH,KSM",10,"3.109,13.233,42.908,8.396,1.273,10.2,4.725,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,UNI,ETH,ADA",10,"3.109,13.233,42.908,8.396,1.273,10.2,4.725,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,UNI,EOS,KSM",10,"3.109,13.233,42.908,8.396,1.273,10.2,0.807,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,UNI,EOS,ADA",10,"3.109,13.233,42.908,8.396,1.273,10.2,0.807,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,UNI,KSM,ADA",10,"3.109,13.233,42.908,8.396,1.273,10.2,10.041,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,XRP,ETH,EOS",10,"3.109,13.233,42.908,8.396,1.273,3.466,4.725,0.807",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,XRP,ETH,KSM",10,"3.109,13.233,42.908,8.396,1.273,3.466,4.725,10.041",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,XRP,ETH,ADA",10,"3.109,13.233,42.908,8.396,1.273,3.466,4.725,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,XRP,EOS,KSM",10,"3.109,13.233,42.908,8.396,1.273,3.466,0.807,10.041",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,XRP,EOS,ADA",10,"3.109,13.233,42.908,8.396,1.273,3.466,0.807,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,XRP,KSM,ADA",10,"3.109,13.233,42.908,8.396,1.273,3.466,10.041,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,CAKE,ETH,EOS,KSM",10,"3.109,13.233,42.908,8.396,1.273,4.725,0.807,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,ETH,EOS,ADA",10,"3.109,13.233,42.908,8.396,1.273,4.725,0.807,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,ETH,KSM,ADA",10,"3.109,13.233,42.908,8.396,1.273,4.725,10.041,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,CAKE,EOS,KSM,ADA",10,"3.109,13.233,42.908,8.396,1.273,0.807,10.041,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,FIL,UNI,XRP,ETH",10,"3.109,13.233,42.908,8.396,2.601,10.2,3.466,4.725",3.382,76.743,False
"LTC,DOT,BNB,BTC,FIL,UNI,XRP,EOS",10,"3.109,13.233,42.908,8.396,2.601,10.2,3.466,0.807",3.382,76.743,False
"LTC,DOT,BNB,BTC,FIL,UNI,XRP,KSM",10,"3.109,13.233,42.908,8.396,2.601,10.2,3.466,10.041",3.382,76.743,False
"LTC,DOT,BNB,BTC,FIL,UNI,XRP,ADA",10,"3.109,13.233,42.908,8.396,2.601,10.2,3.466,7.418",3.382,76.743,False
"LTC,DOT,BNB,BTC,FIL,UNI,ETH,EOS",10,"3.109,13.233,42.908,8.396,2.601,10.2,4.725,0.807",43.233,76.067,False
"LTC,DOT,BNB,BTC,FIL,UNI,ETH,KSM",10,"3.109,13.233,42.908,8.396,2.601,10.2,4.725,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,FIL,UNI,ETH,ADA",10,"3.109,13.233,42.908,8.396,2.601,10.2,4.725,7.418",43.233,76.067,False
"LTC,DOT,BNB,BTC,FIL,UNI,EOS,KSM",10,"3.109,13.233,42.908,8.396,2.601,10.2,0.807,10.041",43.233,76.067,False
"LTC,DOT,BNB,BTC,FIL,UNI,EOS,ADA",10,"3.109,13.233,42.908,8.396,2.601,10.2,0.807,7.418",43.233,76.067,False
