coin,time_period,coin_yield,strategy_yield,drawdown,is_win
"LTC,DOT,CAKE,XRP,KSM",10,"3.109,13.233,1.273,3.466,10.041",3.382,76.743,False
"LTC,DOT,CAKE,XRP,ADA",10,"3.109,13.233,1.273,3.466,7.418",3.382,76.743,False
"LTC,DOT,CAKE,ETH,EOS",10,"3.109,13.233,1.273,4.725,0.807",0.92,61.088,False
"LTC,DOT,CAKE,ETH,KSM",10,"3.109,13.233,1.273,4.725,10.041",0.92,61.088,False
"LTC,DOT,CAKE,ETH,ADA",10,"3.109,13.233,1.273,4.725,7.418",0.92,61.088,False
"LTC,DOT,CAKE,EOS,KSM",10,"3.109,13.233,1.273,0.807,10.041",0.92,61.088,False
"LTC,DOT,CAKE,EOS,ADA",10,"3.109,13.233,1.273,0.807,7.418",0.92,61.088,False
"LTC,DOT,CAKE,KSM,ADA",10,"3.109,13.233,1.273,10.041,7.418",0.92,61.088,False
"LTC,DOT,FIL,UNI,XRP",10,"3.109,13.233,2.601,10.2,3.466",3.382,76.743,False
"LTC,DOT,FIL,UNI,ETH",10,"3.109,13.233,2.601,10.2,4.725",0.961,94.742,False
"LTC,DOT,FIL,UNI,EOS",10,"3.109,13.233,2.601,10.2,0.807",0.961,94.742,False
"LTC,DOT,FIL,UNI,KSM",10,"3.109,13.233,2.601,10.2,10.041",0.961,94.742,False
"LTC,DOT,FIL,UNI,ADA",10,"3.109,13.233,2.601,10.2,7.418",0.961,94.742,False
"LTC,DOT,FIL,XRP,ETH",10,"3.109,13.233,2.601,3.466,4.725",3.382,76.743,False
"LTC,DOT,FIL,XRP,EOS",10,"3.109,13.233,2.601,3.466,0.807",3.382,76.743,False
"LTC,DOT,FIL,XRP,KSM",10,"3.109,13.233,2.601,3.466,10.041",3.382,76.743,False
"LTC,DOT,FIL,XRP,ADA",10,"3.109,13.233,2.601,3.466,7.418",3.382,76.743,False
"LTC,DOT,FIL,ETH,EOS",10,"3.109,13.233,2.601,4.725,0.807",4.844,81.639,False
"LTC,DOT,FIL,ETH,KSM",10,"3.109,13.233,2.601,4.725,10.041",4.844,81.639,False
"LTC,DOT,FIL,ETH,ADA",10,"3.109,13.233,2.601,4.725,7.418",4.844,81.639,False
"LTC,DOT,FIL,EOS,KSM",10,"3.109,13.233,2.601,0.807,10.041",1.329,79.385,False
"LTC,DOT,FIL,EOS,ADA",10,"3.109,13.233,2.601,0.807,7.418",1.329,79.385,False
"LTC,DOT,FIL,KSM,ADA",10,"3.109,13.233,2.601,10.041,7.418",14.95,76.273,False
"LTC,DOT,UNI,XRP,ETH",10,"3.109,13.233,10.2,3.466,4.725",3.382,76.743,False
"LTC,DOT,UNI,XRP,EOS",10,"3.109,13.233,10.2,3.466,0.807",3.382,76.743,False
"LTC,DOT,UNI,XRP,KSM",10,"3.109,13.233,10.2,3.466,10.041",3.382,76.743,False
"LTC,DOT,UNI,XRP,ADA",10,"3.109,13.233,10.2,3.466,7.418",3.382,76.743,False
"LTC,DOT,UNI,ETH,EOS",10,"3.109,13.233,10.2,4.725,0.807",0.961,94.742,False
"LTC,DOT,UNI,ETH,KSM",10,"3.109,13.233,10.2,4.725,10.041",0.961,94.742,False
"LTC,DOT,UNI,ETH,ADA",10,"3.109,13.233,10.2,4.725,7.418",0.961,94.742,False
"LTC,DOT,UNI,EOS,KSM",10,"3.109,13.233,10.2,0.807,10.041",0.961,94.742,False
"LTC,DOT,UNI,EOS,ADA",10,"3.109,13.233,10.2,0.807,7.418",0.961,94.742,False
"LTC,DOT,UNI,KSM,ADA",10,"3.109,13.233,10.2,10.041,7.418",0.961,94.742,False
"LTC,DOT,XRP,ETH,EOS",10,"3.109,13.233,3.466,4.725,0.807",3.382,76.743,False
"LTC,DOT,XRP,ETH,KSM",10,"3.109,13.233,3.466,4.725,10.041",3.382,76.743,False
"LTC,DOT,XRP,ETH,ADA",10,"3.109,13.233,3.466,4.725,7.418",3.382,76.743,False
"LTC,DOT,XRP,EOS,KSM",10,"3.109,13.233,3.466,0.807,10.041",3.382,76.743,False
"LTC,DOT,XRP,EOS,ADA",10,"3.109,13.233,3.466,0.807,7.418",3.382,76.743,False
"LTC,DOT,XRP,KSM,ADA",10,"3.109,13.233,3.466,10.041,7.418",3.382,76.743,False
"LTC,DOT,ETH,EOS,KSM",10,"3.109,13.233,4.725,0.807,10.041",4.844,81.639,False
"LTC,DOT,ETH,EOS,ADA",10,"3.109,13.233,4.725,0.807,7.418",4.844,81.639,False
"LTC,DOT,ETH,KSM,ADA",10,"3.109,13.233,4.725,10.041,7.418",4.844,81.639,False
"LTC,DOT,EOS,KSM,ADA",10,"3.109,13.233,0.807,10.041,7.418",1.329,79.385,False
"LTC,BNB,BTC,CAKE,FIL",10,"3.109,42.908,8.396,1.273,2.601",43.233,76.067,False
"LTC,BNB,BTC,CAKE,UNI",10,"3.109,42.908,8.396,1.273,10.2",43.233,76.067,False
"LTC,BNB,BTC,CAKE,XRP",10,"3.109,42.908,8.396,1.273,3.466",3.382,76.743,False
"LTC,BNB,BTC,CAKE,ETH",10,"3.109,42.908,8.396,1.273,4.725",43.233,76.067,False
"LTC,BNB,BTC,CAKE,EOS",10,"3.109,42.908,8.396,1.273,0.807",43.233,76.067,False
"LTC,BNB,BTC,CAKE,KSM",10,"3.109,42.908,8.396,1.273,10.041",43.233,76.067,False
"LTC,BNB,BTC,CAKE,ADA",10,"3.109,42.908,8.396,1.273,7.418",43.233,76.067,False
"LTC,BNB,BTC,FIL,UNI",10,"3.109,42.908,8.396,2.601,10.2",43.233,76.067,False
"LTC,BNB,BTC,FIL,XRP",10,"3.109,42.908,8.396,2.601,3.466",3.382,76.743,False
"LTC,BNB,BTC,FIL,ETH",10,"3.109,42.908,8.396,2.601,4.725",43.233,76.067,False
"LTC,BNB,BTC,FIL,EOS",10,"3.109,42.908,8.396,2.601,0.807",43.233,76.067,False
"LTC,BNB,BTC,FIL,KSM",10,"3.109,42.908,8.396,2.601,10.041",43.233,76.067,False
"LTC,BNB,BTC,FIL,ADA",10,"3.109,42.908,8.396,2.601,7.418",43.233,76.067,False
"LTC,BNB,BTC,UNI,XRP",10,"3.109,42.908,8.396,10.2,3.466",3.382,76.743,False
"LTC,BNB,BTC,UNI,ETH",10,"3.109,42.908,8.396,10.2,4.725",43.233,76.067,False
"LTC,BNB,BTC,UNI,EOS",10,"3.109,42.908,8.396,10.2,0.807",43.233,76.067,False
"LTC,BNB,BTC,UNI,KSM",10,"3.109,42.908,8.396,10.2,10.041",43.233,76.067,False
"LTC,BNB,BTC,UNI,ADA",10,"3.109,42.908,8.396,10.2,7.418",43.233,76.067,False
"LTC,BNB,BTC,XRP,ETH",10,"3.109,42.908,8.396,3.466,4.725",3.382,76.743,False
"LTC,BNB,BTC,XRP,EOS",10,"3.109,42.908,8.396,3.466,0.807",3.382,76.743,False
"LTC,BNB,BTC,XRP,KSM",10,"3.109,42.908,8.396,3.466,10.041",3.382,76.743,False
"LTC,BNB,BTC,XRP,ADA",10,"3.109,42.908,8.396,3.466,7.418",3.382,76.743,False
"LTC,BNB,BTC,ETH,EOS",10,"3.109,42.908,8.396,4.725,0.807",43.233,76.067,False
"LTC,BNB,BTC,ETH,KSM",10,"3.109,42.908,8.396,4.725,10.041",43.233,76.067,False
"LTC,BNB,BTC,ETH,ADA",10,"3.109,42.908,8.396,4.725,7.418",43.233,76.067,False
"LTC,BNB,BTC,EOS,KSM",10,"3.109,42.908,8.396,0.807,10.041",43.233,76.067,False
"LTC,BNB,BTC,EOS,ADA",10,"3.109,42.908,8.396,0.807,7.418",43.233,76.067,False
"LTC,BNB,BTC,KSM,ADA",10,"3.109,42.908,8.396,10.041,7.418",43.233,76.067,False
"LTC,BNB,CAKE,FIL,UNI",10,"3.109,42.908,1.273,2.601,10.2",43.233,76.067,False
"LTC,BNB,CAKE,FIL,XRP",10,"3.109,42.908,1.273,2.601,3.466",3.382,76.743,False
"LTC,BNB,CAKE,FIL,ETH",10,"3.109,42.908,1.273,2.601,4.725",43.233,76.067,False
"LTC,BNB,CAKE,FIL,EOS",10,"3.109,42.908,1.273,2.601,0.807",43.233,76.067,False
"LTC,BNB,CAKE,FIL,KSM",10,"3.109,42.908,1.273,2.601,10.041",43.233,76.067,False
"LTC,BNB,CAKE,FIL,ADA",10,"3.109,42.908,1.273,2.601,7.418",43.233,76.067,False
"LTC,BNB,CAKE,UNI,XRP",10,"3.109,42.908,1.273,10.2,3.466",3.382,76.743,False
"LTC,BNB,CAKE,UNI,ETH",10,"3.109,42.908,1.273,10.2,4.725",43.233,76.067,False
"LTC,BNB,CAKE,UNI,EOS",10,"3.109,42.908,1.273,10.2,0.807",43.233,76.067,False
"LTC,BNB,CAKE,UNI,KSM",10,"3.109,42.908,1.273,10.2,10.041",43.233,76.067,False
"LTC,BNB,CAKE,UNI,ADA",10,"3.109,42.908,1.273,10.2,7.418",43.233,76.067,False
"LTC,BNB,CAKE,XRP,ETH",10,"3.109,42.908,1.273,3.466,4.725",3.382,76.743,False
"LTC,BNB,CAKE,XRP,EOS",10,"3.109,42.908,1.273,3.466,0.807",3.382,76.743,False
"LTC,BNB,CAKE,XRP,KSM",10,"3.109,42.908,1.273,3.466,10.041",3.382,76.743,False
"LTC,BNB,CAKE,XRP,ADA",10,"3.109,42.908,1.273,3.466,7.418",3.382,76.743,False
"LTC,BNB,CAKE,ETH,EOS",10,"3.109,42.908,1.273,4.725,0.807",43.233,76.067,False
"LTC,BNB,CAKE,ETH,KSM",10,"3.109,42.908,1.273,4.725,10.041",43.233,76.067,False
"LTC,BNB,CAKE,ETH,ADA",10,"3.109,42.908,1.273,4.725,7.418",43.233,76.067,False
"LTC,BNB,CAKE,EOS,KSM",10,"3.109,42.908,1.273,0.807,10.041",43.233,76.067,False
"LTC,BNB,CAKE,EOS,ADA",10,"3.109,42.908,1.273,0.807,7.418",43.233,76.067,False
"LTC,BNB,CAKE,KSM,ADA",10,"3.109,42.908,1.273,10.041,7.418",43.233,76.067,False
"LTC,BNB,FIL,UNI,XRP",10,"3.109,42.908,2.601,10.2,3.466",3.382,76.743,False
"LTC,BNB,FIL,UNI,ETH",10,"3.109,42.908,2.601,10.2,4.725",43.233,76.067,False
"LTC,BNB,FIL,UNI,EOS",10,"3.109,42.908,2.601,10.2,0.807",43.233,76.067,False
"LTC,BNB,FIL,UNI,KSM",10,"3.109,42.908,2.601,10.2,10.041",43.233,76.067,False
"LTC,BNB,FIL,UNI,ADA",10,"3.109,42.908,2.601,10.2,7.418",43.233,76.067,False
"LTC,BNB,FIL,XRP,ETH",10,"3.109,42.908,2.601,3.466,4.725",3.382,76.743,False
"LTC,BNB,FIL,XRP,EOS",10,"3.109,42.908,2.601,3.466,0.807",3.382,76.743,False
"LTC,BNB,FIL,XRP,KSM",10,"3.109,42.908,2.601,3.466,10.041",3.382,76.743,False
"LTC,BNB,FIL,XRP,ADA",10,"3.109,42.908,2.601,3.466,7.418",3.382,76.743,False
"LTC,BNB,FIL,ETH,EOS",10,"3.109,42.908,2.601,4.725,0.807",43.233,76.067,False
"LTC,BNB,FIL,ETH,KSM",10,"3.109,42.908,2.601,4.725,10.041",43.233,76.067,False
"LTC,BNB,FIL,ETH,ADA",10,"3.109,42.908,2.601,4.725,7.418",43.233,76.067,False
"LTC,BNB,FIL,EOS,KSM",10,"3.109,42.908,2.601,0.807,10.041",43.233,76.067,False
"LTC,BNB,FIL,EOS,ADA",10,"3.109,42.908,2.601,0.807,7.418",43.233,76.067,False
"LTC,BNB,FIL,KSM,ADA",10,"3.109,42.908,2.601,10.041,7.418",43.233,76.067,False
"LTC,BNB,UNI,XRP,ETH",10,"3.109,42.908,10.2,3.466,4.725",3.382,76.743,False
"LTC,BNB,UNI,XRP,EOS",10,"3.109,42.908,10.2,3.466,0.807",3.382,76.743,False
"LTC,BNB,UNI,XRP,KSM",10,"3.109,42.908,10.2,3.466,10.041",3.382,76.743,False
"LTC,BNB,UNI,XRP,ADA",10,"3.109,42.908,10.2,3.466,7.418",3.382,76.743,False
"LTC,BNB,UNI,ETH,EOS",10,"3.109,42.908,10.2,4.725,0.807",43.233,76.067,False
"LTC,BNB,UNI,ETH,KSM",10,"3.109,42.908,10.2,4.725,10.041",43.233,76.067,False
"LTC,BNB,UNI,ETH,ADA",10,"3.109,42.908,10.2,4.725,7.418",43.233,76.067,False
"LTC,BNB,UNI,EOS,KSM",10,"3.109,42.908,10.2,0.807,10.041",43.233,76.067,False
"LTC,BNB,UNI,EOS,ADA",10,"3.109,42.908,10.2,0.807,7.418",43.233,76.067,False
"LTC,BNB,UNI,KSM,ADA",10,"3.109,42.908,10.2,10.041,7.418",43.233,76.067,False
"LTC,BNB,XRP,ETH,EOS",10,"3.109,42.908,3.466,4.725,0.807",3.382,76.743,False
"LTC,BNB,XRP,ETH,KSM",10,"3.109,42.908,3.466,4.725,10.041",3.382,76.743,False
"LTC,BNB,XRP,ETH,ADA",10,"3.109,42.908,3.466,4.725,7.418",3.382,76.743,False
"LTC,BNB,XRP,EOS,KSM",10,"3.109,42.908,3.466,0.807,10.041",3.382,76.743,False
"LTC,BNB,XRP,EOS,ADA",10,"3.109,42.908,3.466,0.807,7.418",3.382,76.743,False
"LTC,BNB,XRP,KSM,ADA",10,"3.109,42.908,3.466,10.041,7.418",3.382,76.743,False
"LTC,BNB,ETH,EOS,KSM",10,"3.109,42.908,4.725,0.807,10.041",43.233,76.067,False
"LTC,BNB,ETH,EOS,ADA",10,"3.109,42.908,4.725,0.807,7.418",43.233,76.067,False
"LTC,BNB,ETH,KSM,ADA",10,"3.109,42.908,4.725,10.041,7.418",43.233,76.067,False
"LTC,BNB,EOS,KSM,ADA",10,"3.109,42.908,0.807,10.041,7.418",43.233,76.067,False
"LTC,BTC,CAKE,FIL,UNI",10,"3.109,8.396,1.273,2.601,10.2",0.92,61.088,False
"LTC,BTC,CAKE,FIL,XRP",10,"3.109,8.396,1.273,2.601,3.466",3.382,76.743,False
"LTC,BTC,CAKE,FIL,ETH",10,"3.109,8.396,1.273,2.601,4.725",0.92,61.088,False
"LTC,BTC,CAKE,FIL,EOS",10,"3.109,8.396,1.273,2.601,0.807",0.92,61.088,False
"LTC,BTC,CAKE,FIL,KSM",10,"3.109,8.396,1.273,2.601,10.041",0.92,61.088,False
"LTC,BTC,CAKE,FIL,ADA",10,"3.109,8.396,1.273,2.601,7.418",0.92,61.088,False
"LTC,BTC,CAKE,UNI,XRP",10,"3.109,8.396,1.273,10.2,3.466",3.382,76.743,False
"LTC,BTC,CAKE,UNI,ETH",10,"3.109,8.396,1.273,10.2,4.725",0.92,61.088,False
"LTC,BTC,CAKE,UNI,EOS",10,"3.109,8.396,1.273,10.2,0.807",0.92,61.088,False
"LTC,BTC,CAKE,UNI,KSM",10,"3.109,8.396,1.273,10.2,10.041",0.92,61.088,False
"LTC,BTC,CAKE,UNI,ADA",10,"3.109,8.396,1.273,10.2,7.418",0.92,61.088,False
"LTC,BTC,CAKE,XRP,ETH",10,"3.109,8.396,1.273,3.466,4.725",3.382,76.743,False
"LTC,BTC,CAKE,XRP,EOS",10,"3.109,8.396,1.273,3.466,0.807",3.382,76.743,False
"LTC,BTC,CAKE,XRP,KSM",10,"3.109,8.396,1.273,3.466,10.041",3.382,76.743,False
"LTC,BTC,CAKE,XRP,ADA",10,"3.109,8.396,1.273,3.466,7.418",3.382,76.743,False
"LTC,BTC,CAKE,ETH,EOS",10,"3.109,8.396,1.273,4.725,0.807",0.92,61.088,False
"LTC,BTC,CAKE,ETH,KSM",10,"3.109,8.396,1.273,4.725,10.041",0.92,61.088,False
"LTC,BTC,CAKE,ETH,ADA",10,"3.109,8.396,1.273,4.725,7.418",0.92,61.088,False
"LTC,BTC,CAKE,EOS,KSM",10,"3.109,8.396,1.273,0.807,10.041",0.92,61.088,False
"LTC,BTC,CAKE,EOS,ADA",10,"3.109,8.396,1.273,0.807,7.418",0.92,61.088,False
"LTC,BTC,CAKE,KSM,ADA",10,"3.109,8.396,1.273,10.041,7.418",0.92,61.088,False
"LTC,BTC,FIL,UNI,XRP",10,"3.109,8.396,2.601,10.2,3.466",3.382,76.743,False
"LTC,BTC,FIL,UNI,ETH",10,"3.109,8.396,2.601,10.2,4.725",0.961,94.742,False
"LTC,BTC,FIL,UNI,EOS",10,"3.109,8.396,2.601,10.2,0.807",0.961,94.742,False
"LTC,BTC,FIL,UNI,KSM",10,"3.109,8.396,2.601,10.2,10.041",0.961,94.742,False
"LTC,BTC,FIL,UNI,ADA",10,"3.109,8.396,2.601,10.2,7.418",0.961,94.742,False
"LTC,BTC,FIL,XRP,ETH",10,"3.109,8.396,2.601,3.466,4.725",3.382,76.743,False
"LTC,BTC,FIL,XRP,EOS",10,"3.109,8.396,2.601,3.466,0.807",3.382,76.743,False
"LTC,BTC,FIL,XRP,KSM",10,"3.109,8.396,2.601,3.466,10.041",3.382,76.743,False
"LTC,BTC,FIL,XRP,ADA",10,"3.109,8.396,2.601,3.466,7.418",3.382,76.743,False
"LTC,BTC,FIL,ETH,EOS",10,"3.109,8.396,2.601,4.725,0.807",7.62,63.341,False
"LTC,BTC,FIL,ETH,KSM",10,"3.109,8.396,2.601,4.725,10.041",7.62,63.341,False
"LTC,BTC,FIL,ETH,ADA",10,"3.109,8.396,2.601,4.725,7.418",7.62,63.341,False
"LTC,BTC,FIL,EOS,KSM",10,"3.109,8.396,2.601,0.807,10.041",7.62,63.341,False
"LTC,BTC,FIL,EOS,ADA",10,"3.109,8.396,2.601,0.807,7.418",7.62,63.341,False
"LTC,BTC,FIL,KSM,ADA",10,"3.109,8.396,2.601,10.041,7.418",7.62,63.341,False
"LTC,BTC,UNI,XRP,ETH",10,"3.109,8.396,10.2,3.466,4.725",3.382,76.743,False
"LTC,BTC,UNI,XRP,EOS",10,"3.109,8.396,10.2,3.466,0.807",3.382,76.743,False
"LTC,BTC,UNI,XRP,KSM",10,"3.109,8.396,10.2,3.466,10.041",3.382,76.743,False
"LTC,BTC,UNI,XRP,ADA",10,"3.109,8.396,10.2,3.466,7.418",3.382,76.743,False
"LTC,BTC,UNI,ETH,EOS",10,"3.109,8.396,10.2,4.725,0.807",0.961,94.742,False
"LTC,BTC,UNI,ETH,KSM",10,"3.109,8.396,10.2,4.725,10.041",0.961,94.742,False
"LTC,BTC,UNI,ETH,ADA",10,"3.109,8.396,10.2,4.725,7.418",0.961,94.742,False
"LTC,BTC,UNI,EOS,KSM",10,"3.109,8.396,10.2,0.807,10.041",0.961,94.742,False
"LTC,BTC,UNI,EOS,ADA",10,"3.109,8.396,10.2,0.807,7.418",0.961,94.742,False
"LTC,BTC,UNI,KSM,ADA",10,"3.109,8.396,10.2,10.041,7.418",0.961,94.742,False
"LTC,BTC,XRP,ETH,EOS",10,"3.109,8.396,3.466,4.725,0.807",3.382,76.743,False
"LTC,BTC,XRP,ETH,KSM",10,"3.109,8.396,3.466,4.725,10.041",3.382,76.743,False
"LTC,BTC,XRP,ETH,ADA",10,"3.109,8.396,3.466,4.725,7.418",3.382,76.743,False
"LTC,BTC,XRP,EOS,KSM",10,"3.109,8.396,3.466,0.807,10.041",3.382,76.743,False
"LTC,BTC,XRP,EOS,ADA",10,"3.109,8.396,3.466,0.807,7.418",3.382,76.743,False
"LTC,BTC,XRP,KSM,ADA",10,"3.109,8.396,3.466,10.041,7.418",3.382,76.743,False
"LTC,BTC,ETH,EOS,KSM",10,"3.109,8.396,4.725,0.807,10.041",7.62,63.341,False
"LTC,BTC,ETH,EOS,ADA",10,"3.109,8.396,4.725,0.807,7.418",0.998,0.0,False
"LTC,BTC,ETH,KSM,ADA",10,"3.109,8.396,4.725,10.041,7.418",7.62,63.341,False
"LTC,BTC,EOS,KSM,ADA",10,"3.109,8.396,0.807,10.041,7.418",7.62,63.341,False
"LTC,CAKE,FIL,UNI,XRP",10,"3.109,1.273,2.601,10.2,3.466",3.382,76.743,False
"LTC,CAKE,FIL,UNI,ETH",10,"3.109,1.273,2.601,10.2,4.725",0.92,61.088,False
"LTC,CAKE,FIL,UNI,EOS",10,"3.109,1.273,2.601,10.2,0.807",0.92,61.088,False
"LTC,CAKE,FIL,UNI,KSM",10,"3.109,1.273,2.601,10.2,10.041",0.92,61.088,False
"LTC,CAKE,FIL,UNI,ADA",10,"3.109,1.273,2.601,10.2,7.418",0.92,61.088,False
"LTC,CAKE,FIL,XRP,ETH",10,"3.109,1.273,2.601,3.466,4.725",3.382,76.743,False
"LTC,CAKE,FIL,XRP,EOS",10,"3.109,1.273,2.601,3.466,0.807",3.382,76.743,False
"LTC,CAKE,FIL,XRP,KSM",10,"3.109,1.273,2.601,3.466,10.041",3.382,76.743,False
"LTC,CAKE,FIL,XRP,ADA",10,"3.109,1.273,2.601,3.466,7.418",3.382,76.743,False
"LTC,CAKE,FIL,ETH,EOS",10,"3.109,1.273,2.601,4.725,0.807",0.92,61.088,False
"LTC,CAKE,FIL,ETH,KSM",10,"3.109,1.273,2.601,4.725,10.041",0.92,61.088,False
"LTC,CAKE,FIL,ETH,ADA",10,"3.109,1.273,2.601,4.725,7.418",0.92,61.088,False
"LTC,CAKE,FIL,EOS,KSM",10,"3.109,1.273,2.601,0.807,10.041",0.92,61.088,False
"LTC,CAKE,FIL,EOS,ADA",10,"3.109,1.273,2.601,0.807,7.418",0.92,61.088,False
"LTC,CAKE,FIL,KSM,ADA",10,"3.109,1.273,2.601,10.041,7.418",0.92,61.088,False
"LTC,CAKE,UNI,XRP,ETH",10,"3.109,1.273,10.2,3.466,4.725",3.382,76.743,False
"LTC,CAKE,UNI,XRP,EOS",10,"3.109,1.273,10.2,3.466,0.807",3.382,76.743,False
"LTC,CAKE,UNI,XRP,KSM",10,"3.109,1.273,10.2,3.466,10.041",3.382,76.743,False
"LTC,CAKE,UNI,XRP,ADA",10,"3.109,1.273,10.2,3.466,7.418",3.382,76.743,False
"LTC,CAKE,UNI,ETH,EOS",10,"3.109,1.273,10.2,4.725,0.807",0.92,61.088,False
"LTC,CAKE,UNI,ETH,KSM",10,"3.109,1.273,10.2,4.725,10.041",0.92,61.088,False
"LTC,CAKE,UNI,ETH,ADA",10,"3.109,1.273,10.2,4.725,7.418",0.92,61.088,False
"LTC,CAKE,UNI,EOS,KSM",10,"3.109,1.273,10.2,0.807,10.041",0.92,61.088,False
"LTC,CAKE,UNI,EOS,ADA",10,"3.109,1.273,10.2,0.807,7.418",0.92,61.088,False
"LTC,CAKE,UNI,KSM,ADA",10,"3.109,1.273,10.2,10.041,7.418",0.92,61.088,False
"LTC,CAKE,XRP,ETH,EOS",10,"3.109,1.273,3.466,4.725,0.807",3.382,76.743,False
"LTC,CAKE,XRP,ETH,KSM",10,"3.109,1.273,3.466,4.725,10.041",3.382,76.743,False
"LTC,CAKE,XRP,ETH,ADA",10,"3.109,1.273,3.466,4.725,7.418",3.382,76.743,False
"LTC,CAKE,XRP,EOS,KSM",10,"3.109,1.273,3.466,0.807,10.041",3.382,76.743,False
"LTC,CAKE,XRP,EOS,ADA",10,"3.109,1.273,3.466,0.807,7.418",3.382,76.743,False
"LTC,CAKE,XRP,KSM,ADA",10,"3.109,1.273,3.466,10.041,7.418",3.382,76.743,False
"LTC,CAKE,ETH,EOS,KSM",10,"3.109,1.273,4.725,0.807,10.041",0.92,61.088,False
"LTC,CAKE,ETH,EOS,ADA",10,"3.109,1.273,4.725,0.807,7.418",0.92,61.088,False
"LTC,CAKE,ETH,KSM,ADA",10,"3.109,1.273,4.725,10.041,7.418",0.92,61.088,False
"LTC,CAKE,EOS,KSM,ADA",10,"3.109,1.273,0.807,10.041,7.418",0.92,61.088,False
"LTC,FIL,UNI,XRP,ETH",10,"3.109,2.601,10.2,3.466,4.725",3.382,76.743,False
"LTC,FIL,UNI,XRP,EOS",10,"3.109,2.601,10.2,3.466,0.807",3.382,76.743,False
"LTC,FIL,UNI,XRP,KSM",10,"3.109,2.601,10.2,3.466,10.041",3.382,76.743,False
"LTC,FIL,UNI,XRP,ADA",10,"3.109,2.601,10.2,3.466,7.418",3.382,76.743,False
"LTC,FIL,UNI,ETH,EOS",10,"3.109,2.601,10.2,4.725,0.807",0.961,94.742,False
"LTC,FIL,UNI,ETH,KSM",10,"3.109,2.601,10.2,4.725,10.041",0.961,94.742,False
"LTC,FIL,UNI,ETH,ADA",10,"3.109,2.601,10.2,4.725,7.418",0.961,94.742,False
"LTC,FIL,UNI,EOS,KSM",10,"3.109,2.601,10.2,0.807,10.041",0.961,94.742,False
"LTC,FIL,UNI,EOS,ADA",10,"3.109,2.601,10.2,0.807,7.418",0.961,94.742,False
"LTC,FIL,UNI,KSM,ADA",10,"3.109,2.601,10.2,10.041,7.418",0.961,94.742,False
"LTC,FIL,XRP,ETH,EOS",10,"3.109,2.601,3.466,4.725,0.807",3.382,76.743,False
"LTC,FIL,XRP,ETH,KSM",10,"3.109,2.601,3.466,4.725,10.041",3.382,76.743,False
"LTC,FIL,XRP,ETH,ADA",10,"3.109,2.601,3.466,4.725,7.418",3.382,76.743,False
"LTC,FIL,XRP,EOS,KSM",10,"3.109,2.601,3.466,0.807,10.041",3.382,76.743,False
"LTC,FIL,XRP,EOS,ADA",10,"3.109,2.601,3.466,0.807,7.418",3.382,76.743,False
"LTC,FIL,XRP,KSM,ADA",10,"3.109,2.601,3.466,10.041,7.418",3.382,76.743,False
"LTC,FIL,ETH,EOS,KSM",10,"3.109,2.601,4.725,0.807,10.041",4.844,81.639,False
"LTC,FIL,ETH,EOS,ADA",10,"3.109,2.601,4.725,0.807,7.418",4.844,81.639,False
"LTC,FIL,ETH,KSM,ADA",10,"3.109,2.601,4.725,10.041,7.418",4.844,81.639,False
"LTC,FIL,EOS,KSM,ADA",10,"3.109,2.601,0.807,10.041,7.418",1.329,79.385,False
"LTC,UNI,XRP,ETH,EOS",10,"3.109,10.2,3.466,4.725,0.807",3.382,76.743,False
"LTC,UNI,XRP,ETH,KSM",10,"3.109,10.2,3.466,4.725,10.041",3.382,76.743,False
"LTC,UNI,XRP,ETH,ADA",10,"3.109,10.2,3.466,4.725,7.418",3.382,76.743,False
"LTC,UNI,XRP,EOS,KSM",10,"3.109,10.2,3.466,0.807,10.041",3.382,76.743,False
"LTC,UNI,XRP,EOS,ADA",10,"3.109,10.2,3.466,0.807,7.418",3.382,76.743,False
"LTC,UNI,XRP,KSM,ADA",10,"3.109,10.2,3.466,10.041,7.418",3.382,76.743,False
"LTC,UNI,ETH,EOS,KSM",10,"3.109,10.2,4.725,0.807,10.041",0.961,94.742,False
"LTC,UNI,ETH,EOS,ADA",10,"3.109,10.2,4.725,0.807,7.418",0.961,94.742,False
"LTC,UNI,ETH,KSM,ADA",10,"3.109,10.2,4.725,10.041,7.418",0.961,94.742,False
"LTC,UNI,EOS,KSM,ADA",10,"3.109,10.2,0.807,10.041,7.418",0.961,94.742,False
"LTC,XRP,ETH,EOS,KSM",10,"3.109,3.466,4.725,0.807,10.041",3.382,76.743,False
"LTC,XRP,ETH,EOS,ADA",10,"3.109,3.466,4.725,0.807,7.418",3.382,76.743,False
"LTC,XRP,ETH,KSM,ADA",10,"3.109,3.466,4.725,10.041,7.418",3.382,76.743,False
"LTC,XRP,EOS,KSM,ADA",10,"3.109,3.466,0.807,10.041,7.418",3.382,76.743,False
"LTC,ETH,EOS,KSM,ADA",10,"3.109,4.725,0.807,10.041,7.418",4.844,81.639,False
"DOT,BNB,BTC,CAKE,FIL",10,"13.233,42.908,8.396,1.273,2.601",43.233,76.067,False
"DOT,BNB,BTC,CAKE,UNI",10,"13.233,42.908,8.396,1.273,10.2",43.233,76.067,False
"DOT,BNB,BTC,CAKE,XRP",10,"13.233,42.908,8.396,1.273,3.466",3.382,76.743,False
