coin,short_period,long_period,coin_net,strategy_net,is_win
BTC,3,7,5.73495391694509,0.016830103654428098,False
BTC,3,8,5.724868170268289,0.034145669145896396,False
BTC,3,9,5.732289971707932,0.04911000785479052,False
BTC,3,10,5.736531382230107,0.06415541840967368,False
BTC,3,11,5.751322780504844,0.10466839711192723,False
BTC,3,12,5.7530997017077325,0.10775193046373782,False
BTC,3,13,5.758304564668982,0.13920339873157983,False
BTC,3,14,5.745998596707773,0.20347638156571551,False
BTC,3,15,5.756079564952191,0.21810486707422116,False
BTC,3,16,5.755888930696221,0.2042881549308049,False
BTC,3,17,5.749319772586721,0.27246124891982465,False
BTC,3,18,5.747840873700872,0.2288987888117463,False
BTC,3,19,5.743957108298791,0.2764919796391003,False
BTC,3,20,5.7500542229574485,0.25373550046586335,False
BTC,3,21,5.758140279705349,0.24976931359061244,False
BTC,3,22,5.745064712661092,0.26436049196534533,False
BTC,3,23,5.759051914580264,0.30520470572049435,False
BTC,3,24,5.751201186156967,0.28909057464905163,False
BTC,3,25,5.751973133211428,0.28711226847826266,False
BTC,3,26,5.760679794455907,0.29140801567400887,False
BTC,3,27,5.783128766024233,0.30798458102070225,False
BTC,3,28,5.7895343672502495,0.30437530994194834,False
BTC,3,29,5.778978325485334,0.31486679450446586,False
BTC,3,30,5.791163446800002,0.30963054917606575,False
BTC,3,31,5.7733524405536905,0.3318515303575657,False
BTC,3,32,5.756805149683849,0.37221998912665444,False
BTC,3,33,5.751825072511066,0.3725795925733671,False
BTC,3,34,5.761682432332876,0.4295755908462218,False
BTC,3,35,5.775612142695596,0.45322769257580636,False
BTC,3,36,5.768609625668449,0.4468761235673938,False
BTC,3,37,5.791061602469466,0.4776602293830905,False
BTC,3,38,5.809688828717903,0.5279495035254488,False
BTC,3,39,5.803389295983675,0.5746122972013712,False
BTC,3,40,5.804961551593604,0.5964212227233042,False
BTC,3,41,5.782519447943652,0.5925794671350836,False
BTC,3,42,5.778962312163501,0.6762250522166613,False
BTC,3,43,5.779955305962007,0.7557263785045086,False
BTC,3,44,5.7666902312617685,0.7853306394941316,False
BTC,3,45,5.771339385123149,0.7941818236700261,False
BTC,3,46,5.7558200936513915,0.8622387282722198,False
BTC,3,47,5.758315164020804,0.887815108847103,False
BTC,3,48,5.769923631880023,0.8267051276840449,False
BTC,3,49,5.77270257078825,0.8510058636912444,False
BTC,3,50,5.779149139773624,0.8216865083709085,False
BTC,3,51,5.77935199485675,0.8953564207947445,False
BTC,3,52,5.782701160951867,0.9317344044918068,False
BTC,3,53,5.77204219732369,0.9716999168575723,False
BTC,3,54,5.7680512212998005,0.9709641905847793,False
BTC,3,55,5.762085707865333,1.074573198841502,False
BTC,3,56,5.767625842908963,1.0366409510719177,False
BTC,3,57,5.760716922969267,0.9247684995580052,False
BTC,3,58,5.736610278274423,0.8965867189448515,False
BTC,3,59,5.73714682893371,0.9041528769251153,False
BTC,3,60,5.7369995305233195,0.8865503306698769,False
BTC,3,61,5.737262568705376,0.8636341367504267,False
BTC,3,62,5.737951843139412,0.8187717919775241,False
BTC,3,63,5.742665442863698,0.8347314141679845,False
BTC,3,64,5.730541626022962,0.8603676461458548,False
BTC,3,65,5.731287036383939,0.8524550908896785,False
BTC,3,66,5.729109092940247,0.8749858097132142,False
BTC,3,67,5.733981579067955,0.9084992836454338,False
BTC,3,68,5.7337188416422284,0.8356220542888456,False
BTC,3,69,5.723941141598297,0.8423767972513575,False
BTC,3,70,5.715397305923643,0.8481146874054885,False
BTC,3,71,5.727126767576909,0.8263033367637271,False
BTC,3,72,5.711286132364996,0.8497397245404597,False
BTC,3,73,5.7099361621545155,0.8677790420283602,False
BTC,3,74,5.722480502458971,0.8725313943146776,False
BTC,3,75,5.718212800881773,0.8895781718361068,False
BTC,3,76,5.729570783615235,0.9367644978522183,False
BTC,3,77,5.7336768058885195,0.9933206833050073,False
BTC,3,78,5.72388353955584,1.0384467034086478,False
BTC,3,79,5.727006194169407,0.9988349483314067,False
BTC,3,80,5.720194188959389,1.0417743543560973,False
BTC,3,81,5.719049103335561,1.008104451685912,False
BTC,3,82,5.712036971101263,0.9732410873203331,False
BTC,3,83,5.738209705909867,0.8958837534171445,False
BTC,3,84,5.744262975384618,0.8769239510419454,False
BTC,3,85,5.737025833256157,0.8615037664989641,False
BTC,3,86,5.741885452916905,0.8138124219781089,False
BTC,3,87,5.73847811830743,0.8460261370401523,False
BTC,3,88,5.740489378510028,0.8870676878555808,False
BTC,3,89,5.7394572469358565,0.8366767578558381,False
BTC,3,90,5.731008797159701,0.779252443766047,False
BTC,3,91,5.7245538896213635,0.8021897498953838,False
BTC,3,92,5.725271547661532,0.8091579655703304,False
BTC,3,93,5.729046140885824,0.9508299432558912,False
BTC,3,94,5.725716900409527,0.9661793951410783,False
BTC,3,95,5.721522853594702,1.0684331737492605,False
BTC,3,96,5.719158886193323,1.0827313947926638,False
BTC,3,97,5.727231618145136,0.959601306891496,False
BTC,3,98,5.740394575436427,0.9504440586574951,False
BTC,3,99,5.7421700192915885,0.9865344353826415,False
BTC,3,100,5.736394634227293,0.9452898630914388,False
BTC,3,101,5.737609816040936,0.9744399333281784,False
BTC,3,102,5.735316657133219,0.9639209707875599,False
BTC,3,103,5.731864600253033,0.9873091390237348,False
BTC,3,104,5.731197786897259,0.9538284117606473,False
BTC,3,105,5.726130878619425,0.9631796713763381,False
BTC,3,106,5.733487652623977,0.9844101962389085,False
BTC,3,107,5.73233723910018,0.9690287712047408,False
BTC,3,108,5.714102795936968,1.013257422988138,False
BTC,3,109,5.70508883207073,1.0426499363267463,False
BTC,3,110,5.712302940497091,1.0121370511940817,False
BTC,3,111,5.714807395979762,1.0210801093545787,False
BTC,3,112,5.711213144682793,1.0471868749105986,False
BTC,3,113,5.71166152705735,0.9888425798819035,False
BTC,3,114,5.724475324851183,0.9853803271026851,False
BTC,3,115,5.722412462180662,0.9745846805279883,False
BTC,3,116,5.712469835901827,0.9623172280019858,False
BTC,3,117,5.709076475258004,0.9394817633261867,False
BTC,3,118,5.703216667456673,0.9282400901351728,False
BTC,3,119,5.695470666200587,0.9176595554701624,False
BTC,3,120,5.679804422463456,0.922154369133721,False
BTC,3,121,5.683519282582905,0.9367431316386189,False
BTC,3,122,5.684500403398725,0.9501583551785185,False
BTC,3,123,5.691558952517231,0.9667279115519429,False
BTC,3,124,5.700021227147791,1.0497357168450634,False
BTC,3,125,5.7013249498815375,1.0692643385743694,False
BTC,3,126,5.689519740796615,1.0504253674482855,False
BTC,3,127,5.693822428256553,1.1112141045386612,False
BTC,3,128,5.694952249533054,1.1326493366177297,False
BTC,3,129,5.699631784252172,1.153222530443646,False
BTC,3,130,5.701652272729343,1.1521460906417205,False
BTC,3,131,5.704984790680371,1.1229309144065804,False
BTC,3,132,5.697659424500003,1.0600181143939813,False
BTC,3,133,5.692770749984759,1.0670390763641846,False
BTC,3,134,5.693376842243196,1.0486787456826856,False
BTC,3,135,5.70353380888352,1.0752231603370217,False
BTC,3,136,5.7072329292944035,1.081050340630604,False
BTC,3,137,5.732400263502438,1.0596877723812244,False
BTC,3,138,5.7181605400993805,1.0990959611424505,False
BTC,3,139,5.723543187514865,1.1229035991130774,False
BTC,3,140,5.717632759739369,1.1129749574090682,False
BTC,3,141,5.716321568978576,1.1564073893448672,False
BTC,3,142,5.7267755461441086,1.1230930715973177,False
BTC,3,143,5.745033060894301,1.1482047898731662,False
BTC,3,144,5.7458455666605746,1.1444066453061865,False
BTC,3,145,5.740362975107735,1.1208022626646803,False
BTC,3,146,5.7662384820551384,1.1236348742654076,False
BTC,3,147,5.756466167627208,1.1508585119408814,False
BTC,3,148,5.743914922291494,1.160399578179669,False
BTC,3,149,5.749129585812409,1.135355767417276,False
BTC,3,150,5.742897372633681,1.1208395860619211,False
BTC,3,151,5.7628128076957434,1.1265669272740837,False
BTC,3,152,5.773752023284614,1.1558189080202246,False
BTC,3,153,5.7747752071638345,1.1247238409082954,False
BTC,3,154,5.769466055720977,1.0803239867184344,False
BTC,3,155,5.765085513833974,1.0402013079980117,False
BTC,3,156,5.760722227081674,1.1181017888864706,False
BTC,3,157,5.760308535643361,1.1604429659637956,False
BTC,3,158,5.760812398487019,1.209247615265694,False
BTC,3,159,5.759147334915343,1.2757696202827649,False
BTC,3,160,5.75937529629333,1.3226191777234662,False
BTC,3,161,5.7577004661092985,1.3659348885166387,False
BTC,3,162,5.764878347225012,1.4035858204294962,False
BTC,3,163,5.742254340671342,1.3903216508789062,False
BTC,3,164,5.743988748210923,1.421392217347295,False
BTC,3,165,5.7469961301724375,1.4183474117064978,False
BTC,3,166,5.749340905227271,1.4345967943172901,False
BTC,3,167,5.744647992331451,1.5032024312171883,False
BTC,3,168,5.730567869573181,1.5111152498098315,False
BTC,3,169,5.719237305100813,1.619030076862505,False
BTC,3,170,5.722632290449038,1.6854110500961224,False
BTC,3,171,5.728448165361049,1.6886345258615305,False
BTC,3,172,5.728154468716239,1.6303376880135372,False
BTC,3,173,5.725302982053505,1.6470098762705643,False
BTC,3,174,5.729743936803372,1.5386035848221034,False
BTC,3,175,5.746484125292989,1.4307538403430242,False
BTC,3,176,5.7329412799583634,1.4805241191870566,False
BTC,3,177,5.72250143825474,1.4598419902882258,False
BTC,3,178,5.719896108835228,1.5117119435527595,False
BTC,3,179,5.706327215948371,1.5320016466241346,False
BTC,3,180,5.709128570125011,1.5458790640643039,False
BTC,3,181,5.701953650803487,1.5642106955667523,False
BTC,3,182,5.716441692903961,1.6598699764491542,False
BTC,3,183,5.716091780753084,1.6475318028723827,False
BTC,3,184,5.716917015333418,1.7042450845656436,False
BTC,3,185,5.716175337970251,1.837296031882476,False
BTC,3,186,5.708149345672975,1.8343457117886206,False
BTC,3,187,5.710910787014471,1.7596660039599814,False
BTC,3,188,5.713899277159047,1.7115914305728754,False
BTC,3,189,5.703403828623518,1.722723947267723,False
BTC,3,190,5.701823742554478,1.7648368636956646,False
BTC,3,191,5.710988979893989,1.7885526792280841,False
BTC,3,192,5.713815786469601,1.7731040428045275,False
BTC,3,193,5.700286078717201,1.8011917165469016,False
BTC,3,194,5.704131794394908,1.7747317422774762,False
BTC,3,195,5.70651458133057,1.7286535739432547,False
