time_stamp,coin1_open,coin1_close,coin1_pct,coin2_open,coin2_close,coin2_pct,coin1_mom,coin2_mom,pos,trade_time,strategy_pct_adjust,coin1_net,coin2_net,strategy_net
2020-10-20 04:00:00,11741.0,11735.46,-0.0004718507793204374,3.9895,4.0132,0.005839745357026471,0.024752008382815216,-0.06700144139117492,coin1,2020-10-20 04:00:00,-0.0024669169454295536,1.0,1.0,0.9975330830545704
2020-10-20 08:00:00,11735.45,11778.86,0.003698193338821154,4.0102,4.0418,0.007126482607395568,0.02546498629679017,-0.06135624709707377,coin1,,0.003698193338821154,1.0036981933388212,1.0071264826073956,1.0012221532575767
2020-10-20 12:00:00,11778.85,11926.4,0.012525830173717889,4.0427,3.957,-0.020980751150477595,0.047539997277154855,-0.05960359332667897,coin1,,0.012525830173717889,1.0162703464542506,0.985996212498754,1.0137632919154453
2020-10-20 16:00:00,11926.02,11912.35,-0.001178058760397005,3.9576,3.8749,-0.020748041445539545,0.04605969706256596,-0.074739129396595,coin1,,-0.001178058760397005,1.0150731202696786,0.9655387222166848,1.0125690191884353
2020-10-20 20:00:00,11912.42,11909.99,-0.00019811372231348656,3.8749,3.9034,0.007355028516865092,0.04285516647169674,-0.08096908624302501,coin1,,-0.00019811372231348656,1.0148720203554016,0.9726402870527259,1.0123684153709447
2020-10-21 00:00:00,11910.0,12182.31,0.022864838677446375,3.9034,4.0293,0.032253932469129554,0.06956189640035104,-0.0479869577544656,coin1,,0.022864838677446375,1.038076905379082,1.0040117611880792,1.0355160558705434
2020-10-21 04:00:00,12182.3,12198.15,0.001300246012455819,4.0305,3.9929,-0.009033827215645385,0.06860335136801954,-0.08018889656761119,coin1,,0.001300246012455819,1.0394266607359235,0.9949416924150304,1.036862481493023
2020-10-21 08:00:00,12198.14,12335.0,0.011218914343568587,3.9938,4.0116,0.0046833128803625,0.08554843297321457,-0.0556497175141244,coin1,,0.011218914343568587,1.0510878994091413,0.9996013156583273,1.048494952858953
2020-10-21 12:00:00,12334.36,12735.0,0.03242805026347795,4.013,4.0957,0.02096420380895414,0.12492447503524495,-0.024345506086376534,coin1,,0.03242805026347795,1.0851726306425142,1.020557161367487,1.0824955998912662
2020-10-21 16:00:00,12735.0,12680.75,-0.0042599136238712365,4.0955,4.1655,0.01704226383768348,0.11801009499878767,0.00842472220204793,coin1,,-0.0042599136238712365,1.0805498889689882,1.037949765772949,1.0778842621375087
2020-10-21 20:00:00,12680.74,12780.96,0.00790252942452141,4.1654,4.1352,-0.007274036730284372,0.11938020072009792,-0.011403571684716285,coin1,,0.00790252942452141,1.0890889662612289,1.0303996810525267,1.0864022742352788
2020-10-22 00:00:00,12780.75,12718.26,-0.0049057347804858376,4.1329,4.1339,-0.00031437415360813237,0.11769968432967515,0.000798915411804435,coin1,,-0.0049057347804858376,1.0837461846403977,1.0300757500249176,1.0810726728129638
2020-10-22 04:00:00,12718.26,12751.55,0.002617496418535259,4.1333,4.2296,0.023150052008998667,0.11886814140423252,0.015583355343722127,coin1,,0.002617496418535259,1.086582886397295,1.053922057211203,1.083902376662228
2020-10-22 08:00:00,12751.54,12967.01,0.01689676941234608,4.2281,4.3225,0.02196425193871776,0.14596429458338522,0.06562630969109762,coin1,,0.01689676941234608,1.1049426268761515,1.0770706667995613,1.1022168251861835
2020-10-22 12:00:00,12967.01,12930.0,-0.002854166072209452,4.3212,4.2847,-0.00874493927125497,0.13438765000149155,0.03838790199452302,coin1,,-0.002854166072209452,1.1017889371187837,1.067651749227549,1.0990709153195186
2020-10-22 16:00:00,12930.0,13072.48,0.011019334880123743,4.2847,4.2889,0.0009802319882372679,0.13467228774065987,0.03499119187239064,coin1,,0.011019334880123743,1.1139299183841112,1.0686982956244393,1.1111819457924286
2020-10-22 20:00:00,13072.47,12968.52,-0.00795258436042734,4.2879,4.2683,-0.0048030963650352865,0.1271955442446493,0.04130275676994377,coin1,,-0.00795258436042734,1.1050712967365575,1.063565234725406,1.1023451776287305
2020-10-23 00:00:00,12968.84,12960.01,-0.0006562044088299634,4.2696,4.27,0.0003982850315111808,0.12617690174722407,0.03565365025466871,coin1,,-0.0006562044088299634,1.1043461440795674,1.063988836838433,1.1016218138631182
