time_stamp,open,high,low,close,vol
2018-07-03,85.36,90.0,83.64,85.09,192538.98749
2018-07-04,84.87,89.01,83.98,85.28,119209.87857
2018-07-05,85.23,87.11,81.77,83.33,170561.63319
2018-07-06,83.26,84.23,80.67,83.1,156241.98721
2018-07-07,83.1,85.35,79.4,84.79,161497.86946
2018-07-08,84.88,85.7,81.81,82.22,151162.89899
2018-07-09,82.26,83.12,79.8,80.46,164942.79095
2018-07-10,80.58,80.62,74.25,75.81,211707.97169
2018-07-11,75.79,80.98,75.31,78.18,192182.00671
2018-07-12,78.18,78.25,74.0,76.79,181966.74235
2018-07-13,76.82,78.6,74.96,76.53,167655.26932
2018-07-14,76.52,77.5,75.37,76.18,142798.45441
2018-07-15,76.19,79.5,75.1,78.54,149955.80081
2018-07-16,78.54,84.28,77.6,83.49,182917.22074
2018-07-17,83.65,90.0,81.3,89.06,204689.47756
2018-07-18,88.99,94.41,84.2,86.21,207474.92801
2018-07-19,86.26,89.0,84.8,86.0,154334.95177
2018-07-20,86.1,86.69,80.72,81.87,172067.63126
2018-07-21,81.84,84.93,79.5,83.44,134142.44869
2018-07-22,83.42,84.2,81.78,82.21,137457.8165
2018-07-23,82.2,85.96,81.1,81.38,143669.03549
2018-07-24,81.43,89.79,80.79,89.12,207891.17573
2018-07-25,89.02,90.75,84.81,86.38,164176.79921
2018-07-26,86.38,87.9,82.75,83.37,151787.8452
2018-07-27,83.51,85.12,81.37,84.39,158734.44422
2018-07-28,84.39,84.7,82.26,84.07,124974.4699
2018-07-29,84.1,85.38,83.22,83.85,119512.7544
2018-07-30,83.89,84.62,79.76,82.18,146947.05011
2018-07-31,82.16,82.63,76.02,78.69,157911.8041
2018-08-01,78.91,79.06,75.78,77.53,139634.79769
2018-08-02,77.62,78.46,75.33,76.11,134458.4997
2018-08-03,76.16,77.84,74.66,77.7,141502.8987
2018-08-04,77.63,78.15,72.1,73.13,148949.16457
2018-08-05,73.06,74.73,72.23,74.61,133945.84351
2018-08-06,74.6,76.7,72.35,73.62,137607.07273
2018-08-07,73.67,75.24,66.58,67.35,164019.46827
2018-08-08,67.32,67.49,60.8,62.13,185720.38797
2018-08-09,62.13,64.94,60.0,62.89,179209.22762
2018-08-10,62.84,63.14,58.12,59.16,181493.85537
2018-08-11,59.16,59.98,55.0,57.6,195460.35141
2018-08-12,57.73,61.55,57.02,59.32,173455.18347
2018-08-13,59.21,60.61,55.52,56.44,192384.17619
2018-08-14,56.5,56.5,49.2,54.24,230722.82945
2018-08-15,54.26,59.2,53.7,54.32,232565.44512
2018-08-16,54.32,57.58,54.06,55.29,153625.58485
2018-08-17,55.32,61.89,54.99,61.75,230326.37031
2018-08-18,61.79,62.31,55.12,57.04,205917.54266
2018-08-19,57.04,58.98,56.1,57.67,183235.7261
2018-08-20,57.79,58.5,53.18,53.39,220297.28735
2018-08-21,53.39,56.82,53.21,56.42,176189.09409
2018-08-22,56.43,59.75,53.82,55.14,243024.91246
2018-08-23,55.15,57.89,54.8,57.29,168194.87364
2018-08-24,57.3,58.36,55.5,57.82,162850.08326
2018-08-25,57.88,58.38,56.93,57.89,141200.40986
2018-08-26,57.88,58.08,55.74,56.99,149004.51461
2018-08-27,57.05,61.17,56.52,60.61,173547.49618
2018-08-28,60.69,63.74,59.65,63.13,213926.35247
2018-08-29,63.12,63.4,60.14,61.41,185484.94761
2018-08-30,61.52,61.65,58.55,60.23,179589.13646
2018-08-31,60.13,62.75,59.55,62.04,176396.73591
2018-09-01,62.04,67.93,61.97,66.49,210232.08113
2018-09-02,66.45,67.3,64.15,66.21,180336.18966
2018-09-03,66.21,66.55,64.21,65.44,162189.69577
2018-09-04,65.5,69.45,65.36,67.6,220730.4701
2018-09-05,67.63,68.36,57.61,57.82,331321.57394
2018-09-06,57.71,57.89,53.96,57.61,251529.33699
2018-09-07,57.61,58.53,55.0,55.66,193929.61889
2018-09-08,55.63,57.22,51.87,53.07,187659.63017
2018-09-09,53.09,56.72,52.2,54.74,208940.08803
2018-09-10,54.79,56.59,53.03,54.34,226840.05414
2018-09-11,54.34,54.75,49.74,52.04,239830.95074
2018-09-12,52.01,52.14,47.21,51.69,276375.64336
2018-09-13,51.69,55.49,51.66,54.44,232884.22924
2018-09-14,54.49,59.0,52.83,56.24,279002.97525
2018-09-15,56.21,58.73,55.61,56.22,236098.10118
2018-09-16,56.22,57.55,54.35,56.75,193175.78497
2018-09-17,56.75,57.85,51.37,52.07,256476.30399
2018-09-18,52.06,55.52,50.41,53.96,224751.4303
2018-09-19,53.93,55.28,51.62,54.27,228844.25202
2018-09-20,54.33,57.42,53.28,56.53,194009.04757
2018-09-21,56.52,62.73,56.33,60.83,323523.44211
2018-09-22,60.82,61.9,58.0,60.65,210861.69481
2018-09-23,60.58,63.82,59.86,61.38,244808.34389
2018-09-24,61.36,61.56,57.02,58.01,231626.38896
2018-09-25,58.03,58.16,54.25,57.61,279946.32153
2018-09-26,57.57,59.85,56.4,57.18,226177.44005
2018-09-27,57.25,65.67,56.58,63.28,496070.9006
2018-09-28,63.25,65.0,60.14,61.95,306042.00886
