date,open,high,low,close,volume,amount,turn,pctChg
2011-01-20,5.1834147500,5.2354720000,4.9082550000,4.9127170500,2059034,70390355.4100,6.434481,-6.457100
2011-01-21,4.8725586000,5.0569900000,4.8710712500,4.9751857500,1305343,43539205.8900,4.079197,1.271600
2011-01-24,4.9766731000,5.1982882500,4.9766731000,5.0718635000,1866441,64136161.1200,5.832628,1.943200
2011-01-25,5.0123695000,5.0525279500,4.7148995000,4.8502483500,1480433,48255685.7300,4.626353,-4.369500
2011-01-26,4.8309128000,5.0867370000,4.7743935000,4.9588249000,1251160,41933251.2500,3.909875,2.238600
2011-01-27,4.9052803000,5.0867370000,4.8338875000,5.0629394000,1565116,52411695.5300,4.890987,2.099600
2011-01-28,5.0361671000,5.0525279500,4.9380020000,5.0272430000,1217969,40944802.8700,3.806153,-0.705100
2011-01-31,4.9960086500,5.1016105000,4.9677490000,5.0302177000,1177228,39973508.2100,3.678837,0.059200
2011-02-01,5.0406291500,5.0867370000,4.9870845500,5.0465785500,804144,27206906.7500,2.512950,0.325300
2011-02-09,4.9989833500,5.0510406000,4.8413242500,4.8636345000,1335728,44270026.1300,4.174150,-3.625100
2011-02-10,4.8651218500,5.1744906500,4.8115772500,5.1492057000,1879625,63273964.4500,5.873828,5.871600
2011-02-11,5.0763255500,5.2057250000,5.0763255500,5.1759780000,2252219,78020657.6000,7.038184,0.519900
2011-02-14,5.1373069000,5.3247130000,5.1373069000,5.2815798500,2631234,93286040.0600,8.222606,2.040200
2011-02-15,5.2815798500,5.3544600000,5.1982882500,5.2324973000,2280155,80958640.0500,7.125484,-0.929300
2011-02-16,5.2339846500,5.4273401500,5.2235732000,5.3723082000,2441859,87833353.3300,7.630809,2.672000
2011-02-17,5.3752829000,5.4020552000,5.2622443000,5.3514853000,2073802,74040952.0700,6.480631,-0.387600
2011-02-18,5.3098395000,5.3098395000,5.1908515000,5.1923388500,1871620,65659768.0600,5.848813,-2.973900
2011-02-21,5.1313575000,5.2890166000,5.1313575000,5.2786051500,1589846,55841393.5900,4.968269,1.661400
2011-02-22,5.2786051500,5.2786051500,4.9722110500,4.9870845500,2080122,71397087.8900,6.500381,-5.522700
2011-02-23,4.9751857500,5.0525279500,4.9112297000,4.9930339500,2836068,94805558.9400,7.090170,0.119300
2011-02-24,4.9900592500,5.0569900000,4.9380020000,5.0465785500,2262695,76148375.3800,5.656738,1.072400
2011-02-25,5.0272430000,5.0376544500,4.9261032000,4.9781604500,1527234,51054359.3200,3.818085,-1.355700
2011-02-28,4.9826225000,5.1744906500,4.9826225000,5.1611045000,2264153,77674712.2000,5.660383,3.674900
2011-03-01,5.2057250000,5.4139540000,5.2057250000,5.2845545500,3709652,132631503.8000,9.274130,2.391925
2011-03-02,5.2280352500,5.2860419000,5.1744906500,5.2503455000,2009520,70455977.3200,5.023800,-0.647300
2011-03-03,5.2518328500,5.3380991500,5.1135093000,5.1447436500,1963288,69187232.3800,4.908220,-2.011300
2011-03-04,5.1536677500,5.2652190000,5.1462310000,5.2592696000,1542440,54060254.6900,3.856100,2.226100
2011-03-07,5.3098395000,5.3217383000,5.1968009000,5.2726557500,2284541,80688449.7200,5.711353,0.254500
2011-03-08,5.2696810500,5.2696810500,5.1878768000,5.2191111500,1523899,53410472.3200,3.809747,-1.015500
2011-03-09,5.2191111500,5.3529726500,5.1908515000,5.3351244500,2536372,90175097.5200,6.340930,2.222900
2011-03-10,5.3291750500,5.4288275000,5.2652190000,5.2711684000,2206036,78948463.5200,5.515090,-1.198800
2011-03-11,5.2354720000,5.2875292500,5.1670539000,5.1759780000,1843452,64582255.1200,4.608630,-1.805900
2011-03-14,5.1462310000,5.2280352500,5.1016105000,5.2131617500,1400685,48537988.2400,3.501713,0.718400
2011-03-15,5.2176238000,5.2295226000,4.9127170500,5.1075599000,2081752,70878390.2100,5.204380,-2.025700
2011-03-16,5.0867370000,5.1715159500,5.0778129000,5.1239207500,1386907,47883679.0600,3.467268,0.320300
2011-03-17,5.0688888000,5.1313575000,4.9841098500,5.0227809500,1306835,44329869.4600,3.267088,-1.973900
2011-03-18,5.0867370000,5.1016105000,5.0093948000,5.0376544500,868896,29505217.4300,2.172240,0.296100
2011-03-21,5.0346797500,5.0555026500,4.9513881500,4.9766731000,983286,33057951.1400,2.458215,-1.210500
2011-03-22,4.9900592500,5.0242683000,4.9231285000,5.0108821500,783827,26198122.2300,1.959567,0.687400
2011-03-23,5.0123695000,5.0926864000,4.9989833500,5.0540153000,1065977,36263394.6900,2.664942,0.860800
2011-03-24,5.0450912000,5.0778129000,5.0123695000,5.0212936000,951438,32215584.3800,2.378595,-0.647400
2011-03-25,5.0540153000,5.0540153000,4.9796478000,5.0272430000,1011263,34101205.8800,2.528157,0.118500
2011-03-28,5.0272430000,5.0525279500,4.9290779000,4.9365146500,1561797,52162382.3200,3.904492,-1.804700
2011-03-29,4.9231285000,4.9231285000,4.7520832500,4.7595200000,1968579,63524237.4900,4.921448,-3.585400
2011-03-30,4.7773682000,4.8190140000,4.7565453000,4.7639820500,876316,28181013.4100,2.190790,0.093800
2011-03-31,4.7669567500,4.8338875000,4.7669567500,4.8071152000,862107,27838443.8000,2.155267,0.905400
2011-04-01,4.7892670000,4.8175266500,4.7312603500,4.7996784500,783482,25170166.1800,1.958705,-0.154700
2011-04-06,4.7907543500,4.8710712500,4.7907543500,4.8606598000,1151159,37457584.3600,2.877897,1.270500
2011-04-07,4.8695839000,5.0123695000,4.8695839000,4.9900592500,2026106,67629565.0700,5.065265,2.662200
2011-04-08,4.9945213000,5.0212936000,4.9320526000,4.9841098500,1277935,42733146.3100,3.194838,-0.119200
2011-04-11,5.0049327500,5.0272430000,4.8695839000,4.8710712500,1695282,56019295.2800,4.238205,-2.268000
2011-04-12,4.8710712500,4.8710712500,4.7907543500,4.8294254500,778833,25289158.6300,1.947083,-0.855000
2011-04-13,4.7862923000,4.9082550000,4.7862923000,4.9008182500,669236,21945762.6000,1.673090,1.478300
2011-04-14,4.9082550000,4.9499008000,4.8636345000,4.9246158500,885780,29299510.4400,2.214450,0.485600
2011-04-15,4.9246158500,4.9469261000,4.8606598000,4.8978435500,622730,20505788.7000,1.556825,-0.543600
2011-04-18,4.8978435500,4.9320526000,4.8621471500,4.9156917500,622850,20490966.6200,1.557125,0.364400
2011-04-19,4.9082550000,5.0108821500,4.8651218500,4.9499008000,1670287,55820179.7000,4.175718,0.695900
2011-04-20,4.9543628500,5.0034454000,4.8710712500,4.9424640500,1138114,37635215.1700,2.845285,-0.150200
2011-04-21,4.9499008000,4.9811351500,4.8933815000,4.9796478000,1190866,39580917.9700,2.977165,0.752300
2011-04-22,4.9945213000,5.0346797500,4.9558502000,4.9826225000,1349858,45375671.4500,3.374645,0.059700
2011-04-25,4.9677490000,4.9826225000,4.8309128000,4.8398369000,1117304,36703110.6000,2.793260,-2.865700
2011-04-26,4.8190140000,4.8442989500,4.7862923000,4.8249634000,555932,17989044.9800,1.389830,-0.307300
2011-04-27,4.8190140000,4.8695839000,4.7178742000,4.7416718000,679778,21921258.8600,1.699445,-1.726300
2011-04-29,4.6092976500,4.6092976500,4.3445493500,4.4858476000,1209575,36318341.2200,3.023937,-5.395200
2011-05-03,4.4843602500,4.5022084500,4.4114801000,4.4917970000,479767,14408341.3100,1.199418,0.132600
2011-05-04,4.4605626500,4.4605626500,4.2835680000,4.2969541500,741473,21833967.0600,1.853682,-4.337700
2011-05-05,4.2924921000,4.3252138000,4.2210993000,4.2939794500,521634,15014417.2200,1.304085,-0.069200
2011-05-06,4.3103403000,4.6405320000,4.2865427000,4.5364175000,1865623,56825332.2600,4.664057,5.646000
2011-05-09,4.5364175000,4.6345826000,4.4947717000,4.5884747500,1009828,31081180.2900,2.524570,1.147500
2011-05-10,4.5602151000,4.6078103000,4.5185693000,4.5750886000,476957,14583613.8100,1.192392,-0.291700
2011-05-11,4.5884747500,4.6955639500,4.5245187000,4.6658169500,950847,29530950.1600,2.377117,1.983100
2011-05-12,4.6524308000,4.6851525000,4.5289807500,4.5289807500,950126,29509403.8100,2.375315,-2.932700
2011-05-13,4.4712912000,4.5410048800,4.3510952000,4.4352324000,812900,14921579.6400,1.270156,-2.070100
2011-05-16,4.4280206400,4.4448480800,4.3462873600,4.3510952000,813998,14826398.4400,1.271872,-1.897000
2011-05-17,4.3534991200,4.3943657600,4.3006128800,4.3823461600,996467,18094586.3600,1.556980,0.718200
2011-05-18,4.3823461600,4.3991736000,4.3366716800,4.3751344000,489231,8899588.4300,0.764423,-0.164600
2011-05-19,4.3943657600,4.3943657600,4.0890679200,4.2477266400,1121512,20172989.2100,1.752363,-2.912100
2011-05-20,4.2333031200,4.2333031200,4.1347424000,4.1347424000,1025399,17762608.7900,1.602186,-2.659900
2011-05-23,4.1347424000,4.1347424000,3.9183896000,3.9231974400,1505225,25007147.6900,2.351914,-5.116300
2011-05-24,3.9207935200,4.0121424800,3.8967543200,3.9808915200,827464,13613012.3500,1.292912,1.470600
2011-05-25,3.9712758400,4.0121424800,3.8462720000,3.8510798400,778629,12736233.6500,1.216608,-3.260900
2011-05-26,3.8462720000,3.9039660800,3.8270406400,3.8462720000,604245,9701437.3400,0.944133,-0.124800
2011-05-27,3.8462720000,3.8630994400,3.7116524800,3.7140564000,930460,14567479.5900,1.453844,-3.437500
2011-05-30,3.7020368000,3.7981936000,3.7020368000,3.7477112800,978753,15316738.6300,1.529302,0.906100
2011-05-31,3.7477112800,3.8679072800,3.7068446400,3.8630994400,1001841,15923546.7100,1.565377,3.078900
2011-06-01,3.8630994400,3.8823308000,3.8030014400,3.8630994400,840058,13406816.4500,1.312591,0.000000
2011-06-02,3.8222328000,3.8414641600,3.7260760000,3.7813661600,1040002,16344150.0400,1.625003,-2.115700
2011-06-03,3.7597308800,3.9664680000,3.7597308800,3.9159856800,1362181,21975078.6900,2.128408,3.560100
2011-06-07,3.8943504000,3.9496405600,3.8703112000,3.9087739200,826851,13429417.1600,1.291955,-0.184200
2011-06-08,3.9231974400,3.9256013600,3.8318484800,3.8775229600,732382,11773391.7300,1.144347,-0.799500
2011-06-09,3.8775229600,3.8871386400,3.7140564000,3.7284799200,937770,14826927.1000,1.465266,-3.843800
2011-06-10,3.7284799200,3.7573269600,3.6828054400,3.7404995200,567053,8766440.2500,0.886020,0.322400
2011-06-13,3.7212681600,3.7717504800,3.6852093600,3.7429034400,534292,8285065.4300,0.834831,0.064300
2011-06-14,3.7501152000,3.8054053600,3.7501152000,3.8054053600,700783,11048795.6900,1.094973,1.669900
2011-06-15,3.8005975200,3.8703112000,3.7621348000,3.7693465600,913641,14507373.6900,1.427564,-0.947600
2011-06-16,3.7332877600,3.7332877600,3.6491505600,3.6659780000,651118,10008409.3600,1.017372,-2.742300
2011-06-17,3.6683819200,3.6924211200,3.6395348800,3.6419388000,474548,7234016.4200,0.741481,-0.655700
2011-06-20,3.6515544800,3.6779976000,3.5818408000,3.6275152800,652150,9839091.9100,1.018984,-0.396000
2011-06-21,3.6539584000,3.7429034400,3.6130917600,3.7044407200,727705,11207308.5400,1.137039,2.120600
2011-06-22,3.7020368000,3.7236720800,3.6299192000,3.6539584000,534823,8152772.7400,0.835661,-1.362800
2011-06-23,3.6611701600,4.0193542400,3.6323231200,3.8751190400,2966039,48107218.6100,4.634436,6.052600
2011-06-24,3.8030014400,4.0385856000,3.8030014400,3.9905072000,3673778,60370472.1400,5.740278,2.977700
2011-06-27,3.9712758400,4.2982089600,3.9688719200,4.1804168800,4650311,80292197.3900,7.266111,4.759000
2011-06-28,4.2044560800,4.2044560800,4.0962796800,4.1515698400,2080222,35772537.3000,3.250347,-0.690100
2011-06-29,4.1443580800,4.2164756800,4.1058953600,4.1131071200,1452741,25101294.2800,2.269908,-0.926500
2011-06-30,4.1058953600,4.2140717600,4.0986836000,4.1563776800,1924417,33387886.3100,3.006902,1.052000
2011-07-01,4.1635894400,4.2044560800,4.1107032000,4.1371463200,1278986,22101922.5500,1.998416,-0.462700
2011-07-04,4.1467620000,4.2909972000,4.1467620000,4.2525344800,2081381,36680199.6300,3.252158,2.789100
2011-07-05,4.2429188000,4.2669580000,4.1900325600,4.2453227200,1240491,21802203.9300,1.938267,-0.169600
2011-07-06,4.2357070400,4.3390756000,4.1611855200,4.3246520800,1789859,31681976.8000,2.796655,1.868600
2011-07-07,4.3030168000,4.4712912000,4.2645540800,4.3510952000,3097811,56565931.6700,4.840330,0.611500
2011-07-08,4.3270560000,4.3871540000,4.2573423200,4.3198442400,1184244,21227241.8900,1.850381,-0.718238
2011-07-11,4.2909972000,4.3414795200,4.2308992000,4.3030168000,1057059,18839612.0000,1.651655,-0.389500
2011-07-12,4.2573423200,4.2885932800,4.1371463200,4.1515698400,1352765,23657440.9400,2.113695,-3.519600
2011-07-13,4.1804168800,4.2909972000,4.1563776800,4.2717658400,1109383,19528438.0900,1.733411,2.895200
2011-07-14,4.2357070400,4.3991736000,4.2357070400,4.3727304800,1899657,34330551.8200,2.968214,2.363500
2011-07-15,4.4063853600,4.5674480000,4.3775383200,4.5169656800,3195355,59859207.4500,4.992742,3.298500
2011-07-18,4.5145617600,4.5313892000,4.4232128000,4.4568676800,1752642,32533135.8600,2.738503,-1.330500
2011-07-19,4.4472520000,4.4472520000,4.3583069600,4.3799422400,1108839,20260018.3300,1.732561,-1.726000
2011-07-20,4.4039814400,4.4664833600,4.3198442400,4.3751344000,1453514,26629688.8300,2.271116,-0.109800
2011-07-21,4.3919618400,4.4135971200,4.2212835200,4.2308992000,1564383,27967014.1100,2.444348,-3.296700
2011-07-22,4.2333031200,4.2789776000,4.2188796000,4.2405148800,843110,14901869.0600,1.317359,0.227300
2011-07-25,4.1708012000,4.2477266400,3.9448327200,3.9592562400,1654390,27980055.5500,2.584984,-6.632700
2011-07-26,3.9712758400,4.0578169600,3.9688719200,4.0361816800,1262324,21163711.6800,1.972381,1.942900
2011-07-27,4.0337777600,4.1780129600,3.9688719200,4.1563776800,1230364,21015370.1000,1.922444,2.978000
2011-07-28,4.0890679200,4.5626401600,4.0890679200,4.3895579200,3920953,71825011.5500,6.126489,5.610200
2011-07-29,4.3751344000,4.4833108000,4.3318638400,4.3799422400,2981769,54763354.7900,4.659014,-0.219100
2011-08-01,4.3799422400,4.4592716000,4.2813815200,4.4111932000,2049022,37449452.3700,3.201597,0.713500
2011-08-02,4.4184049600,4.4688872800,4.2813815200,4.4688872800,2008789,36560378.8000,3.138733,1.307900
2011-08-03,4.4111932000,4.5914872000,4.3559030400,4.5193696000,3639125,68299138.4800,5.686133,1.129600
2011-08-04,4.4785029600,4.5386009600,4.3703265600,4.3943657600,2385979,44114948.7100,3.728092,-2.766000
2011-08-05,4.2068600000,4.3102285600,4.0914718400,4.2405148800,1769207,31340196.6800,2.764386,-3.501100
2011-08-08,4.1804168800,4.2044560800,3.8558876800,3.9664680000,2101636,35320599.6700,3.283806,-6.462600
2011-08-09,3.8462720000,4.1034914400,3.7813661600,4.1034914400,2069341,34224773.5400,3.233345,3.454500
2011-08-10,4.1780129600,4.3030168000,4.1010875200,4.3030168000,3180169,55712890.7800,4.969014,4.862300
2011-08-11,4.1948404000,4.4400402400,4.1756090400,4.4135971200,4131294,74675823.6000,6.455147,2.569800
2011-08-12,4.4496559200,4.5145617600,4.3414795200,4.4833108000,3434550,63213446.5800,5.366484,1.579500
2011-08-15,4.4232128000,4.6395656000,4.4232128000,4.6323538400,4666542,88742827.9800,7.291472,3.324400
2011-08-16,4.6563930400,4.6563930400,4.5049460800,4.5265813600,3876082,73595593.5300,6.056378,-2.283300
2011-08-17,4.5361970400,4.6011028800,4.5073500000,4.5241774400,2654802,50240849.4500,4.148128,-0.053100
2011-08-19,4.3943657600,4.4688872800,4.3078246400,4.4544637600,3316929,60458133.3900,5.182702,-1.540900
2011-08-22,4.3631148000,4.6780283200,4.3631148000,4.6155264000,5099650,97417189.5200,7.968203,3.615800
2011-08-23,4.6371616800,4.7597616000,4.5914872000,4.7501459200,4992116,97492324.5000,7.800181,2.916700
2011-08-24,4.7357224000,4.8390909600,4.6395656000,4.6852400800,3676026,72320407.1500,5.743791,-1.366400
2011-08-25,4.6419695200,4.7838008000,4.5938911200,4.7237028000,3474900,67929435.4600,5.429531,0.820900
2011-08-26,4.6996636000,4.7838008000,4.6419695200,4.7357224000,2329571,45754228.5900,3.639955,0.254459
2011-08-29,4.8751497600,4.8751497600,4.6636048000,4.7285106400,6446957,127554633.2000,10.073370,-0.152300
2011-08-30,4.7813968800,5.0145771200,4.6708165600,4.8775536800,11658606,232961026.7900,18.216572,3.152000
2011-08-31,4.9496712800,5.0362124000,4.7886086400,4.9520752000,10747670,220239348.9500,16.793234,1.527800
2011-09-01,4.9857300800,5.0915025600,4.7838008000,4.7934164800,10915257,223049651.0100,17.055089,-3.203900
2011-09-02,4.7357224000,4.7357224000,4.3991736000,4.4977343200,5598282,106135855.0300,8.747316,-6.168500
2011-09-05,4.3727304800,4.4400402400,4.3030168000,4.3246520800,2608663,47220664.1900,4.076036,-3.848200
2011-09-06,4.3006128800,4.3823461600,4.2693619200,4.3510952000,1684589,30442476.2000,2.632170,0.611500
2011-09-07,4.3943657600,4.4544637600,4.3534991200,4.4304245600,2026135,37238789.6100,3.165836,1.823200
2011-09-08,4.5169656800,4.5169656800,4.3294599200,4.3294599200,2050212,37551951.3200,3.203456,-2.278893
2011-09-09,4.3150364000,4.3991736000,4.1227228000,4.1900325600,2215785,39221525.3600,3.462164,-3.220400
2011-09-13,4.1371463200,4.1395502400,4.0097385600,4.0986836000,1668965,28324080.3600,2.607758,-2.180100
2011-09-14,4.1275306400,4.2068600000,4.0578169600,4.1924364800,1495829,25830604.8400,2.337233,2.287400
2011-09-15,4.2333031200,4.2861893600,4.1804168800,4.2140717600,1613389,28455610.9300,2.520920,0.516100
2011-09-16,4.2525344800,4.2525344800,4.1876286400,4.2260913600,1072560,18806941.8600,1.675875,0.285200
2011-09-19,4.2260913600,4.2260913600,4.0506052000,4.0506052000,1177930,20100496.9500,1.840516,-4.152400
2011-09-20,4.0482012800,4.1155110400,4.0289699200,4.0626248000,1066543,18121787.1000,1.666473,0.296700
2011-09-21,4.0433934400,4.2597462400,4.0433934400,4.2308992000,2133123,37247620.4900,3.333005,4.142000
2011-09-22,4.1708012000,4.2308992000,4.0770483200,4.0866640000,1387574,23936510.6000,2.168084,-3.409100
2011-09-23,4.0145464000,4.0794522400,3.9808915200,4.0217581600,995872,16652436.3400,1.556050,-1.588200
2011-09-26,4.0145464000,4.0746444000,3.9015621600,3.9183896000,1005258,16716573.7600,1.570716,-2.570200
2011-09-27,3.9472366400,3.9905072000,3.9231974400,3.9568523200,647629,10658131.7500,1.011920,0.981600
2011-09-28,3.9856993600,4.0457973600,3.8703112000,3.8799268800,771313,12707174.3200,1.205177,-1.944100
2011-09-29,3.8510798400,3.8871386400,3.7020368000,3.7044407200,900409,14178564.2500,1.406889,-4.522900
2011-09-30,3.7092485600,3.7813661600,3.6491505600,3.6539584000,641783,9891703.3900,1.002786,-1.362800
2011-10-10,3.6779976000,3.7260760000,3.6419388000,3.6539584000,722469,11062060.1500,1.128858,0.000000
2011-10-11,3.7597308800,3.7837700800,3.6395348800,3.6611701600,762787,11753961.1000,1.191855,0.197400
2011-10-12,3.6611701600,3.8198288800,3.5818408000,3.8102132000,1114033,17406781.5500,1.740677,4.070900
2011-10-13,3.8102132000,3.9111778400,3.7885779200,3.8703112000,1244909,20042706.5200,1.945170,1.577300
2011-10-14,3.8462720000,3.9159856800,3.8174249600,3.8534837600,907599,14590366.2200,1.418123,-0.434800
2011-10-17,3.8655033600,3.9231974400,3.7957896800,3.8150210400,1405265,22488004.2200,2.195727,-0.998100
2011-10-18,3.8150210400,3.8342524000,3.7068446400,3.7116524800,900719,14083000.7000,1.407373,-2.709500
2011-10-19,3.7236720800,3.7597308800,3.6828054400,3.6996328800,524500,8120001.5600,0.819531,-0.323800
2011-10-20,3.6972289600,3.6972289600,3.5698212000,3.5938604000,945000,14190934.1900,1.476562,-2.859000
2011-10-21,3.6178996000,3.6419388000,3.5698212000,3.5986682400,519928,7800175.0400,0.812387,0.133800
2011-10-24,3.6275152800,3.7477112800,3.5698212000,3.7404995200,1175304,17945187.0400,1.836412,3.941200
2011-10-25,3.7332877600,3.8366563200,3.6755936800,3.8174249600,1502982,23587593.4500,2.348409,2.056600
2011-10-26,3.7741544000,3.8703112000,3.7621348000,3.8198288800,1691544,26940817.5200,2.643037,0.063000
2011-10-27,3.8270406400,3.8438680800,3.7765583200,3.7933857600,965833,15303601.2900,1.509114,-0.692300
2011-10-28,3.8342524000,3.8775229600,3.8078092800,3.8703112000,1557299,24924818.2600,2.433280,2.027900
2011-10-31,3.8895425600,3.8895425600,3.8222328000,3.8727151200,1186326,19050317.1600,1.853634,0.062100
2011-11-01,3.8438680800,3.8847347200,3.7933857600,3.8462720000,1368843,21864278.4700,2.138817,-0.682800
2011-11-02,3.7933857600,3.9183896000,3.7597308800,3.9183896000,2016867,32163422.3800,3.151355,1.875000
2011-11-03,3.9688719200,4.0698365600,3.9592562400,3.9592562400,3104023,51812386.4200,4.850036,1.042900
2011-11-04,3.9784876000,4.0241620800,3.9256013600,4.0121424800,1811318,29979568.7500,2.830184,1.335800
2011-11-07,4.0073346400,4.0121424800,3.9520444800,3.9520444800,1131354,18697733.1100,1.767741,-1.497900
2011-11-08,3.9664680000,3.9664680000,3.8799268800,3.8919464800,1122253,18303405.0700,1.753520,-1.520700
2011-11-09,3.8967543200,3.9664680000,3.8751190400,3.9664680000,1030793,16873710.9500,1.610614,1.914800
2011-11-10,3.9520444800,3.9520444800,3.8679072800,3.8727151200,1098974,17874077.6700,1.717147,-2.363600
2011-11-11,3.8630994400,3.9183896000,3.8582916000,3.8703112000,601081,9718847.7600,0.939189,-0.062100
2011-11-14,3.9063700000,3.9881032800,3.9015621600,3.9856993600,1553327,25536618.6600,2.427073,2.981400
2011-11-15,3.9616601600,4.0289699200,3.9424288000,4.0241620800,1421539,23614264.9800,2.221155,0.965000
2011-11-16,4.0145464000,4.0457973600,3.8703112000,3.8823308000,1456731,23976030.2900,2.276142,-3.524500
2011-11-17,3.8606955200,3.9304092000,3.8606955200,3.8919464800,794633,12857411.1700,1.241614,0.247700
2011-11-18,3.8655033600,3.8871386400,3.6731897600,3.6876132800,1334507,20899371.2700,2.085167,-5.250200
2011-11-21,3.7020368000,3.7236720800,3.6419388000,3.7164603200,547176,8371430.4100,0.854962,0.782300
2011-11-22,3.6707858400,3.7140564000,3.6275152800,3.6924211200,705647,10784286.2900,1.102573,-0.646800
2011-11-23,3.6972289600,3.7212681600,3.6587662400,3.6804015200,543105,8324746.5800,0.585242,-0.325500
2011-11-24,3.6659780000,3.7164603200,3.6130917600,3.7164603200,567590,8656229.7700,0.611627,0.979800
2011-11-25,3.6876132800,3.7188642400,3.6563623200,3.6683819200,439840,6733785.5800,0.473966,-1.293700
2011-11-28,3.6683819200,3.7140564000,3.6491505600,3.6900172000,344777,5271450.3200,0.371527,0.589800
2011-11-29,3.7501152000,3.7501152000,3.7044407200,3.7332877600,718382,11128939.4700,0.774119,1.172600
