time_stamp,open,high,low,close,vol
2020-09-01 04:15:00,11709.72,11720.0,11691.87,11698.56,631.322262
2020-09-01 04:30:00,11698.55,11706.82,11685.5,11699.82,496.190033
2020-09-01 04:45:00,11699.82,11705.31,11672.17,11692.66,688.48006
2020-09-01 05:00:00,11692.67,11718.78,11692.54,11714.98,554.357124
2020-09-01 05:15:00,11714.99,11719.0,11687.35,11694.6,501.951755
2020-09-01 05:30:00,11694.6,11719.0,11692.83,11711.17,460.896889
2020-09-01 05:45:00,11711.18,11796.0,11711.17,11794.55,1453.167704
2020-09-01 06:00:00,11794.55,11824.23,11778.0,11786.6,1716.036775
2020-09-01 06:15:00,11786.61,11850.0,11786.61,11841.1,1169.556827
2020-09-01 06:30:00,11841.1,11855.54,11815.01,11834.37,962.569169
2020-09-01 06:45:00,11834.37,11871.92,11823.87,11861.85,923.812696
2020-09-01 07:00:00,11861.82,11924.76,11861.81,11881.23,1898.561771
2020-09-01 07:15:00,11881.23,11908.64,11863.98,11868.8,1042.58203
2020-09-01 07:30:00,11868.8,11893.79,11868.8,11879.41,727.220699
2020-09-01 07:45:00,11879.41,11940.0,11879.4,11923.74,1399.059802
2020-09-01 08:00:00,11923.74,11940.0,11868.19,11873.84,1429.814507
2020-09-01 08:15:00,11873.84,11909.46,11868.81,11908.21,891.997891
2020-09-01 08:30:00,11908.2,11930.93,11900.0,11900.01,867.17212
2020-09-01 08:45:00,11900.0,11919.41,11890.88,11912.85,647.307178
2020-09-01 09:00:00,11912.85,11917.12,11863.03,11879.58,694.328444
2020-09-01 09:15:00,11879.5,11889.93,11870.18,11887.95,551.030503
2020-09-01 09:30:00,11887.94,11950.0,11887.86,11938.04,1204.757862
2020-09-01 09:45:00,11938.04,11949.96,11921.58,11938.96,795.891002
2020-09-01 10:00:00,11938.96,11946.99,11916.0,11920.54,641.900276
2020-09-01 10:15:00,11920.44,11939.95,11912.66,11926.57,686.287722
2020-09-01 10:30:00,11926.56,11938.97,11915.68,11926.07,603.295262
2020-09-01 10:45:00,11926.07,11938.11,11906.0,11919.9,698.983961
2020-09-01 11:00:00,11919.9,11922.95,11877.85,11879.17,1286.156927
2020-09-01 11:15:00,11879.54,11899.61,11877.68,11892.05,1152.826506
2020-09-01 11:30:00,11892.15,11904.76,11885.11,11903.39,913.98984
2020-09-01 11:45:00,11903.38,11904.77,11834.01,11868.99,1274.49718
2020-09-01 12:00:00,11868.98,11869.39,11840.78,11858.33,988.806943
2020-09-01 12:15:00,11858.26,11882.55,11840.7,11879.01,853.974692
2020-09-01 12:30:00,11879.01,11907.76,11875.3,11907.74,812.845335
2020-09-01 12:45:00,11907.76,11918.83,11885.82,11899.94,681.494992
2020-09-01 13:00:00,11899.94,11910.17,11860.09,11876.56,783.390461
2020-09-01 13:15:00,11876.56,11887.58,11861.75,11880.36,572.143407
2020-09-01 13:30:00,11880.35,11884.37,11855.07,11860.06,635.848554
2020-09-01 13:45:00,11860.06,11875.0,11852.73,11864.38,631.097558
2020-09-01 14:00:00,11864.38,11873.95,11797.26,11843.56,1561.13457
2020-09-01 14:15:00,11843.45,11860.0,11825.64,11845.01,700.573322
2020-09-01 14:30:00,11845.0,11877.07,11830.13,11860.66,1016.881457
2020-09-01 14:45:00,11860.66,11894.54,11852.63,11894.06,856.842878
2020-09-01 15:00:00,11893.93,11933.77,11890.96,11918.41,1158.800834
2020-09-01 15:15:00,11918.41,11975.0,11910.69,11949.72,1890.982629
2020-09-01 15:30:00,11949.72,11968.11,11926.8,11967.48,971.50818
2020-09-01 15:45:00,11967.49,12044.67,11954.77,12039.33,2146.258273
2020-09-01 16:00:00,12039.33,12050.85,11991.55,12028.27,1680.169463
2020-09-01 16:15:00,12029.85,12037.43,11981.45,11995.28,1114.975863
2020-09-01 16:30:00,11995.28,12022.17,11989.53,12015.15,971.828506
2020-09-01 16:45:00,12015.14,12015.24,11980.59,11996.22,780.900071
2020-09-01 17:00:00,11996.22,12015.96,11947.19,11970.36,1019.757422
2020-09-01 17:15:00,11970.37,11978.68,11948.05,11967.3,868.15468
2020-09-01 17:30:00,11967.3,11980.0,11950.51,11958.04,789.095466
2020-09-01 17:45:00,11958.04,11975.65,11951.41,11957.05,528.792415
2020-09-01 18:00:00,11957.05,12004.95,11955.0,12002.01,658.568255
2020-09-01 18:15:00,12001.9,12004.84,11986.67,12002.0,446.980262
2020-09-01 18:30:00,12002.0,12002.01,11966.02,11985.32,580.231747
2020-09-01 18:45:00,11985.32,11985.84,11971.03,11983.57,440.190038
2020-09-01 19:00:00,11983.56,11989.82,11968.04,11970.07,431.737627
2020-09-01 19:15:00,11970.06,11984.02,11969.34,11972.26,351.286604
2020-09-01 19:30:00,11972.29,11977.48,11955.28,11967.8,645.328357
2020-09-01 19:45:00,11967.64,11973.77,11953.05,11957.41,562.85528
2020-09-01 20:00:00,11957.41,11970.01,11938.86,11940.0,665.260185
2020-09-01 20:15:00,11940.0,11974.49,11939.86,11969.77,606.340244
2020-09-01 20:30:00,11969.77,11987.85,11965.76,11986.58,488.244283
2020-09-01 20:45:00,11986.58,12015.11,11974.83,12003.6,606.006844
2020-09-01 21:00:00,12003.61,12015.72,11993.11,12015.44,552.365424
2020-09-01 21:15:00,12015.35,12026.43,11991.33,11992.78,655.940543
2020-09-01 21:30:00,11992.78,12041.86,11988.01,12040.57,443.143186
2020-09-01 21:45:00,12040.79,12040.88,12007.93,12016.05,607.181284
2020-09-01 22:00:00,12016.14,12043.49,12000.0,12039.06,609.381702
2020-09-01 22:15:00,12039.27,12050.0,11961.46,11995.3,1007.257278
2020-09-01 22:30:00,11995.31,11995.88,11941.8,11955.68,839.845358
2020-09-01 22:45:00,11955.8,11978.51,11949.41,11973.04,560.6732
2020-09-01 23:00:00,11973.04,11987.38,11964.41,11987.38,535.092419
2020-09-01 23:15:00,11987.38,12008.49,11987.38,11997.52,596.547221
2020-09-01 23:30:00,11997.6,12011.6,11978.15,11984.3,736.311802
2020-09-01 23:45:00,11983.75,11988.83,11851.0,11921.97,1520.098973
2020-09-02 00:00:00,11921.97,11954.57,11902.92,11910.14,896.133256
2020-09-02 00:15:00,11910.15,11950.77,11903.45,11934.7,613.523707
2020-09-02 00:30:00,11934.69,11937.02,11875.02,11923.6,776.581472
2020-09-02 00:45:00,11923.6,11935.52,11884.18,11899.11,782.69412
2020-09-02 01:00:00,11899.11,11922.36,11856.31,11895.76,817.679145
2020-09-02 01:15:00,11895.75,11919.01,11875.07,11905.56,897.463669
2020-09-02 01:30:00,11905.56,11925.32,11898.0,11914.45,469.450764
2020-09-02 01:45:00,11914.45,11916.02,11883.93,11887.83,454.278675
2020-09-02 02:00:00,11887.82,11887.82,11861.14,11880.5,656.311432
2020-09-02 02:15:00,11880.5,11903.45,11853.34,11898.77,555.720607
2020-09-02 02:30:00,11898.77,11908.95,11890.32,11898.68,464.6714
2020-09-02 02:45:00,11898.67,11898.84,11858.0,11858.0,465.21189
2020-09-02 03:00:00,11858.0,11878.31,11840.0,11852.99,742.800685
2020-09-02 03:15:00,11852.98,11862.15,11825.0,11861.8,624.858754
2020-09-02 03:30:00,11861.81,11866.5,11828.38,11835.99,549.094811
2020-09-02 03:45:00,11835.99,11861.0,11828.52,11835.01,542.288063
2020-09-02 04:00:00,11835.02,11872.67,11826.17,11864.66,477.981473
2020-09-02 04:15:00,11864.65,11885.6,11854.94,11883.24,521.774544
2020-09-02 04:30:00,11883.24,11892.98,11871.21,11887.44,472.490286
2020-09-02 04:45:00,11887.44,11899.41,11867.29,11873.46,462.226095
2020-09-02 05:00:00,11873.47,11900.0,11861.52,11899.79,543.155106
2020-09-02 05:15:00,11899.8,11900.0,11883.73,11887.0,504.475812
2020-09-02 05:30:00,11887.0,11887.35,11860.93,11865.39,484.234888
2020-09-02 05:45:00,11865.38,11873.82,11856.69,11868.55,553.844448
2020-09-02 06:00:00,11868.64,11868.64,11791.23,11814.02,1154.396335
2020-09-02 06:15:00,11814.0,11825.35,11780.9,11813.14,925.322497
2020-09-02 06:30:00,11813.13,11813.13,11749.06,11782.86,1328.380897
2020-09-02 06:45:00,11782.86,11794.52,11747.0,11790.62,1181.17078
2020-09-02 07:00:00,11790.62,11792.61,11747.0,11761.84,939.718873
2020-09-02 07:15:00,11761.93,11792.21,11747.0,11791.12,714.917924
2020-09-02 07:30:00,11790.95,11803.41,11736.0,11769.82,843.802532
2020-09-02 07:45:00,11769.82,11769.82,11718.16,11722.84,985.388337
2020-09-02 08:00:00,11723.59,11745.9,11656.81,11709.24,2128.482406
2020-09-02 08:15:00,11709.23,11728.85,11688.66,11715.71,838.7636
2020-09-02 08:30:00,11715.71,11726.29,11700.0,11700.0,639.717382
2020-09-02 08:45:00,11700.01,11712.99,11671.0,11711.61,588.560173
2020-09-02 09:00:00,11711.61,11731.24,11700.0,11728.61,587.418532
2020-09-02 09:15:00,11728.73,11737.41,11713.87,11729.22,473.292186
2020-09-02 09:30:00,11729.23,11735.54,11709.0,11734.47,495.56326
2020-09-02 09:45:00,11734.47,11747.99,11728.0,11738.1,678.382901
2020-09-02 10:00:00,11738.09,11743.3,11704.87,11704.87,598.556474
2020-09-02 10:15:00,11704.88,11716.3,11585.0,11617.69,1508.55526
2020-09-02 10:30:00,11617.69,11643.53,11560.0,11578.88,1574.364321
2020-09-02 10:45:00,11578.89,11604.47,11520.01,11574.27,2038.803055
2020-09-02 11:00:00,11574.26,11574.27,11279.31,11417.48,5356.571039
2020-09-02 11:15:00,11417.47,11417.48,11160.1,11329.71,4525.905115
2020-09-02 11:30:00,11329.7,11388.0,11282.75,11370.47,2143.590521
2020-09-02 11:45:00,11370.54,11424.99,11351.93,11406.02,2083.95817
