date,open,high,low,close,volume,amount,turn,pctChg,adjustflag
2015-01-21,11.8500000000,13.0500000000,11.8500000000,13.0500000000,94200,1229065.0000,0.134571,44.039730,1
2015-01-22,14.3600000000,14.3600000000,14.3600000000,14.3600000000,22200,318792.0000,0.031714,10.038300,1
2015-01-23,15.8000000000,15.8000000000,15.8000000000,15.8000000000,27400,432920.0000,0.039143,10.027900,1
2015-01-26,17.3800000000,17.3800000000,17.3800000000,17.3800000000,57100,992398.0000,0.081571,10.000000,1
2015-01-27,19.1200000000,19.1200000000,19.1200000000,19.1200000000,122950,2350804.0000,0.175643,10.011500,1
2015-01-28,21.0300000000,21.0300000000,21.0300000000,21.0300000000,238799,5021942.0000,0.341141,9.989500,1
2015-01-29,23.1300000000,23.1300000000,23.1300000000,23.1300000000,307756,7118396.0000,0.439651,9.985700,1
2015-01-30,25.4400000000,25.4400000000,25.4400000000,25.4400000000,391760,9966374.0000,0.559657,9.987000,1
2015-02-02,27.9800000000,27.9800000000,27.9800000000,27.9800000000,1150399,32188164.0000,1.643427,9.984300,1
2015-02-03,30.7800000000,30.7800000000,30.7800000000,30.7800000000,1062500,32703750.0000,1.517857,10.007200,1
2015-02-04,33.8600000000,33.8600000000,33.8600000000,33.8600000000,534450,18096477.0000,0.763500,10.006500,1
2015-02-05,37.2500000000,37.2500000000,37.2500000000,37.2500000000,610130,22727342.0000,0.871614,10.011800,1
2015-02-06,40.9800000000,40.9800000000,33.5800000000,35.0500000000,49110406,1767529520.0000,70.157723,-5.906000,1
2015-02-09,32.6800000000,34.2800000000,31.5500000000,31.6000000000,26334821,854685472.0000,37.621173,-9.843100,1
2015-02-10,31.5000000000,32.6600000000,30.0200000000,32.2400000000,21326374,675677136.0000,30.466249,2.025300,1
2015-02-11,32.6500000000,35.4600000000,31.5800000000,34.4000000000,29504350,996433056.0000,42.149071,6.699800,1
2015-02-12,34.0600000000,34.6500000000,33.0200000000,34.0000000000,21332316,722544976.0000,30.474737,-1.162800,1
2015-02-13,33.4900000000,36.8900000000,33.2600000000,35.2700000000,24965299,869931632.0000,35.664713,3.735300,1
2015-02-16,35.7000000000,38.8000000000,34.7000000000,38.8000000000,18223906,675879520.0000,26.034151,10.008500,1
2015-02-17,39.7700000000,40.9000000000,37.1800000000,37.3000000000,25953243,1014753472.0000,37.076061,-3.866000,1
2015-02-25,36.1400000000,36.6500000000,33.5700000000,33.5700000000,19743019,679258784.0000,28.204313,-10.000000,1
2015-02-26,32.8100000000,33.8800000000,32.5800000000,33.3000000000,10829740,359403360.0000,15.471057,-0.804300,1
2015-02-27,33.1200000000,34.4000000000,32.5600000000,33.5500000000,11240547,378453952.0000,16.057924,0.750800,1
2015-03-02,33.2000000000,34.5600000000,32.8000000000,34.0600000000,12461535,419307456.0000,17.802193,1.520100,1
2015-03-03,33.4300000000,33.8000000000,32.7500000000,32.9000000000,9774857,324787296.0000,13.964081,-3.405800,1
2015-03-04,32.9100000000,34.2000000000,32.9100000000,34.0500000000,10785082,362275680.0000,15.407260,3.495400,1
2015-03-05,34.0000000000,35.2500000000,33.6000000000,33.8200000000,12119721,416657056.0000,17.313887,-0.675500,1
2015-03-06,33.5500000000,33.5500000000,31.6000000000,31.9500000000,12534635,407336272.0000,17.906621,-5.529300,1
2015-03-09,31.4000000000,32.3800000000,31.0200000000,32.1000000000,5894289,187889789.0000,8.420413,0.469500,1
2015-03-10,32.0000000000,33.4000000000,31.8500000000,33.0000000000,11523726,379414400.0000,16.462466,2.803700,1
2015-03-11,32.8800000000,35.2100000000,32.6000000000,34.4000000000,15624992,530411200.0000,22.321417,4.242400,1
2015-03-12,34.3800000000,35.0000000000,31.9300000000,33.4500000000,9302207,310504848.0000,13.288867,-2.761600,1
2015-03-13,33.1300000000,36.3300000000,32.6200000000,35.9700000000,14967315,520329136.0000,21.381879,7.533600,1
2015-03-16,36.4900000000,39.5000000000,35.9000000000,36.8600000000,21489228,805329616.0000,30.698897,2.474300,1
2015-03-17,36.5000000000,37.6700000000,36.0300000000,36.8900000000,10754975,395470944.0000,15.364250,0.081400,1
2015-03-18,36.6000000000,38.3100000000,36.3200000000,37.8300000000,9954336,372005648.0000,14.220480,2.548100,1
