time,open,high,low,close,vol,time_stamp
1614621600000,1.26819,1.29681,1.26,1.28901,34943033.9,2021-03-01 18:00:00
1614625200000,1.28901,1.2925,1.27118,1.27881,21453679.9,2021-03-01 19:00:00
1614628800000,1.2786,1.30495,1.27655,1.29165,28159040.0,2021-03-01 20:00:00
1614632400000,1.29136,1.319,1.28919,1.31323,31028600.9,2021-03-01 21:00:00
1614636000000,1.31348,1.31452,1.2921,1.3009,24558992.4,2021-03-01 22:00:00
1614639600000,1.30087,1.30363,1.28197,1.29627,29355799.6,2021-03-01 23:00:00
1614643200000,1.29678,1.29998,1.212,1.23262,72596905.2,2021-03-02 00:00:00
1614646800000,1.23206,1.25141,1.215,1.22789,50091461.2,2021-03-02 01:00:00
1614650400000,1.22789,1.24749,1.19473,1.21788,70526476.4,2021-03-02 02:00:00
1614654000000,1.21788,1.2327,1.2103,1.21651,24993019.8,2021-03-02 03:00:00
1614657600000,1.21663,1.2299,1.201,1.2291,21572690.1,2021-03-02 04:00:00
1614661200000,1.22949,1.22983,1.21474,1.21558,16350993.0,2021-03-02 05:00:00
1614664800000,1.21558,1.22782,1.19313,1.21972,38379640.2,2021-03-02 06:00:00
1614668400000,1.21994,1.232,1.20325,1.21238,24900147.3,2021-03-02 07:00:00
1614672000000,1.21239,1.238,1.20882,1.23432,23693655.6,2021-03-02 08:00:00
1614675600000,1.23432,1.25299,1.2302,1.23878,31271346.6,2021-03-02 09:00:00
1614679200000,1.23878,1.2425,1.22086,1.22659,19828757.3,2021-03-02 10:00:00
1614682800000,1.22635,1.23647,1.22159,1.23323,15028580.9,2021-03-02 11:00:00
1614686400000,1.23321,1.23587,1.22137,1.22554,16908658.5,2021-03-02 12:00:00
1614690000000,1.22578,1.24427,1.22408,1.23663,20972578.1,2021-03-02 13:00:00
1614693600000,1.2368,1.27181,1.23344,1.25404,48257149.5,2021-03-02 14:00:00
1614697200000,1.25356,1.25506,1.2325,1.24244,26602721.3,2021-03-02 15:00:00
1614700800000,1.2425,1.2528,1.20002,1.20786,41373510.1,2021-03-02 16:00:00
1614704400000,1.20818,1.21699,1.196,1.21173,46304425.3,2021-03-02 17:00:00
1614708000000,1.21186,1.22,1.20227,1.20412,21737881.3,2021-03-02 18:00:00
1614711600000,1.20412,1.21,1.18,1.19572,36125813.5,2021-03-02 19:00:00
1614715200000,1.19561,1.205,1.18602,1.1965,23110353.0,2021-03-02 20:00:00
1614718800000,1.19665,1.19925,1.18538,1.18724,20216812.2,2021-03-02 21:00:00
1614722400000,1.18723,1.21709,1.18352,1.20977,19605648.5,2021-03-02 22:00:00
1614726000000,1.20894,1.22909,1.20849,1.2228,23455278.0,2021-03-02 23:00:00
1614729600000,1.22281,1.23,1.20865,1.22914,20617305.0,2021-03-03 00:00:00
1614733200000,1.2293,1.2385,1.22436,1.22904,17453173.7,2021-03-03 01:00:00
1614736800000,1.22904,1.23599,1.22354,1.22696,11351224.4,2021-03-03 02:00:00
1614740400000,1.22683,1.23015,1.21262,1.21828,12282507.7,2021-03-03 03:00:00
1614744000000,1.21846,1.23966,1.21747,1.23652,19947962.6,2021-03-03 04:00:00
1614747600000,1.23592,1.239,1.22741,1.23292,10863392.4,2021-03-03 05:00:00
1614751200000,1.2329,1.24849,1.2329,1.23543,21267720.5,2021-03-03 06:00:00
1614754800000,1.23533,1.24293,1.23533,1.24136,19025870.6,2021-03-03 07:00:00
1614758400000,1.24137,1.26376,1.23556,1.25654,34947139.4,2021-03-03 08:00:00
1614762000000,1.25678,1.26175,1.24394,1.25247,24134216.4,2021-03-03 09:00:00
1614765600000,1.25254,1.26,1.2385,1.24282,22688241.8,2021-03-03 10:00:00
1614769200000,1.24282,1.25264,1.2389,1.24347,18423314.1,2021-03-03 11:00:00
