time,open,high,low,close,vol,time_stamp
1603220400000,28.7885,28.8069,28.5882,28.648,45800.695,2020-10-20 19:00:00
1603224000000,28.6519,28.8434,28.5885,28.8404,49975.533,2020-10-20 20:00:00
1603227600000,28.8394,28.8409,28.6908,28.8078,24115.911,2020-10-20 21:00:00
1603231200000,28.8076,28.9462,28.7647,28.7869,37876.982,2020-10-20 22:00:00
1603234800000,28.7871,28.8349,28.62,28.8227,48396.635,2020-10-20 23:00:00
1603238400000,28.8131,29.3454,28.6406,29.1582,201576.787,2020-10-21 00:00:00
1603242000000,29.172,29.272,28.9684,29.061,108834.888,2020-10-21 01:00:00
1603245600000,29.0629,29.2263,28.9807,28.9941,144858.569,2020-10-21 02:00:00
1603249200000,29.0075,29.5263,29.0075,29.3974,165850.203,2020-10-21 03:00:00
1603252800000,29.3974,29.633,29.3212,29.5981,175848.492,2020-10-21 04:00:00
1603256400000,29.597,29.6379,29.3636,29.5718,93287.877,2020-10-21 05:00:00
1603260000000,29.5684,29.645,29.5374,29.5648,65352.401,2020-10-21 06:00:00
1603263600000,29.5648,29.6449,29.3819,29.4969,59166.168,2020-10-21 07:00:00
1603267200000,29.4965,29.5145,29.2695,29.3576,56668.94,2020-10-21 08:00:00
1603270800000,29.3564,29.4864,29.3052,29.4707,35051.5,2020-10-21 09:00:00
1603274400000,29.4726,29.5859,29.442,29.4623,33098.358,2020-10-21 10:00:00
1603278000000,29.4707,29.5366,29.3289,29.3544,67968.075,2020-10-21 11:00:00
1603281600000,29.3647,29.3999,29.2024,29.3056,91559.299,2020-10-21 12:00:00
1603285200000,29.3134,29.7199,29.2976,29.63,109604.385,2020-10-21 13:00:00
1603288800000,29.63,30.05,29.5084,29.9252,243163.656,2020-10-21 14:00:00
1603292400000,29.9302,30.2354,29.8658,30.1788,109812.726,2020-10-21 15:00:00
1603296000000,30.1835,30.4074,30.0245,30.1309,192179.233,2020-10-21 16:00:00
1603299600000,30.13,30.29,29.8739,30.0184,101745.139,2020-10-21 17:00:00
1603303200000,30.0187,30.1,29.867,30.0453,50835.391,2020-10-21 18:00:00
1603306800000,30.0545,30.0764,29.8664,29.8812,49902.821,2020-10-21 19:00:00
1603310400000,29.8941,29.9742,29.845,29.9435,69602.864,2020-10-21 20:00:00
1603314000000,29.9383,30.0843,29.7118,29.9734,94294.654,2020-10-21 21:00:00
1603317600000,29.9772,30.06,29.8392,29.922,128599.125,2020-10-21 22:00:00
1603321200000,29.9221,29.9436,29.4406,29.7329,214754.338,2020-10-21 23:00:00
1603324800000,29.7355,29.9234,29.6655,29.9226,90677.214,2020-10-22 00:00:00
1603328400000,29.9178,30.33,29.8115,30.3071,130826.075,2020-10-22 01:00:00
1603332000000,30.3071,30.4255,29.9565,30.0684,159042.252,2020-10-22 02:00:00
1603335600000,30.0685,30.1356,29.9802,29.9981,72732.605,2020-10-22 03:00:00
1603339200000,29.9987,30.2541,29.9703,30.2392,95319.869,2020-10-22 04:00:00
1603342800000,30.2342,30.281,30.0902,30.177,97805.875,2020-10-22 05:00:00
1603346400000,30.1834,30.4273,30.1325,30.3889,159659.118,2020-10-22 06:00:00
1603350000000,30.3855,31.0,30.31,30.888,412625.191,2020-10-22 07:00:00
1603353600000,30.8867,30.99,30.65,30.6663,131430.395,2020-10-22 08:00:00
1603357200000,30.6663,30.7832,30.5395,30.6841,94097.78,2020-10-22 09:00:00
1603360800000,30.6841,30.8858,30.4966,30.8757,129116.973,2020-10-22 10:00:00
1603364400000,30.8793,31.1534,30.75,31.1004,175833.557,2020-10-22 11:00:00
1603368000000,31.1031,31.1206,30.701,30.8437,139909.147,2020-10-22 12:00:00
1603371600000,30.8459,31.3,30.8266,31.0722,203467.356,2020-10-22 13:00:00
1603375200000,31.0722,31.1423,30.9071,31.0719,110588.741,2020-10-22 14:00:00
1603378800000,31.069,31.0857,30.8561,30.9277,85221.54,2020-10-22 15:00:00
1603382400000,30.9292,30.99,30.7001,30.8974,104781.917,2020-10-22 16:00:00
1603386000000,30.8972,30.9668,30.72,30.8985,69409.89,2020-10-22 17:00:00
1603389600000,30.8984,30.9031,30.5,30.8279,73912.926,2020-10-22 18:00:00
1603393200000,30.8277,30.8277,30.5544,30.5802,56967.51,2020-10-22 19:00:00
1603396800000,30.5838,30.7371,30.535,30.6114,50475.524,2020-10-22 20:00:00
1603400400000,30.6115,30.8787,30.5867,30.8498,42421.659,2020-10-22 21:00:00
1603404000000,30.85,30.8565,30.6,30.6137,50721.058,2020-10-22 22:00:00
1603407600000,30.6122,30.6841,30.531,30.6396,93792.165,2020-10-22 23:00:00
1603411200000,30.6334,30.6491,30.5,30.5511,80371.907,2020-10-23 00:00:00
1603414800000,30.5475,30.7117,30.5188,30.5559,70774.386,2020-10-23 01:00:00
1603418400000,30.5559,30.9,30.5364,30.8437,120812.414,2020-10-23 02:00:00
1603422000000,30.8414,30.86,30.7085,30.7743,70777.786,2020-10-23 03:00:00
1603425600000,30.7734,30.9118,30.7408,30.7471,78251.017,2020-10-23 04:00:00
1603429200000,30.748,30.8255,30.727,30.7571,68735.406,2020-10-23 05:00:00
1603432800000,30.7626,30.8,30.6468,30.6784,127204.999,2020-10-23 06:00:00
1603436400000,30.6792,30.83,30.6613,30.7324,178216.683,2020-10-23 07:00:00
1603440000000,30.7344,30.8254,30.6911,30.7541,128964.386,2020-10-23 08:00:00
1603443600000,30.7598,30.956,30.749,30.9248,39126.202,2020-10-23 09:00:00
1603447200000,30.9249,31.1294,30.92,31.0608,88274.81,2020-10-23 10:00:00
1603450800000,31.0608,31.0998,30.9529,30.9619,33961.397,2020-10-23 11:00:00
1603454400000,30.9639,31.0663,30.8333,31.062,44182.631,2020-10-23 12:00:00
1603458000000,31.062,31.2,30.9266,30.9988,73054.045,2020-10-23 13:00:00
1603461600000,31.0015,31.097,30.8538,30.88,89948.539,2020-10-23 14:00:00
1603465200000,30.88,30.9174,30.67,30.7506,162835.206,2020-10-23 15:00:00
1603468800000,30.7508,30.7971,30.0652,30.2904,220639.901,2020-10-23 16:00:00
1603472400000,30.2943,30.4265,30.136,30.2581,65190.759,2020-10-23 17:00:00
1603476000000,30.2524,30.396,30.2461,30.3,58973.426,2020-10-23 18:00:00
1603479600000,30.304,30.4471,30.24,30.4043,33233.731,2020-10-23 19:00:00
1603483200000,30.4043,30.4976,30.38,30.4333,27301.895,2020-10-23 20:00:00
1603486800000,30.4365,30.5721,30.4001,30.5225,24150.763,2020-10-23 21:00:00
1603490400000,30.5225,30.543,30.42,30.506,28811.592,2020-10-23 22:00:00
1603494000000,30.5045,30.6496,30.43,30.6377,112060.92,2020-10-23 23:00:00
1603497600000,30.6461,30.6516,30.4355,30.5588,67327.44,2020-10-24 00:00:00
1603501200000,30.5587,30.7436,30.534,30.6861,79572.523,2020-10-24 01:00:00
1603504800000,30.6861,30.7481,30.5992,30.6694,57860.048,2020-10-24 02:00:00
1603508400000,30.6694,30.7,30.6244,30.6561,33703.635,2020-10-24 03:00:00
1603512000000,30.6638,30.8781,30.63,30.728,191982.062,2020-10-24 04:00:00
1603515600000,30.7192,30.8207,30.607,30.6434,124626.537,2020-10-24 05:00:00
1603519200000,30.6425,30.7101,30.55,30.6227,97591.483,2020-10-24 06:00:00
1603522800000,30.6237,30.63,30.5127,30.5204,97476.739,2020-10-24 07:00:00
1603526400000,30.5204,30.6336,30.4538,30.5168,117699.987,2020-10-24 08:00:00
1603530000000,30.5176,30.5816,30.4243,30.5555,19804.062,2020-10-24 09:00:00
1603533600000,30.5531,30.6825,30.5442,30.6775,24294.62,2020-10-24 10:00:00
1603537200000,30.6775,30.6843,30.6151,30.6746,17596.373,2020-10-24 11:00:00
1603540800000,30.6763,30.71,30.57,30.5826,15950.986,2020-10-24 12:00:00
1603544400000,30.5814,30.6424,30.5353,30.6337,25959.552,2020-10-24 13:00:00
1603548000000,30.6339,30.7265,30.4322,30.665,74239.851,2020-10-24 14:00:00
1603551600000,30.665,30.7293,30.6142,30.6949,45758.9,2020-10-24 15:00:00
1603555200000,30.6951,30.7403,30.5689,30.6657,88825.7,2020-10-24 16:00:00
1603558800000,30.6657,30.7265,30.5921,30.6916,117250.303,2020-10-24 17:00:00
1603562400000,30.6888,30.6966,30.54,30.5987,47541.715,2020-10-24 18:00:00
1603566000000,30.5987,30.71,30.58,30.6174,33918.956,2020-10-24 19:00:00
1603569600000,30.6174,30.6273,30.52,30.5664,35771.873,2020-10-24 20:00:00
1603573200000,30.5664,30.576,30.455,30.48,40726.237,2020-10-24 21:00:00
1603576800000,30.4751,30.635,30.4501,30.6265,94602.044,2020-10-24 22:00:00
